% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.805128328e+01 +6.805128328e+01 +5.111128328e+01 +5.111128328e+01 +1.1921e-01 +3.3024e-01 +8.9863e-01 -2.8565e-01 -6.4204e-01 +3.2862e-01 -5.3966e-01 -5.2253e-01 -4.3790e-02 +7.7010e-01 +4.5905e-01 -1.9706e-01 +7.0490e-03 -2.9688e-03 -6.9064e-02 -4.0616e-01 +1.5261e-01 -6.9961e-03 +9.4075e-02 -4.5513e-01
2 +6.117971638e+01 +6.117971638e+01 +4.423971638e+01 +4.423971638e+01 -5.0858e-01 +5.8358e-01 -1.1644e-01 +3.1491e-01 -3.5635e-01 +7.1982e-01 -1.9918e-01 +2.5254e-02 -6.4293e-02 +2.1418e-02 +9.1813e-02 -2.0263e-01 +5.8690e-02 +1.9641e-01 -8.0255e-01 +2.0478e-01 -2.4723e-01 -3.6413e-01 +1.1888e-01 -6.2968e-01
3 +3.911317447e+01 +3.911317447e+01 +2.217317447e+01 +2.217317447e+01 +3.5449e-01 -4.9824e-01 -3.3618e-01 -7.5822e-01 -9.3043e-01 +5.9284e-01 -7.1022e-01 +3.3792e-01 -6.8253e-01 +2.5796e-02 -1.5492e-01 +5.1729e-01 -2.7226e-02 -2.5744e-01 -4.5482e-01 +3.3813e-01 +2.9690e-01 +4.3260e-02 -4.2684e-01 -3.0373e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.157382873e+01 +1.157382873e+01 +3.038382873e+01 +3.038382873e+01 +9.3975e-02 -2.7937e-01 +3.8710e-02 +3.7233e-02 +2.9795e-01 +5.1302e-01 +1.2505e-01 +5.0600e-01 +2.5524e-01 -6.6917e-01 -1.9262e-02 +3.3519e-01 -4.3353e-02 -1.0713e-01 +4.9022e-01 +4.2154e-01 +4.6469e-01 -6.9292e-01 +1.9724e-01 +1.3919e-01
24 +9.555553908e+00 +9.555553908e+00 +2.836555391e+01 +2.836555391e+01 +1.6064e-01 -6.6559e-01 +7.8189e-01 -1.5429e-01 +6.4755e-01 -4.2817e-01 +6.9335e-01 +4.6568e-01 +5.2931e-01 +1.6152e-01 -2.7236e-01 -5.6293e-01 -4.4045e-01 +6.9964e-01 +3.1358e-01 -1.8773e-01 +6.3262e-01 +7.5604e-01 +3.6163e-01 +5.5381e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.780852075e+01 +4.780852075e+01 +3.209585208e+02 +3.209585208e+02 -1.5862e-01 +2.1505e-01 +3.7609e-01 +5.7861e-01 -3.4899e-01 +5.6146e-01 +1.4490e-01 -7.9814e-02 -4.6836e-01 -7.1589e-02 -8.4016e-01 +2.0022e-01 +4.8399e-01 +1.6764e-01 -7.5142e-01 +6.5035e-01 +6.8772e-01 -2.0819e-01 +2.1360e-01 +2.2192e-01
5 +3.754196135e+01 +3.754196135e+01 +3.106919613e+02 +3.106919613e+02 +5.0471e-01 +3.1537e-01 +4.8181e-01 +1.3735e-01 -5.6856e-02 -3.1953e-01 +7.5709e-01 +3.8549e-01 -7.8772e-01 +2.7156e-01 +7.3526e-02 -4.2824e-01 -7.9789e-01 +5.0692e-02 -2.3737e-01 -3.0596e-01 +6.2064e-02 +8.5894e-01 -1.5981e-01 +1.2212e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
