% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.708234629e+03 +1.708234629e+03 +1.801174629e+03 +1.801174629e+03 +1.0301e-01 -3.3261e-01 +1.2432e-01 -4.4171e-01 +5.0251e-02 +5.6670e-01 -3.6833e-01 -9.0251e-03 +7.2213e-02 +3.6578e-01 +1.7551e-01 +1.6085e-01 -2.6115e-01 -8.6707e-01 -5.8135e-01 -5.2594e-01 -1.8341e-01 -2.0193e-01 -1.9148e-01 -3.4463e-01
9 +1.524769419e+03 +1.524769419e+03 +1.617709419e+03 +1.617709419e+03 +6.3987e-01 +3.6462e-01 +7.9657e-01 -2.1958e-01 -3.6377e-01 +8.4921e-01 +4.9926e-02 -6.3435e-01 +3.1195e-01 +5.2818e-01 -2.9092e-01 -2.1146e-01 +4.0870e-01 +4.4981e-01 -7.2951e-01 -4.4257e-01 +4.2373e-01 -3.7976e-01 +2.9942e-01 +4.4046e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.533007873e+03 +2.533007873e+03 +2.568357873e+03 +2.568357873e+03 +1.4631e-03 -2.9179e-01 +1.4275e-01 -9.4240e-02 -4.0332e-01 +1.4918e-01 -2.8421e-01 -6.7090e-01 +6.9023e-02 -3.0211e-01 +4.9190e-01 -2.1391e-02 +4.0370e-02 +7.9261e-01 +9.8147e-02 -2.8582e-01 -5.7968e-02 +1.9017e-01 -1.2574e-01 +2.4247e-01
8 +2.395007226e+03 +2.395007226e+03 +2.430357226e+03 +2.430357226e+03 +7.0464e-01 -6.6360e-01 +5.7440e-01 +6.3531e-02 -1.0063e-01 -6.6887e-02 +5.8549e-01 -5.7163e-01 +3.0932e-01 +5.2585e-01 +5.5943e-02 -4.4920e-01 -2.2419e-03 -1.5301e-01 +1.8796e-02 -5.0089e-01 -6.4488e-03 -9.7455e-01 +4.8423e-01 +3.8826e-01
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.408772347e+02 +8.408772347e+02 +8.446972347e+02 +8.446972347e+02 -3.8317e-02 -2.4234e-01 -2.9543e-01 -2.3328e-01 -6.0832e-02 +7.0668e-01 -2.1532e-01 -5.1950e-01 -2.2948e-01 -5.5438e-01 -4.4910e-01 -1.7209e-01 -1.7380e-01 -4.7224e-01 -6.6007e-01 -3.4773e-01 +1.8762e-01 -6.5090e-01 +7.9056e-01 -4.8948e-01
4 +6.094026488e+02 +6.094026488e+02 +6.132226488e+02 +6.132226488e+02 -1.2394e-01 -5.4250e-02 +1.2913e-01 -2.6808e-01 -4.7041e-01 -6.5650e-03 +4.3345e-01 -3.5257e-01 -7.4004e-01 +8.2104e-02 -1.7702e-02 -2.3170e-01 +6.4917e-01 -4.3864e-01 -3.4742e-02 -1.6734e-02 -3.3034e-01 +8.6060e-01 +9.1219e-01 +5.3019e-01
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.311289892e+03 +1.311289892e+03 +1.333039892e+03 +1.333039892e+03 +4.3253e-01 +1.7602e-01 -3.9163e-01 +3.5832e-01 -3.5161e-01 -1.1819e-01 -8.7983e-02 -1.3602e-01 -5.6245e-01 +1.1839e-01 -2.9539e-01 -4.3014e-02 -1.9650e-01 +5.2572e-02 -4.4972e-01 +5.8382e-01 -6.0891e-01 +6.4881e-02 -6.1005e-03 +1.9137e-01
7 +9.976862670e+02 +9.976862670e+02 +1.019436267e+03 +1.019436267e+03 +3.5352e-01 -8.6269e-02 -2.1823e-01 -1.0635e-02 -5.1976e-01 -5.3149e-01 +1.5408e-01 +3.3815e-01 +8.3734e-01 -2.4987e-01 -2.0198e-02 -2.6024e-01 +2.0722e-01 -4.2685e-01 -6.4091e-01 +3.0819e-01 +5.6720e-02 +1.7710e-01 -5.4719e-01 -8.2770e-01
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.757522025e+02 +7.757522025e+02 +8.405422025e+02 +8.405422025e+02 -1.0161e-01 +5.6692e-02 +2.8256e-01 -4.1083e-02 -3.6698e-01 +5.5116e-02 -6.8520e-01 +4.2480e-01 +7.6769e-02 -1.5789e-02 -5.8597e-01 -7.5539e-01 +1.0493e-01 -3.4959e-01 -5.0335e-01 +3.1702e-01 +5.4303e-01 +2.9345e-01 -2.2198e-01 -4.7122e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.006259375e+02 +7.006259375e+02 -2.993740625e+02 -2.993740625e+02 +5.0291e-01 +8.0221e-01 +1.1023e-01 +3.8976e-02 +8.2917e-01 +2.8175e-01 +3.0964e-01 +2.4353e-02 -9.5484e-02 -3.0403e-01 -5.8562e-01 -3.1538e-01 +5.5531e-01 -8.5563e-01 +6.5218e-01 +4.4459e-01 +4.5878e-01 +8.9280e-01 +1.5413e-01 -1.1392e-01
2 +6.077050335e+02 +6.077050335e+02 -3.922949665e+02 -3.922949665e+02 +2.8275e-01 -1.2384e-01 -1.2160e-01 -3.4883e-01 -1.3892e-01 +3.4343e-01 -1.7041e-01 +4.9575e-01 -4.0303e-01 +3.6277e-01 -3.4825e-01 -7.2627e-01 -5.7279e-02 -4.7377e-02 +1.7478e-01 +4.1487e-02 -1.4247e-01 +2.4409e-03 +1.5341e-01 +2.5364e-01
% function evaluation | noise-free fitness - Fopt (6.750100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.238004633e+02 +7.238004633e+02 +1.398810463e+03 +1.398810463e+03 -6.1347e-01 +7.4123e-02 -5.3212e-01 +1.0656e-01 +3.6211e-01 +4.9568e-01 -4.8571e-01 -2.4432e-01 +4.7011e-01 +3.5251e-01 -3.7655e-01 +3.5464e-01 -3.4729e-01 -7.0606e-01 +5.6155e-01 -6.3274e-01 +1.0713e-01 -1.4849e-01 +1.5892e-02 +9.7160e-02
13 +5.931356596e+02 +5.931356596e+02 +1.268145660e+03 +1.268145660e+03 -1.1518e-01 -8.4790e-02 +4.2534e-01 +7.7751e-02 +1.7624e-01 +3.9075e-01 -3.0748e-01 -1.1079e-01 +8.0120e-01 -2.9930e-01 +1.3727e-01 +5.6384e-01 -1.4178e-03 -7.2773e-02 +2.5965e-01 -2.2864e-01 -6.7336e-01 +4.1293e-01 +1.0785e-01 -5.8179e-01
% function evaluation | noise-free fitness - Fopt (-3.580600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.248378016e+03 +1.248378016e+03 +8.903180163e+02 +8.903180163e+02 +3.0214e-01 +2.6839e-01 -2.8082e-01 -2.5317e-01 +5.0435e-01 +1.0158e-01 +7.6089e-03 +2.1150e-01 +6.0610e-01 +4.3645e-01 -6.3811e-02 +8.0689e-02 +2.0590e-01 -5.5558e-01 -2.4249e-01 -8.9468e-02 +4.2069e-02 +3.8063e-01 -8.9988e-02 -8.1344e-03
23 +9.478663015e+02 +9.478663015e+02 +5.898063015e+02 +5.898063015e+02 -2.0021e-01 +7.8985e-01 +8.2540e-02 +9.6141e-02 -6.3969e-01 +4.0603e-01 +3.9008e-01 -9.1934e-01 -3.1127e-01 +2.7540e-01 -6.4223e-02 -1.3502e-01 -6.6207e-01 +5.4266e-01 +4.3288e-01 +2.0144e-02 +8.9547e-01 -2.8442e-01 +7.4540e-01 -4.7189e-01
% function evaluation | noise-free fitness - Fopt (-4.797000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.674162673e+02 +6.674162673e+02 +6.194462673e+02 +6.194462673e+02 +3.7927e-02 -3.2712e-01 -7.6049e-04 +5.0533e-01 -7.1598e-01 +5.7731e-01 +3.9510e-01 +6.1071e-01 -5.3153e-01 -6.5200e-01 +5.6398e-01 -3.7319e-02 -4.9419e-01 +6.8186e-01 +6.0314e-01 +5.5703e-01 +4.8064e-01 -4.0696e-01 -1.0389e-01 +4.6817e-01
3 +5.300609196e+02 +5.300609196e+02 +4.820909196e+02 +4.820909196e+02 +7.7894e-01 -5.6066e-01 +6.1763e-01 -9.0814e-01 -6.8842e-01 -5.2512e-01 +5.7717e-02 +2.6746e-01 -6.0007e-01 -3.0537e-02 -3.7421e-03 +9.1336e-02 -3.0087e-02 +6.1506e-01 +2.4818e-01 +1.5774e-01 +7.8548e-01 -3.6357e-01 -1.9096e-01 +3.4989e-01
% function evaluation | noise-free fitness - Fopt (-8.294100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.121765477e+02 +8.121765477e+02 -1.723345226e+01 -1.723345226e+01 +4.6806e-01 +1.6680e-01 -1.3800e-01 +7.0950e-02 -1.4864e-01 -3.7561e-01 -7.7144e-02 -5.3918e-01 +6.7715e-01 -6.6236e-01 -1.8286e-01 +1.2941e-01 +3.0863e-01 -7.3890e-02 -2.2051e-01 -5.7628e-01 -5.9661e-01 -1.5124e-01 +4.4337e-01 -5.3631e-01
5 +5.770539828e+02 +5.770539828e+02 -2.523560172e+02 -2.523560172e+02 -8.4808e-01 -7.9433e-02 -5.4605e-01 -9.6657e-03 +3.1114e-01 -1.6485e-01 -5.5671e-01 -3.1502e-01 +2.0145e-01 -5.3738e-01 +6.2118e-01 -3.1946e-01 +3.7139e-01 +1.2565e-01 +1.9406e-01 +1.7397e-02 +4.7604e-02 +1.8499e-01 -4.6630e-01 +1.0413e-01
% function evaluation | noise-free fitness - Fopt (5.681000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.978296355e+02 +3.978296355e+02 +4.546396355e+02 +4.546396355e+02 -5.7579e-01 +2.0045e-01 -5.2293e-01 -7.9435e-01 +5.1797e-01 -2.3234e-01 +4.3629e-01 -1.2868e-01 +7.5697e-01 +2.8899e-01 -4.6436e-01 +5.9825e-01 -7.9740e-03 +7.9356e-02 +2.0941e-01 +1.2881e-01 -2.1722e-01 +2.5525e-01 +6.0286e-01 -9.6427e-02
% function evaluation | noise-free fitness - Fopt (4.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
