% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.600287066e+05 +8.600287066e+05 +8.601049766e+05 +8.601049766e+05 +5.4418e-01 -3.4521e-01 -1.1635e-01 +5.6316e-01 +4.0601e-02 -2.5843e-01 -1.2316e-01 +5.6537e-01 +1.3718e-01 -2.9148e-01 -1.8850e-01 -6.9096e-01 -1.9259e-01 +4.4168e-01 -2.2378e-01 -4.6684e-01 +2.0805e-01 +4.0399e-03 -6.4438e-02 -1.8045e-01
2 +3.039388057e+05 +3.039388057e+05 +3.040150757e+05 +3.040150757e+05 +1.1824e-01 +5.2245e-01 -3.1620e-01 +2.8169e-02 -1.8514e-01 +8.4067e-01 -1.5895e-01 +3.4904e-01 -9.4539e-02 +2.9014e-02 -5.0553e-01 +3.4847e-01 -2.9229e-01 -3.9951e-01 -3.2779e-01 +9.5296e-02 -3.1323e-03 -4.9043e-01 +4.0583e-01 +3.0914e-01
5 +2.162582767e+04 +2.162582767e+04 +2.170209767e+04 +2.170209767e+04 -2.9121e-01 -8.6109e-01 -5.6672e-01 +3.0766e-01 +1.9298e-01 -1.2639e-01 +4.4725e-01 +5.4332e-02 -2.7091e-02 -1.5704e-01 +6.0813e-01 +5.7890e-01 +2.7398e-01 -4.9603e-01 -4.8538e-01 +7.7429e-01 -8.7058e-02 +1.5606e-02 -5.6549e-01 -1.2304e-01
34 +3.003668579e+03 +3.003668579e+03 +3.079938579e+03 +3.079938579e+03 +2.7644e-01 +1.0897e-01 -1.7082e-01 -1.9147e-01 -1.5984e-01 +1.5241e-01 +1.6137e-01 -2.3896e-01 +1.2785e-01 -2.3426e-01 +6.1285e-01 +6.1935e-01 +8.1148e-01 +3.7794e-01 +2.4942e-02 +3.9351e-01 -2.5896e-01 +7.5664e-01 +8.0124e-02 -2.4136e-02
51 +2.052628832e+03 +2.052628832e+03 +2.128898832e+03 +2.128898832e+03 +7.3795e-01 -4.4237e-01 -7.9096e-01 -1.4997e-01 -1.3634e-01 -6.9806e-01 +2.5432e-01 +2.1127e-01 -5.5695e-01 -3.5800e-02 -7.7140e-02 +4.4581e-01 +5.3348e-01 +1.1717e-01 +3.5930e-01 +2.9964e-02 +2.7723e-01 +7.8050e-01 +2.5196e-01 +1.6872e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.349938217e+05 +6.349938217e+05 +6.349712717e+05 +6.349712717e+05 -7.7512e-01 -2.3567e-01 -3.8367e-01 -1.1488e-01 -7.1959e-02 +2.9330e-01 -1.1930e-01 -1.0835e-01 +4.9457e-01 +4.1062e-01 -8.4043e-01 +2.0615e-01 -1.9947e-01 +3.7265e-01 -2.4443e-01 -5.1152e-01 -4.2860e-01 +2.7185e-01 -7.4462e-01 +1.3624e-01
2 +3.796419383e+04 +3.796419383e+04 +3.794164383e+04 +3.794164383e+04 -3.4004e-01 -6.6660e-02 -5.9168e-01 +2.5537e-01 +1.8037e-02 +7.0980e-01 +2.9539e-01 +8.9293e-01 -2.5508e-01 +2.3210e-01 +3.1367e-01 +1.0396e-02 +2.2034e-02 +2.7999e-01 +4.5576e-02 -1.8207e-01 +4.2919e-01 -2.2909e-01 -1.7893e-02 -1.2283e-01
8 +7.155076317e+03 +7.155076317e+03 +7.132526317e+03 +7.132526317e+03 -2.4189e-01 +3.6720e-02 +5.7483e-01 -4.7572e-03 +9.4066e-01 -1.9008e-01 +7.0803e-01 -1.8972e-02 +4.2677e-01 +4.2793e-01 -5.7067e-01 -6.5975e-01 -8.2239e-02 -3.0775e-01 +6.1561e-01 -1.9225e-01 -6.1616e-01 -4.2587e-01 +7.8593e-01 -1.3537e-01
21 +1.038887630e+03 +1.038887630e+03 +1.016337630e+03 +1.016337630e+03 +6.9200e-01 +4.1234e-02 +1.2330e-01 -3.1886e-01 -8.2540e-02 +5.2496e-01 +8.0503e-01 -1.0315e-01 -2.3196e-02 +2.3121e-01 -7.4186e-01 -3.7095e-03 -1.3523e-01 -4.2062e-02 +1.7731e-01 +2.7930e-01 +2.6490e-02 -1.1793e-01 +7.8565e-01 +1.7453e-01
32 +6.548590783e+02 +6.548590783e+02 +6.323090783e+02 +6.323090783e+02 +9.8713e-02 -1.1808e-01 +6.1779e-01 +5.5865e-01 +3.5809e-01 -9.7167e-02 +6.7782e-01 -1.8676e-01 -3.9619e-02 -1.3284e-01 -2.8352e-01 -4.3144e-01 +1.0365e-01 +6.6186e-01 -4.3589e-01 -1.0306e-02 +2.7385e-01 +2.3999e-01 -1.6138e-01 +5.4517e-01
91 +4.456279477e+02 +4.456279477e+02 +4.230779477e+02 +4.230779477e+02 -1.3600e-01 +2.3194e-01 +2.1037e-01 +4.4597e-01 +3.9346e-01 -1.5442e-01 -5.5054e-01 -3.9330e-03 +7.4816e-01 -1.2324e-01 +4.2313e-02 -5.0469e-01 -6.3138e-01 +5.0073e-02 -3.8061e-03 +2.1616e-01 -2.9534e-01 +1.5017e-01 +5.0963e-01 +6.4004e-02
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.411504069e+05 +2.411504069e+05 +2.411640669e+05 +2.411640669e+05 +6.4958e-01 -3.6856e-01 -1.8293e-01 -1.4711e-01 -2.3394e-01 -9.4335e-02 -2.7088e-01 -2.9559e-01 +2.8691e-01 -2.7168e-01 -2.1636e-01 -2.7024e-02 +7.6806e-02 -4.7965e-01 +1.3209e-01 -2.8224e-01 +6.2213e-01 -1.9683e-02 +8.6554e-02 +4.6017e-03
