% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.280528863e+02 +7.280528863e+02 +1.728052886e+03 +1.728052886e+03 +8.9973e-01 +2.8318e-02 +3.0400e-01 -3.6433e-01 -3.1407e-01 -1.6593e-01 +8.3569e-01 +5.1073e-01 +6.8388e-01 +3.6377e-01 -2.6497e-01 -3.7552e-01 +3.1640e-01 +7.4492e-02 +5.7019e-01 +4.8462e-01 -4.1233e-01 +2.1918e-01 +7.9658e-01 +1.1691e-01
4 +6.271058319e+02 +6.271058319e+02 +1.627105832e+03 +1.627105832e+03 +1.6524e-01 +4.9394e-02 +3.2431e-01 -6.8980e-02 +2.2776e-01 -6.0553e-01 +5.6344e-01 -2.9846e-01 -2.5668e-01 -5.2505e-01 -2.4873e-01 +2.2157e-01 +1.4928e-01 +3.1564e-01 +4.5269e-01 +8.6332e-02 +8.8994e-01 -6.6644e-01 +1.1678e-01 +2.5724e-02
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.518891279e+02 +7.518891279e+02 +8.219191279e+02 +8.219191279e+02 -7.1362e-02 -7.5590e-03 +1.8907e-01 -3.9115e-01 +3.3087e-01 +4.8100e-01 +4.7629e-01 +2.3426e-01 +4.5308e-01 -8.2236e-03 +4.6134e-02 -2.5049e-01 -7.2722e-02 +2.7148e-01 -1.7189e-01 +4.2573e-01 -8.0259e-02 -3.4467e-01 -4.8866e-01 +8.0169e-01
4 +5.910452115e+02 +5.910452115e+02 +6.610752115e+02 +6.610752115e+02 -5.2623e-01 +2.6278e-01 -2.0841e-01 -2.5086e-01 +3.2645e-02 -3.4271e-01 -3.1142e-01 -8.0656e-02 -5.5335e-01 +7.8121e-02 -3.0156e-01 -1.8315e-01 +3.3001e-01 +2.8343e-01 -3.1509e-01 +1.7470e-01 -7.2755e-02 +2.5746e-01 +1.1811e-01 +4.6338e-01
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.271167759e+02 +9.271167759e+02 +8.788967759e+02 +8.788967759e+02 -2.8964e-01 +8.7577e-02 -6.4011e-01 -4.6202e-01 -4.8097e-01 +3.4931e-02 -7.7100e-01 +3.1485e-01 +6.1473e-01 -1.2435e-01 +3.6216e-01 -5.7950e-02 +2.0711e-01 -5.2639e-01 +2.7343e-02 -1.9807e-02 +6.2146e-01 +1.1006e-01 -4.9935e-01 +1.7671e-01
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.258637618e+03 +1.258637618e+03 +1.284107618e+03 +1.284107618e+03 -4.9881e-01 +4.2563e-01 +6.6139e-01 -5.9448e-02 +2.9148e-01 -3.6026e-01 +4.1519e-03 -4.5110e-01 -3.3797e-01 -5.1358e-01 +1.4781e-01 -1.1640e-01 -4.1335e-01 -8.9495e-01 +2.0812e-01 +4.3107e-01 -8.4938e-02 -3.9399e-01 -6.1679e-01 -6.5104e-01
44 +9.838505642e+02 +9.838505642e+02 +1.009320564e+03 +1.009320564e+03 -8.4923e-01 -6.5856e-02 +4.6278e-01 -3.1316e-01 -1.2521e-01 +3.6180e-01 +3.0927e-01 +9.2799e-02 -6.2162e-01 +4.1615e-01 +1.3191e-01 -3.4106e-01 +3.3079e-01 +4.3635e-01 +2.0691e-01 -1.9616e-01 +4.7449e-01 -3.1597e-01 -8.6709e-02 -1.7134e-01
