% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.220089013e+01 +9.220089013e+01 +1.716808901e+02 +1.716808901e+02 +3.8573e-01 -6.4881e-02 -1.0263e-01 +2.6211e-01 -2.2410e-01 -3.7382e-01 -1.9940e-03 -2.3067e-01 +1.1480e-01 -6.2116e-01 +7.4642e-01 -6.4723e-01 -2.2690e-01 -5.6259e-01 +4.1561e-01 +8.2387e-02 +1.4073e-01 -2.4162e-02 -1.8118e-01 +8.9623e-02
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.444104578e+02 +1.444104578e+02 +5.388904578e+02 +5.388904578e+02 -3.5686e-01 +2.1541e-01 +3.8501e-01 +5.0032e-01 +3.8327e-01 +3.3350e-01 -5.1434e-02 +4.3599e-01 +3.1651e-01 -8.0218e-01 +1.5763e-01 -8.8777e-01 -3.6420e-01 +6.8457e-01 +5.9208e-01 -6.4261e-02 -7.9570e-01 -2.3167e-01 -3.8971e-03 -6.3756e-01
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.248947782e+02 +1.248947782e+02 -1.222152218e+02 -1.222152218e+02 -4.3264e-02 +1.9989e-01 +1.4087e-01 +4.8611e-01 +7.5752e-01 +6.0389e-02 -5.7314e-02 -1.2574e-02 -4.8044e-01 +2.9585e-01 -1.3307e-01 -5.8424e-01 +6.2226e-01 +1.9049e-01 +1.8895e-01 -2.4350e-01 +8.5314e-01 -2.0426e-01 -9.8485e-02 +6.2640e-01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.175254143e+02 +1.175254143e+02 -3.451458575e+01 -3.451458575e+01 +4.2555e-02 +6.9891e-01 -5.9731e-01 +6.0126e-01 -7.3914e-01 +5.2870e-01 +5.2927e-02 +4.6183e-01 +6.2144e-01 -7.2205e-01 +7.0268e-02 -4.3254e-01 +2.1941e-01 -4.4507e-01 +6.4324e-01 -8.4927e-01 +4.8742e-02 +3.0785e-01 -7.2629e-01 -2.4306e-01
12 +9.386861422e+01 +9.386861422e+01 -5.817138578e+01 -5.817138578e+01 -7.8698e-01 -3.0803e-01 +7.0235e-02 +2.9170e-02 +6.1478e-01 -1.6686e-01 -3.5942e-01 -3.9416e-01 -2.1585e-01 +8.7430e-01 -3.9738e-02 -6.2760e-01 -3.8008e-01 +9.9344e-04 -6.8129e-01 -7.4674e-02 -2.3676e-01 -2.7630e-01 -6.6970e-02 +8.0584e-01
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.000585292e+01 +7.000585292e+01 +4.475585292e+01 +4.475585292e+01 +4.6156e-01 +4.6995e-01 +4.7843e-01 +5.1825e-01 +3.5752e-01 -2.7994e-01 -1.3609e-02 +5.3507e-02 +3.6184e-01 +1.4513e-01 -1.9079e-01 +4.5850e-01 -1.9839e-01 +1.8942e-01 +9.5766e-01 -4.7916e-01 +1.3288e-01 +6.0151e-01 -3.9488e-01 +7.3288e-02
