% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.043991189e+02 +7.043991189e+02 +2.423091189e+02 +2.423091189e+02 -5.8435e-01 +1.9519e-01 -1.8905e-01 -1.8303e-01 +2.2746e-01 -1.7025e-01 -6.3870e-01 +1.2671e-01 -1.5181e-01 -2.7671e-01 -1.7001e-01 +5.6942e-01 +5.4462e-01 -7.1191e-01 +9.4702e-02 -2.1179e-01 -1.7668e-01 +3.4814e-01 +7.4864e-01 -8.3508e-01
8 +5.910091252e+02 +5.910091252e+02 +1.289191252e+02 +1.289191252e+02 +4.3535e-01 -2.6092e-01 -2.1264e-01 +6.3790e-01 +2.7481e-01 +4.8927e-01 +3.6480e-01 +4.1104e-01 -5.4679e-01 -4.4163e-01 -3.7302e-02 -6.9958e-02 -1.3112e-01 +3.8671e-01 +1.6532e-01 -1.2816e-01 +4.2614e-01 +8.4993e-01 +2.3731e-02 +7.4962e-01
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.411929224e+02 +6.411929224e+02 +7.188529224e+02 +7.188529224e+02 +1.0761e-01 -1.1230e-01 -5.3417e-02 +1.4315e-01 -6.7698e-02 -4.1563e-01 +7.7409e-02 +3.4125e-01 -1.4909e-01 -3.5097e-01 -4.4235e-01 -1.6888e-01 -6.1140e-01 +8.8793e-03 -1.9310e-01 -2.4142e-01 +2.0132e-02 +5.4632e-01 +1.2582e-01 -4.0485e-02
5 +5.736981853e+02 +5.736981853e+02 +6.513581853e+02 +6.513581853e+02 -9.2577e-01 -2.2768e-01 +6.5224e-01 +2.8950e-01 +1.6783e-01 +1.9342e-01 +6.7305e-01 -3.4791e-01 -5.7809e-01 +6.4550e-02 +6.8755e-02 -3.3988e-01 +2.5053e-01 +4.1448e-01 -4.9711e-01 +2.4430e-01 -3.2897e-01 +2.7959e-02 -6.2968e-02 -6.6400e-01
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.198633135e+02 +7.198633135e+02 +8.355433135e+02 +8.355433135e+02 -9.5564e-02 -4.4988e-02 -7.4776e-02 +6.5541e-02 -5.2199e-01 -2.2491e-01 -3.1314e-01 +3.5954e-01 -5.4420e-01 -4.7895e-01 -1.8221e-01 -2.7433e-01 +6.6968e-03 -7.3367e-01 -2.9944e-01 -2.0055e-02 +5.3238e-01 -4.2980e-01 +3.6342e-01 +2.6167e-01
30 +6.207772068e+02 +6.207772068e+02 +7.364572068e+02 +7.364572068e+02 +3.8344e-01 -8.2851e-02 -3.9589e-01 -8.8966e-01 -5.9829e-01 -1.8167e-01 -2.0822e-01 +5.3357e-01 -3.5242e-01 +7.2605e-01 +6.3769e-01 -4.1155e-01 +3.3884e-01 -2.8044e-01 -3.0179e-01 -1.2851e-02 +1.9496e-01 +8.3453e-01 +5.0831e-01 +6.8719e-02
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.857250192e+02 +7.857250192e+02 +7.820150192e+02 +7.820150192e+02 -2.5337e-01 +2.6707e-01 -2.6347e-01 +3.8221e-01 +1.3899e-01 -3.6415e-01 +4.6460e-01 -7.1874e-01 +2.1709e-01 -2.7756e-01 -5.3221e-02 +5.6749e-01 -1.7047e-02 +2.2599e-01 -5.1547e-02 -6.3148e-01 +3.6445e-01 -6.9121e-01 -4.2948e-01 -1.3943e-01
34 +6.097752154e+02 +6.097752154e+02 +6.060652154e+02 +6.060652154e+02 +3.7007e-01 +1.5434e-01 -8.6772e-02 +1.9843e-01 -4.8815e-02 -9.8745e-02 -6.6875e-01 +1.9398e-01 -1.6017e-01 +5.0895e-01 +4.4850e-01 +8.4278e-02 +3.6471e-02 -2.7186e-01 -4.3036e-01 -2.3102e-01 +1.4614e-01 +2.2271e-01 +4.9806e-01 -7.3740e-01
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.256971433e+02 +7.256971433e+02 +8.578771433e+02 +8.578771433e+02 -6.8766e-01 -3.4653e-01 +2.7838e-01 -3.8408e-01 -9.5620e-02 +2.7136e-01 +1.0773e-01 +1.3318e-01 +1.1649e-02 +2.5988e-01 -2.0429e-01 -2.3422e-01 -4.4096e-01 -6.3528e-01 -1.4386e-01 -4.6308e-01 -6.9136e-01 -3.7906e-01 -7.6883e-01 -4.0720e-01
2 +5.634610068e+02 +5.634610068e+02 +6.956410068e+02 +6.956410068e+02 +6.8209e-01 -2.7918e-01 -1.1070e-01 +1.1364e-02 -9.4145e-02 -2.0798e-01 +5.3783e-01 -6.8203e-01 +3.6319e-01 +1.4118e-01 +3.1375e-01 -1.5263e-01 -7.3260e-01 +6.7130e-01 +5.6471e-02 -4.5112e-02 +3.5305e-01 +3.4239e-01 -3.0354e-01 -7.1331e-01
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.349432194e+02 +7.349432194e+02 +6.932032194e+02 +6.932032194e+02 -8.0803e-01 -2.5315e-01 +2.2714e-01 -8.8331e-02 -3.6462e-01 -2.4649e-01 +4.4690e-01 -6.3617e-01 -4.6793e-01 +4.9433e-01 +1.5150e-01 +1.4477e-01 -4.9501e-02 +2.5407e-01 -4.5777e-01 +1.0366e-02 +5.0348e-01 +8.4989e-01 +3.6806e-02 -4.8046e-01
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.187954459e+02 +6.187954459e+02 +1.239354459e+02 +1.239354459e+02 -1.5146e-02 +3.7782e-02 -8.4951e-02 +2.4367e-03 +3.2691e-01 -4.6141e-02 -3.4530e-01 -8.1467e-01 +3.0828e-02 +6.9420e-01 -6.2619e-01 -3.9323e-01 +1.7147e-01 +6.8783e-01 -9.2331e-01 -2.7962e-01 +4.7765e-01 +6.2371e-01 -5.3336e-02 +6.0995e-01
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.580297696e+02 +6.580297696e+02 +1.006429770e+03 +1.006429770e+03 +8.6645e-02 -2.6288e-01 +1.8039e-01 -2.0162e-01 -1.1485e-01 -2.4272e-01 +3.5003e-01 -5.6051e-01 +1.5366e-01 +1.3949e-01 +2.1559e-01 -2.9238e-01 +7.4764e-02 +3.3696e-01 +9.4090e-02 -7.6576e-01 -4.1168e-01 +7.0250e-02 +6.7647e-01 -4.3428e-01
8 +6.153154660e+02 +6.153154660e+02 +9.637154660e+02 +9.637154660e+02 -1.7514e-02 +2.9905e-02 -5.4210e-02 +2.6910e-01 +7.3091e-01 -4.7952e-02 -5.8855e-01 +2.1820e-01 +6.3381e-02 -1.0094e-01 +2.3464e-01 +5.6528e-03 -3.1052e-01 +7.0267e-03 -1.5000e-01 +5.0205e-02 +6.9340e-01 +6.7581e-01 +9.4958e-01 -7.0983e-01
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.543694363e+02 +7.543694363e+02 +7.581394363e+02 +7.581394363e+02 -5.9671e-01 -2.9540e-01 -1.0440e-01 -6.5986e-01 -5.6961e-01 +1.3100e-01 +7.9086e-02 -2.9006e-01 +4.2251e-01 -1.2270e-01 -3.1426e-01 -4.7715e-01 +3.7806e-01 -6.4829e-01 -3.7814e-01 -5.0966e-01 +7.5505e-01 +4.0533e-02 +1.6989e-02 +3.9191e-01
5 +5.981229067e+02 +5.981229067e+02 +6.018929067e+02 +6.018929067e+02 +2.6104e-01 -2.7684e-01 -4.5720e-01 +6.1998e-02 +5.4400e-01 +5.2713e-01 +1.6612e-01 +5.5744e-01 +5.3383e-01 -1.7426e-01 +2.2101e-01 +1.8355e-01 -5.3535e-01 +8.0258e-02 +5.3327e-01 -8.9273e-02 +6.5077e-02 -6.8436e-01 -4.1045e-01 -1.8275e-01
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.399020270e+02 +6.399020270e+02 +6.776020270e+02 +6.776020270e+02 +7.0230e-01 +9.6133e-02 -3.3158e-01 +1.9059e-01 +4.4220e-02 +2.3644e-01 -3.8607e-01 +5.1092e-01 +9.2163e-01 +1.4624e-01 -9.8693e-02 +1.6485e-01 -5.2647e-01 +8.0835e-01 +2.7643e-01 +7.3833e-02 +1.2843e-01 +6.7619e-01 -1.2590e-04 -2.9042e-01
2 +6.011389139e+02 +6.011389139e+02 +6.388389139e+02 +6.388389139e+02 -6.6210e-01 -9.0813e-01 -1.5008e-01 -4.1571e-01 -5.9294e-01 +5.2908e-01 -3.4755e-01 -4.5874e-01 +2.2876e-01 +7.8699e-02 +5.9208e-01 +1.7943e-01 -2.7910e-01 +1.0356e-01 +4.2478e-01 -5.7550e-01 +7.5043e-02 +1.0648e-01 +4.4647e-01 -1.5281e-01
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.854747790e+02 +6.854747790e+02 +1.381164779e+03 +1.381164779e+03 +1.0257e-01 +5.3236e-01 +8.6910e-01 +5.7519e-02 -3.6853e-01 +2.3273e-01 -5.3585e-01 -4.5268e-01 +3.4248e-01 +6.5640e-01 +3.0133e-02 +8.5466e-01 +7.6151e-02 +1.6544e-01 +5.5615e-01 +3.9463e-01 +5.9346e-02 +2.4071e-01 +4.0298e-02 +4.4910e-02
4 +6.051930558e+02 +6.051930558e+02 +1.300883056e+03 +1.300883056e+03 +2.4571e-01 -2.7163e-01 +5.5491e-01 -1.0944e-01 +1.4356e-01 +4.7684e-01 +3.9729e-01 -2.7957e-01 +6.3367e-02 -1.2224e-01 +7.6096e-02 -4.1597e-01 +5.9878e-01 +7.5241e-01 +4.5005e-01 -6.9285e-02 -4.8812e-01 +3.3404e-01 -1.0350e-01 -1.7351e-01
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.723270590e+02 +6.723270590e+02 +5.542970590e+02 +5.542970590e+02 -3.6967e-01 -5.6947e-01 -4.9044e-01 -5.2551e-01 +2.0826e-02 +3.5536e-01 +2.2531e-01 +7.6210e-02 -1.1856e-01 -4.8683e-01 -3.1922e-01 -6.5285e-01 -5.8083e-01 +4.4399e-02 -9.4503e-01 +3.8075e-01 +3.7966e-01 +1.5293e-01 +5.4982e-01 +6.1865e-01
4 +6.075562686e+02 +6.075562686e+02 +4.895262686e+02 +4.895262686e+02 +3.3325e-01 -5.0482e-01 +1.1589e-01 +7.7625e-02 +3.5798e-01 -1.3453e-01 +6.4242e-01 +1.9747e-01 +2.9631e-01 +4.5441e-01 -1.4872e-01 +6.8327e-03 -7.1077e-01 +4.9439e-01 +6.2629e-02 +6.2763e-02 +3.3917e-01 +1.9698e-02 +1.3186e-01 -4.2200e-02
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
