% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.997305405e+02 +3.997305405e+02 +3.905205405e+02 +3.905205405e+02 +5.7003e-01 +3.8936e-01 +1.1186e-01 -1.2405e-01 -2.4859e-01 +8.1152e-01 -1.6140e-01 -3.4903e-01 -4.9793e-02 +1.1333e-01 -4.3973e-02 +5.9323e-03 +4.6066e-01 +3.4939e-01 +4.3017e-01 +3.7428e-01 +5.2386e-01 +4.6671e-02 +1.1250e-01 -3.8471e-01
2 +3.816515641e+02 +3.816515641e+02 +3.724415641e+02 +3.724415641e+02 -4.3293e-01 +8.9688e-01 +5.9936e-01 +2.9422e-01 -2.1756e-02 +2.7411e-01 +4.7872e-01 +2.6618e-03 +7.0062e-01 -9.4555e-02 +3.1551e-01 -2.6393e-01 +4.0951e-01 -4.7236e-01 -3.8093e-01 -1.6093e-01 -3.7611e-01 +4.5016e-01 -8.2152e-01 +1.5186e-01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.042365029e+02 +4.042365029e+02 +1.060226503e+03 +1.060226503e+03 -4.5567e-01 -4.2121e-02 -1.3449e-01 -1.2775e-01 -2.9937e-01 -6.8634e-02 -6.4226e-01 -7.0295e-02 -1.6910e-01 -5.6974e-02 +2.3670e-01 -2.0864e-01 +3.6816e-01 -2.0605e-01 -2.0875e-01 +1.1272e-01 -4.1041e-01 +5.3565e-01 -7.0813e-01 -1.4398e-01
2 +3.885679441e+02 +3.885679441e+02 +1.044557944e+03 +1.044557944e+03 +2.7952e-02 -2.3257e-01 +1.2693e-01 -5.9138e-01 +3.6942e-01 -8.2973e-01 -2.2408e-01 +4.8589e-02 +5.9978e-01 -4.2057e-01 +3.2714e-01 -1.0305e-01 -1.8923e-02 +1.6035e-01 +5.3529e-01 -1.4685e-01 -1.7128e-01 +4.2078e-01 +7.0849e-01 +4.2285e-01
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.044910130e+02 +4.044910130e+02 +4.712010130e+02 +4.712010130e+02 -4.5172e-01 -7.7764e-01 +6.7154e-01 +5.4298e-02 -5.1879e-01 -8.1295e-01 -5.8841e-02 +3.1722e-01 -7.6508e-01 +2.1592e-01 -6.7699e-03 +2.8230e-01 +3.4340e-01 -8.0285e-03 -6.2211e-01 +4.5893e-01 -1.8075e-01 +3.8416e-01 +5.8821e-01 -5.3132e-01
2 +3.923155157e+02 +3.923155157e+02 +4.590255157e+02 +4.590255157e+02 -2.6428e-01 -6.2105e-01 -3.1201e-02 +3.4487e-01 -2.1952e-01 +2.2088e-01 -1.2046e-01 -3.2717e-01 +5.7333e-01 +7.3794e-01 +1.4736e-01 -7.1624e-01 -2.4675e-01 +2.8306e-01 -3.7880e-01 -1.5828e-01 -4.0718e-01 -2.8201e-02 -1.0016e-01 -9.3850e-02
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.196978100e+02 +4.196978100e+02 +1.361367810e+03 +1.361367810e+03 -5.0985e-01 +1.9529e-01 +4.8918e-01 +4.2602e-02 +2.6655e-01 +9.4925e-02 -2.4542e-01 +7.0836e-01 -3.7839e-01 -4.8423e-01 +7.2568e-01 -7.6237e-01 -3.0481e-01 +9.3633e-01 +3.6108e-01 -4.0958e-01 +5.0689e-01 -5.1707e-01 -1.0436e-01 -7.3536e-01
