% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.193201275e+02 +3.193201275e+02 +4.219301275e+02 +4.219301275e+02 +6.5661e-01 +4.7577e-01 -8.6224e-01 +5.9562e-02 -2.4148e-01 +4.9284e-01 -1.4388e-01 +7.1275e-02 -3.8226e-03 +2.4736e-01 +1.6284e-02 +1.1984e-01 -9.6906e-03 +4.4383e-01 +3.1914e-01 -2.7229e-02 +5.2160e-02 +2.1718e-01 -8.0780e-01 -2.7193e-01
17 +2.459679458e+02 +2.459679458e+02 +3.485779458e+02 +3.485779458e+02 -7.2103e-01 -4.1101e-01 +4.6911e-01 -1.9620e-01 +6.4933e-01 +7.4056e-01 +6.5000e-02 +1.0952e-01 -1.1793e-01 +4.7184e-01 +1.2428e-02 +1.0043e-01 +2.0746e-02 +9.3834e-01 +3.0684e-01 +2.6653e-01 +2.8107e-01 -4.0833e-01 -4.7615e-01 -8.7094e-02
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.557758889e+02 +3.557758889e+02 +4.490758889e+02 +4.490758889e+02 -4.5373e-01 -6.2178e-01 -2.3883e-02 +5.8113e-02 -9.1385e-01 -8.1134e-01 +6.4995e-02 -1.3612e-02 -2.9214e-01 +1.6201e-01 -4.4507e-01 +6.3759e-01 -4.3072e-01 -6.1733e-01 -5.5896e-01 +6.5531e-01 +1.9025e-01 -1.0524e-01 +7.7106e-02 +2.2367e-01
45 +2.153626177e+02 +2.153626177e+02 +3.086626177e+02 +3.086626177e+02 -4.1945e-01 +1.2179e-01 +3.3899e-02 -4.0202e-01 -2.7996e-01 +5.6194e-01 +7.6473e-02 +6.9158e-01 +5.1556e-01 -6.7864e-01 -1.2592e-02 +1.7225e-01 +3.0530e-01 +3.8373e-01 +8.4973e-01 -3.6829e-01 +2.9034e-01 +5.1478e-01 -2.6124e-01 -4.6035e-01
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.901168472e+02 +2.901168472e+02 +3.037568472e+02 +3.037568472e+02 -1.2429e-01 +4.0125e-01 -6.7183e-01 -3.6182e-01 +6.5071e-01 +3.9977e-01 -3.8542e-01 -4.5642e-01 -9.2397e-01 -3.2949e-01 +5.8285e-01 +2.5632e-01 -6.6720e-01 +7.7296e-01 +6.2513e-01 +1.5396e-02 +2.8243e-01 +5.6021e-01 -3.9370e-01 -2.5630e-01
74 +2.233190826e+02 +2.233190826e+02 +2.369590826e+02 +2.369590826e+02 -9.0542e-01 -4.4098e-01 +5.9056e-03 +2.0776e-01 -2.7291e-01 -7.5546e-01 -9.1942e-02 -4.3924e-01 +2.7635e-01 -6.7876e-01 -5.7427e-03 +6.6801e-01 +4.1990e-02 -2.3301e-01 +2.3507e-01 -1.5157e-01 +2.5743e-01 +4.1011e-02 -3.8463e-01 +6.9729e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.323567966e+02 +3.323567966e+02 +5.271567966e+02 +5.271567966e+02 +3.2907e-01 +3.9474e-01 -3.2926e-01 +3.6230e-01 -9.5243e-03 +7.1467e-01 +9.0853e-02 +6.7318e-01 +3.9729e-01 +1.7595e-01 +6.1675e-01 -3.6598e-01 -2.5185e-01 +1.9186e-01 +9.9574e-02 +9.4034e-01 +2.4057e-01 +1.7850e-01 -1.5835e-01 +2.1905e-01
26 +2.439039693e+02 +2.439039693e+02 +4.387039693e+02 +4.387039693e+02 -2.0224e-01 +1.1546e-01 -1.8826e-01 -7.3059e-01 +5.5433e-01 -3.1947e-01 -4.3624e-01 -1.4424e-01 +3.0563e-01 -3.6432e-02 -2.0202e-02 -6.1197e-01 +4.0266e-01 +5.8180e-01 +7.6918e-01 -4.4051e-02 -9.6027e-02 +2.2454e-01 +1.6502e-01 +5.1165e-02
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.282687713e+02 +3.282687713e+02 +1.946787713e+02 +1.946787713e+02 -8.6819e-01 +1.0740e-01 -5.3025e-01 +2.8775e-02 -9.2027e-01 +2.9204e-01 +5.8973e-01 -5.0122e-01 -2.0519e-01 +8.5575e-01 -6.9273e-02 -2.2591e-02 -4.3126e-01 -2.2494e-01 -5.8828e-01 -4.9469e-01 -4.5506e-01 -3.0049e-01 -2.8142e-01 +9.3865e-02
23 +2.453535961e+02 +2.453535961e+02 +1.117635961e+02 +1.117635961e+02 +6.8979e-01 +5.7878e-01 +3.0027e-01 +2.0223e-01 -1.5859e-01 -1.9340e-01 -3.9888e-01 +2.0532e-01 -6.9532e-01 +1.9373e-01 -2.6985e-01 -2.8760e-02 -2.9319e-01 +3.1273e-01 +3.6759e-01 -6.4395e-01 +4.5601e-01 +6.7736e-01 +1.6786e-01 +8.8049e-01
% function evaluation | noise-free fitness - Fopt (-8.468100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.460278853e+02 +3.460278853e+02 -5.007821147e+02 -5.007821147e+02 -5.5995e-01 -3.4257e-01 +1.8303e-01 -7.2931e-02 -2.7077e-01 +4.1526e-01 +5.2157e-01 +3.5296e-01 -3.3231e-01 +1.4577e-01 +2.2477e-01 +5.9587e-01 -2.7493e-01 -3.3705e-01 -3.3689e-02 -1.2661e-02 -3.2299e-01 +3.5985e-01 +2.8441e-03 +3.3444e-02
75 +2.472900812e+02 +2.472900812e+02 -5.995199188e+02 -5.995199188e+02 -4.5537e-02 -4.1672e-01 +2.4819e-01 -2.1272e-01 -4.0693e-01 +5.7211e-01 -5.3724e-02 +2.0765e-01 -3.4655e-01 +7.6060e-01 -1.7218e-01 +3.0937e-01 -5.4488e-01 +5.0003e-01 +8.2764e-01 +2.6120e-01 -2.2224e-01 +2.3839e-01 -2.0121e-01 +5.0026e-05
% function evaluation | noise-free fitness - Fopt (1.363000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
