% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.466038013e+02 +9.466038013e+02 +4.845138013e+02 +4.845138013e+02 -6.7253e-02 -5.3353e-01 -4.4099e-01 -1.1766e-01 -2.4396e-02 -3.7073e-01 -2.6675e-02 +4.6054e-01 +4.0929e-02 -1.5497e-01 -9.6743e-02 +4.7645e-01 +4.8068e-01 +6.5728e-01 -6.6107e-01 +4.4621e-02 -7.7822e-01 +1.4333e-01 -4.6729e-01 +5.8046e-01
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.116929617e+03 +1.116929617e+03 +1.194589617e+03 +1.194589617e+03 -5.3501e-02 -1.1381e-01 -5.7424e-04 -1.1698e-01 +1.1344e-01 +2.4570e-01 -3.3380e-01 +2.4010e-01 +3.2983e-01 +9.0168e-01 +2.5983e-01 +5.0852e-01 +7.0847e-02 +2.9326e-01 +1.7184e-02 -4.4219e-01 +2.2528e-01 -3.4062e-01 +5.4046e-03 +3.9087e-01
4 +9.571767738e+02 +9.571767738e+02 +1.034836774e+03 +1.034836774e+03 +7.4659e-01 -1.8066e-01 -4.5877e-01 -1.4818e-01 -5.7811e-01 +7.6801e-02 +2.3463e-01 +3.1232e-01 -1.5856e-01 -1.1844e-01 +2.7845e-01 -6.8410e-01 +1.5901e-01 -1.3778e-01 +1.7289e-01 -6.7060e-01 -1.6245e-01 -1.1509e-02 -2.8770e-01 +1.7104e-01
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.517384433e+02 +8.517384433e+02 +9.674184433e+02 +9.674184433e+02 -3.9941e-01 -7.0113e-02 -6.1281e-02 -8.6471e-02 +5.5549e-01 +9.9361e-02 -3.6789e-01 +9.5426e-01 +3.4230e-01 +1.5177e-01 -4.7265e-01 +6.1380e-01 -4.8167e-01 +6.6712e-01 -1.9533e-01 +2.5998e-01 -3.2243e-01 -5.1161e-01 -8.4331e-01 -2.6342e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.004707388e+03 +1.004707388e+03 +1.000997388e+03 +1.000997388e+03 -5.7762e-01 -4.3190e-02 -3.6176e-02 +3.7302e-01 -2.8590e-02 +7.8403e-01 +5.3303e-01 -1.9957e-01 +7.5824e-01 +5.5018e-01 -5.2224e-02 +4.7074e-01 +8.4352e-01 -8.2438e-02 -1.4175e-01 -3.1293e-01 +7.7013e-01 -4.8626e-01 -2.9691e-01 +3.1130e-01
2 +8.277787641e+02 +8.277787641e+02 +8.240687641e+02 +8.240687641e+02 -6.2004e-01 +1.5965e-01 -4.7291e-01 +4.4560e-02 +5.4975e-01 +1.5424e-01 -7.5508e-01 -5.7074e-01 -1.1536e-01 -2.8060e-01 -9.0651e-02 +1.9175e-01 -8.9921e-02 -4.4631e-02 -1.2019e-01 +1.8114e-02 +1.4377e-01 +4.3875e-01 +5.5842e-01 -2.9360e-01
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.631863775e+02 +7.631863775e+02 +8.953663775e+02 +8.953663775e+02 +7.3172e-01 -4.5725e-01 +6.0990e-01 -4.4044e-01 -7.8588e-02 -1.3522e-01 +3.8707e-01 +9.3893e-02 -7.5468e-01 -7.2497e-01 -4.0955e-01 -2.9594e-01 +3.7424e-01 +5.0178e-01 -5.4479e-02 -7.5428e-01 +1.3847e-01 +1.8570e-01 +6.9225e-01 -5.7972e-01
10 +6.142844111e+02 +6.142844111e+02 +7.464644111e+02 +7.464644111e+02 +6.9278e-01 +5.7668e-01 +7.1670e-01 -1.9467e-01 -3.9280e-01 -1.4841e-01 -1.6595e-01 +2.8319e-01 +3.8372e-01 -3.8680e-02 -1.8659e-01 -5.2544e-01 +1.7159e-01 +5.6176e-01 -3.5495e-01 -4.1995e-02 +1.2845e-01 -1.9086e-01 -1.4902e-03 +2.6082e-01
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.061234304e+02 +9.061234304e+02 +8.643834304e+02 +8.643834304e+02 +4.0412e-02 -1.5337e-01 +2.4845e-01 -4.8594e-01 -1.9553e-01 -1.7854e-01 +6.5837e-01 +4.6889e-01 +1.8073e-01 +5.4340e-01 +1.4837e-01 -9.3766e-02 -6.0422e-01 -7.0448e-01 -1.0882e-01 +1.0139e-01 +8.1519e-02 +2.3444e-01 +1.8688e-01 -2.8648e-01
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
