% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.234964496e+01 +5.234964496e+01 +3.540964496e+01 +3.540964496e+01 -6.6283e-01 +2.0825e-01 +6.0654e-01 +7.6359e-03 -5.8829e-01 +6.2432e-01 +9.5424e-01 -5.6156e-01 -2.7274e-01 -3.1567e-01 +8.6983e-01 -8.2900e-01 -7.4273e-01 -2.0373e-02 -6.0912e-01 +1.9597e-01 -1.3995e-02 -2.2378e-01 -2.5627e-01 -3.9449e-01
5 +3.401424162e+01 +3.401424162e+01 +1.707424162e+01 +1.707424162e+01 -2.5064e-01 -5.6440e-01 -3.0536e-01 -6.9565e-01 -5.6494e-02 -1.9998e-01 +6.8834e-01 -5.2246e-01 +2.1795e-02 -1.7165e-01 +4.8207e-01 -1.7042e-01 -5.3045e-02 +1.8327e-01 -3.2562e-01 -3.8266e-01 -3.7709e-01 +3.3130e-01 +2.7177e-01 +1.3015e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.459576495e+01 +1.459576495e+01 +3.340576495e+01 +3.340576495e+01 -2.6524e-01 -6.8656e-01 +7.4810e-01 -2.7717e-01 -4.0305e-01 +4.0468e-01 +1.7783e-01 +5.9001e-01 -4.5868e-02 -7.3193e-02 +6.2570e-01 -1.3370e-01 -6.3479e-01 -5.9494e-01 -1.4660e-01 -3.0775e-01 -6.6225e-01 -1.2115e-01 +6.8084e-01 +2.0269e-01
2 +9.961091752e+00 +9.961091752e+00 +2.877109175e+01 +2.877109175e+01 -2.0168e-01 -2.0999e-01 +3.1106e-01 +5.5213e-01 +2.5463e-01 +3.3813e-01 +7.7711e-01 +1.7678e-01 +2.7897e-01 -8.3262e-01 +4.7974e-01 +5.8918e-01 +4.8061e-01 -2.1223e-01 -8.5436e-02 -4.2459e-02 -2.3219e-01 +3.0616e-01 -3.0167e-01 +2.0443e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.470144132e+01 +5.470144132e+01 +3.278514413e+02 +3.278514413e+02 +1.1005e-01 -3.3455e-01 +3.3178e-01 -2.1706e-01 +4.7587e-02 -7.1045e-01 -1.8346e-01 +4.6844e-01 -1.5223e-01 -2.5458e-01 -5.1623e-01 -8.7497e-01 +1.6622e-01 +2.4957e-01 +2.5405e-01 -9.5291e-02 +2.1217e-01 +3.9001e-01 +5.8754e-01 -1.4292e-01
23 +3.421525834e+01 +3.421525834e+01 +3.073652583e+02 +3.073652583e+02 -7.2233e-01 +4.0016e-01 +5.1831e-01 -9.2955e-03 +1.6787e-01 -5.7682e-01 +6.4786e-01 -1.6711e-01 -7.2371e-02 +8.4713e-01 -2.4225e-01 -5.6019e-01 -1.8193e-01 -7.4897e-01 +8.3978e-01 +1.9246e-01 -5.2840e-01 +2.4548e-01 -8.7854e-01 -8.0481e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.399888102e+01 +1.399888102e+01 +5.117888102e+01 +5.117888102e+01 +2.3978e-01 -4.8986e-02 +4.7012e-01 +4.5500e-01 -6.2364e-02 -4.9545e-01 -3.7589e-01 -9.8785e-02 +9.1206e-01 +1.0387e-01 +5.2999e-01 +2.9538e-01 -2.4540e-01 -1.4935e-01 -4.9953e-01 +4.8892e-01 +6.7025e-01 +1.0602e-02 +6.3014e-01 +8.8589e-01
