% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.344653262e+01 +6.344653262e+01 +1.347965326e+02 +1.347965326e+02 -2.5501e-01 -5.0937e-01 -4.2563e-03 -3.9028e-01 -4.0632e-01 +2.2093e-01 +4.0981e-01 +2.2433e-01 +9.6524e-02 -1.6919e-01 +4.6075e-01 -1.6478e-01 +2.8113e-01 +5.6594e-01 +2.8194e-01 +1.8833e-01 +3.4363e-01 -7.1836e-01 +1.4683e-01 +6.0146e-01
7 +6.088770245e+01 +6.088770245e+01 +1.322377025e+02 +1.322377025e+02 +7.1018e-01 +1.1242e-01 +7.6098e-02 -6.1080e-01 +1.0554e-01 -6.9396e-01 +2.5416e-01 +5.7520e-01 +2.2155e-02 +7.0848e-01 +1.7506e-01 -3.5995e-01 -6.9921e-03 +2.3336e-01 +3.6651e-01 -2.5448e-01 -7.0087e-01 -5.1792e-01 -1.3055e-01 +3.5106e-02
20 +3.355386150e+01 +3.355386150e+01 +1.049038615e+02 +1.049038615e+02 +3.2593e-01 -4.6422e-01 +1.8850e-01 +2.4337e-01 +6.4158e-01 -5.9523e-01 -1.5095e-01 +5.1065e-01 +4.3178e-01 +7.1621e-01 +4.8315e-01 -2.5509e-01 +6.0512e-01 +2.9451e-01 -4.6689e-01 +5.5960e-02 -3.4011e-01 +2.9271e-01 +2.6098e-01 -6.8064e-01
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.094137887e+01 +7.094137887e+01 -2.842786211e+02 -2.842786211e+02 +6.9118e-01 +1.3274e-01 +2.2038e-01 -1.1993e-02 +1.6212e-01 +1.0014e-01 +1.3501e-01 +5.2817e-01 +6.7687e-01 -9.0600e-01 -3.5793e-01 +2.9515e-01 -5.0075e-01 +1.8039e-01 -3.3316e-01 +1.7644e-01 -1.2336e-01 -4.6675e-01 -2.0804e-02 +4.8553e-01
12 +5.358310355e+01 +5.358310355e+01 -3.016368965e+02 -3.016368965e+02 -3.0344e-01 +4.0229e-01 +2.8623e-01 -3.1733e-01 +4.3953e-01 +1.7612e-01 -4.7295e-01 +4.2912e-01 -4.0428e-01 +5.7481e-01 -5.6391e-02 -1.2645e-01 -6.1262e-03 +5.6040e-01 +6.3763e-01 -5.5353e-01 +2.0750e-01 +5.8836e-01 -1.3991e-02 -4.2857e-02
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.540164996e+01 +6.540164996e+01 +1.645716500e+02 +1.645716500e+02 +1.2561e-01 +3.2993e-01 +6.5890e-02 -8.0683e-03 +6.3564e-01 +5.3523e-01 -4.8481e-01 +6.4500e-01 +3.9272e-01 -3.8840e-01 +3.0236e-02 -5.2829e-01 -4.0243e-01 -7.4830e-02 -5.5614e-01 +4.7439e-01 -5.3134e-01 +1.0065e-01 -3.5623e-03 -5.9134e-01
21 +5.055897855e+01 +5.055897855e+01 +1.497289786e+02 +1.497289786e+02 +9.0014e-02 -4.7151e-01 -5.6856e-01 -4.9975e-01 -2.8130e-01 +6.5480e-02 -1.2340e-01 -1.1621e-01 -9.9089e-01 +7.1847e-02 +8.1961e-01 -3.4294e-01 +9.4122e-03 -3.0124e-01 -3.2389e-01 -3.3474e-02 +1.4452e-01 +8.3833e-01 -1.8936e-01 +6.0483e-01
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
