% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.658008321e+06 +2.658008321e+06 +2.658084591e+06 +2.658084591e+06 -1.8260e-02 +4.0923e-01 +5.8766e-01 +5.0297e-01 +7.2288e-01 -7.2561e-01 -8.2921e-01 -7.0631e-01 -4.1907e-01 +2.3247e-01 +8.2410e-01 +8.4806e-02 -7.0229e-01 -1.5146e-01 -2.3005e-01 -1.3892e-02 -5.0010e-01 -4.9266e-01 +2.6900e-01 -2.0986e-01
2 +1.103155053e+05 +1.103155053e+05 +1.103917753e+05 +1.103917753e+05 +7.9558e-01 -3.7286e-01 -1.8568e-01 -3.8370e-01 -2.0385e-01 +5.3628e-01 -3.6174e-01 +5.0409e-02 -8.2460e-01 +7.7164e-02 -5.9289e-01 -2.4916e-01 +6.8272e-01 +4.5558e-03 -2.8964e-01 +8.0949e-01 +2.7914e-01 -4.9714e-01 +3.5749e-01 +7.8521e-01
24 +5.437298119e+04 +5.437298119e+04 +5.444925119e+04 +5.444925119e+04 +1.3205e-01 -8.1355e-01 -5.2664e-01 +1.1357e-01 -1.4434e-02 -5.3498e-01 +3.0285e-01 +2.9265e-01 -6.3467e-02 +7.1980e-02 +6.1267e-01 +3.0077e-01 -3.4065e-01 +3.7808e-02 +5.0399e-01 -3.0545e-02 -1.6691e-01 -4.1094e-02 +2.0907e-01 +1.5010e-01
31 +3.050811263e+03 +3.050811263e+03 +3.127081263e+03 +3.127081263e+03 +1.3829e-01 -6.8097e-01 -5.1905e-01 +6.1277e-01 -4.8661e-01 -8.7282e-02 +1.0148e-04 -6.1230e-02 +2.6076e-01 +7.6045e-01 -2.1515e-01 +1.7798e-01 +4.7456e-01 +5.2680e-01 +2.3723e-01 -5.1748e-01 +4.7347e-02 -7.8347e-01 -2.5365e-01 -2.2378e-01
33 +1.241192202e+03 +1.241192202e+03 +1.317462202e+03 +1.317462202e+03 -1.3198e-02 -7.4373e-01 -4.3647e-01 +6.5248e-02 +2.8450e-01 +3.4428e-01 +3.7610e-01 -6.8241e-01 +3.6669e-01 -2.4855e-01 +2.2643e-01 +2.1778e-01 +5.8353e-01 -3.1947e-01 -6.4081e-01 -4.5963e-01 +4.3747e-01 -7.8432e-02 +9.3522e-03 -6.1655e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.519509385e+05 +5.519509385e+05 +5.519283885e+05 +5.519283885e+05 -4.2807e-01 +5.0081e-01 -3.9151e-04 +3.0024e-01 +5.1503e-02 +1.4855e-01 +1.0879e-01 -1.7635e-01 +4.9666e-01 +4.4475e-01 -5.0196e-01 +1.6134e-01 -4.4531e-01 -6.4138e-01 -6.4134e-01 -6.0925e-01 +9.1619e-02 +2.8320e-01 +3.7431e-01 +2.4969e-02
2 +4.544775854e+04 +4.544775854e+04 +4.542520854e+04 +4.542520854e+04 -3.9609e-02 +2.1331e-01 -1.1448e-01 +2.6224e-01 +1.4727e-01 -2.4737e-01 +3.2080e-01 -3.3402e-01 -2.6066e-01 -1.0539e-01 +3.0791e-01 -5.8079e-01 -3.8205e-01 -1.2972e-01 -3.6385e-01 +1.8019e-01 +4.5234e-02 -2.8767e-01 -1.3056e-01 -3.1645e-01
9 +3.198248609e+04 +3.198248609e+04 +3.195993609e+04 +3.195993609e+04 -2.1213e-01 -1.0362e-01 +1.8062e-01 -3.8033e-01 +2.3713e-01 +5.4519e-01 +1.3548e-01 +2.5239e-01 +2.5734e-01 +7.3259e-01 -5.2166e-01 +1.0180e-01 -7.1936e-02 +6.0596e-01 +4.3352e-01 -1.3740e-01 +7.9836e-03 +8.0655e-01 +6.4579e-01 +8.0558e-02
10 +2.078344753e+04 +2.078344753e+04 +2.076089753e+04 +2.076089753e+04 -4.3539e-01 -6.2053e-01 -2.7021e-01 +3.8572e-01 +7.5012e-01 +4.3751e-01 +5.1930e-01 +3.5684e-02 -2.4057e-01 +5.2425e-01 +1.8262e-02 -1.8911e-01 +2.8999e-01 +1.7070e-01 +9.1051e-01 -5.6923e-01 +3.6547e-01 +1.6911e-01 -1.7262e-01 -3.5255e-01
