% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.692461706e+01 +1.692461706e+01 +2.379461706e+01 +2.379461706e+01 -2.3150e-01 +1.0764e-01 +4.6510e-01 +1.1525e-01 +7.2595e-02 +1.0785e-01 -8.7705e-02 +1.9148e-02 -1.1624e-01 +2.3302e-01 +6.9190e-01 -5.6992e-01 +1.6725e-01 -2.6904e-01 +2.4851e-01 +1.2330e-01 -2.8015e-01 +5.7865e-02 +6.9001e-02 -2.5206e-01
2 +9.276688382e+00 +9.276688382e+00 +1.614668838e+01 +1.614668838e+01 -4.7487e-01 -5.5067e-01 -3.0055e-01 +2.4865e-01 -4.1176e-01 +1.4774e-02 +1.4302e-01 +1.6117e-01 -2.7064e-01 -2.2108e-01 -5.2150e-01 -1.5164e-01 -6.4499e-01 +6.1109e-01 -7.8220e-01 -1.2454e-01 -9.1902e-01 -1.6657e-01 +4.6136e-01 -4.7848e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.622550385e+01 +1.622550385e+01 +1.623550385e+01 +1.623550385e+01 -1.7324e-01 -9.8027e-01 +3.0576e-02 -9.0744e-02 +3.1387e-02 -5.5019e-01 +2.9124e-01 -3.7177e-01 +5.5304e-01 -3.4101e-01 -1.4808e-01 +2.9916e-01 -8.2046e-01 -5.9296e-01 -7.8469e-01 -1.5811e-01 -1.5713e-01 -1.8100e-02 +2.2513e-01 +6.7182e-02
2 +4.454846456e+00 +4.454846456e+00 +4.464846456e+00 +4.464846456e+00 -9.0262e-02 -6.4701e-01 -2.7884e-01 -7.5944e-01 -8.7820e-01 -5.4205e-01 +2.4379e-01 -1.4250e-01 +5.5703e-02 +3.4222e-01 -7.7536e-01 -1.3783e-02 -3.3278e-01 +3.3593e-01 -3.2227e-01 +5.5811e-01 -4.8571e-01 -3.2576e-02 +6.5586e-02 +8.3768e-02
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.636341879e+01 +2.636341879e+01 -1.042465812e+02 -1.042465812e+02 -2.4499e-01 -4.9525e-01 +3.3869e-01 +3.8803e-01 +5.5937e-01 +9.0677e-01 -3.0295e-01 +7.8275e-01 -5.5902e-01 +2.6521e-01 -6.8211e-01 +7.4224e-01 -5.5169e-01 +2.5912e-01 +8.3384e-01 -5.4474e-01 -6.7164e-02 -1.3924e-01 -4.1302e-01 +6.7346e-01
2 +8.840826115e+00 +8.840826115e+00 -1.217691739e+02 -1.217691739e+02 -5.9883e-01 -8.7353e-01 -1.6257e-02 +3.3614e-01 +6.4742e-01 -6.0349e-01 -7.4030e-01 -6.4643e-03 -7.2695e-01 -2.3291e-01 +3.9657e-01 +3.2601e-01 -3.5882e-02 +1.4979e-01 +7.0543e-01 +4.5478e-01 +3.0700e-01 -3.4245e-01 +5.7858e-01 -6.2748e-01
11 +4.679584557e+00 +4.679584557e+00 -1.259304154e+02 -1.259304154e+02 +6.5605e-01 +1.5901e-01 +6.1635e-01 +7.7712e-01 +4.9343e-01 +6.0455e-01 +6.1438e-02 +4.9686e-01 +2.8036e-01 -2.5672e-02 +8.3092e-01 +2.2048e-01 -7.8563e-01 +3.8847e-01 -4.2690e-01 -6.9930e-02 +4.4289e-01 -4.0862e-01 -5.4797e-01 +3.9938e-01
58 +3.920599646e+00 +3.920599646e+00 -1.266894004e+02 -1.266894004e+02 -3.2417e-01 +1.4683e-01 +2.4385e-01 -1.8990e-02 -2.3673e-01 +2.6427e-01 +4.2118e-01 +4.0470e-02 -5.9912e-01 -1.9670e-01 +8.4294e-01 -1.0007e-01 +8.3298e-01 -4.9920e-01 -3.8292e-01 +6.1694e-01 +2.3801e-01 -2.9171e-01 -4.7250e-01 +4.4652e-01
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
