% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.309319422e+01 +8.309319422e+01 -9.169068058e+02 -9.169068058e+02 -5.3178e-01 -1.0228e-02 +1.0900e-01 -5.8876e-01 -3.1287e-01 +5.2177e-02 -1.5285e-01 +1.7730e-01 -4.1172e-01 +6.9985e-01 -3.2118e-01 +1.6131e-01 +4.3455e-01 +4.0785e-02 +2.4816e-02 +2.4138e-01 -2.2504e-01 +7.8083e-01 -1.1832e-02 +6.4296e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.351131656e+01 +8.351131656e+01 +1.083511317e+03 +1.083511317e+03 +2.3142e-01 -6.3950e-02 +3.0057e-01 +4.8521e-01 +1.9867e-03 +4.9341e-01 +4.0827e-01 -2.6691e-02 -6.6091e-01 -5.9826e-01 -1.5871e-01 +3.9348e-01 +2.2550e-01 -4.7617e-01 -2.0171e-01 +1.0776e-01 -5.5255e-02 -2.2491e-01 +4.8999e-01 -6.1618e-02
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.322257622e+01 +8.322257622e+01 +3.409257622e+01 +3.409257622e+01 +5.2817e-01 -5.6047e-01 -9.0687e-02 +4.9941e-01 +1.6877e-01 +2.2663e-03 -2.3939e-01 +3.0603e-01 -1.4252e-01 +5.0112e-01 -2.6698e-01 +2.1960e-01 -5.1686e-01 -2.1592e-01 +8.8266e-01 +3.0139e-01 -2.7126e-01 -2.6384e-01 -6.7297e-01 +1.7865e-01
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.797855954e+01 +7.797855954e+01 +3.757085595e+02 +3.757085595e+02 -4.1853e-02 -3.8665e-01 +2.4457e-01 +1.9094e-01 -1.6804e-01 -4.1491e-02 +5.5304e-01 -2.5116e-01 +3.0236e-01 -6.7611e-01 -4.9610e-02 -3.3650e-01 -5.1268e-01 -3.5310e-01 -3.8871e-01 -1.6240e-01 -9.4736e-02 -1.1277e-01 -5.7339e-01 -3.7191e-01
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.126879175e+01 +8.126879175e+01 +1.328387918e+02 +1.328387918e+02 -1.6228e-01 +3.1987e-02 +2.7106e-01 -3.9057e-02 -6.4682e-02 +3.0064e-01 -3.6698e-01 -3.9188e-01 -1.8341e-01 +2.8438e-01 +2.2753e-01 -6.5145e-01 +4.2446e-01 -6.8175e-01 +5.1540e-01 -1.3341e-01 -1.9228e-01 -2.9982e-01 +2.3790e-01 +6.2533e-01
% function evaluation | noise-free fitness - Fopt (1.495000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
