% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.022341085e+02 +7.022341085e+02 +2.401441085e+02 +2.401441085e+02 +5.0183e-02 -4.4617e-01 +5.1464e-01 -1.2229e-01 -1.5107e-01 -6.5596e-02 -7.3691e-01 +4.8722e-01 +4.4772e-01 -1.6011e-01 -2.8578e-01 -3.2472e-01 +2.4248e-01 -2.4818e-01 -9.0094e-02 +7.4566e-01 +4.5768e-01 +4.9678e-02 -4.1825e-01 +6.1422e-01
14 +6.024799782e+02 +6.024799782e+02 +1.403899782e+02 +1.403899782e+02 -2.4252e-01 -3.8543e-01 +3.8498e-01 -5.0521e-02 +4.8158e-01 -2.4764e-01 +2.6585e-01 -1.7127e-01 +3.9392e-01 +2.5580e-02 +1.0651e-01 -1.8518e-01 -3.2315e-01 -2.2485e-01 -5.3522e-02 -8.8529e-02 -5.2234e-01 +3.6850e-01 +3.4402e-01 -5.3815e-01
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.430048857e+02 +6.430048857e+02 +7.206648857e+02 +7.206648857e+02 -6.4354e-02 +2.0746e-02 -1.0257e-01 -3.0571e-01 -7.1002e-03 -2.0501e-01 +2.6314e-01 +2.2509e-02 +5.7034e-01 +1.5901e-01 -1.6358e-02 -4.2258e-01 +3.3274e-01 -2.6494e-01 +3.0489e-01 -1.4732e-01 +2.9695e-01 -8.1022e-01 -1.7978e-01 +2.8805e-01
3 +5.582646641e+02 +5.582646641e+02 +6.359246641e+02 +6.359246641e+02 +2.7601e-01 +3.5247e-01 -1.5696e-01 +1.4366e-01 -5.7489e-01 -1.3993e-01 -3.0807e-01 -9.1438e-01 +5.8212e-03 +2.7202e-01 +4.9193e-01 +2.1633e-01 -3.9797e-01 -4.2355e-01 -1.9643e-01 -1.3332e-01 -4.0419e-01 -6.6359e-01 +5.1786e-01 -1.5399e-01
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.702659015e+02 +7.702659015e+02 +8.859459015e+02 +8.859459015e+02 -2.3118e-01 -5.5881e-02 -4.7489e-01 -4.2401e-01 +2.3756e-01 +3.3405e-02 +2.6352e-01 -2.2882e-03 -6.7111e-02 -8.0934e-02 +2.9991e-02 +2.7360e-01 -1.0315e-01 -8.9396e-01 +1.4011e-01 +1.1714e-01 -8.4045e-02 -5.7711e-01 +5.0955e-01 +7.2909e-01
12 +6.228359961e+02 +6.228359961e+02 +7.385159961e+02 +7.385159961e+02 -3.0348e-01 -1.0044e-02 -7.1929e-01 +5.0828e-01 +1.1422e-01 -2.5538e-01 +5.5438e-02 -5.5077e-01 -2.3816e-01 +6.5065e-01 +2.3762e-01 +1.7630e-01 +9.3997e-01 -6.8446e-01 +5.6166e-01 -3.3894e-01 +1.5228e-01 +1.2528e-01 +4.4519e-01 -1.6017e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.920530000e+02 +6.920530000e+02 +6.883430000e+02 +6.883430000e+02 -9.4956e-02 -4.2500e-01 -8.7941e-02 -4.7428e-01 -7.7831e-01 -7.1581e-02 +3.8494e-01 -9.0570e-01 -6.8558e-02 -2.9087e-01 +5.6872e-01 -2.3465e-01 -3.7209e-01 -5.6621e-01 -2.3478e-01 -4.0065e-01 -2.0394e-01 -4.7291e-01 +1.5553e-01 -3.8239e-01
