% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.650602779e+08 +2.650602779e+08 +2.650596568e+08 +2.650596568e+08 -1.5236e-01 +3.8402e-01 -1.5091e-01 -6.0640e-01 -3.5929e-01 -9.7261e-01 +1.1440e-01 -3.7406e-02 -6.2630e-01 -2.9567e-01 +5.7510e-01 -5.2001e-01 +2.9592e-01 +1.1712e-01 -3.1579e-01 -1.8750e-01 +3.8860e-01 +3.1789e-01 +7.5803e-01 +4.3446e-01
18 +2.034592436e+08 +2.034592436e+08 +2.034586224e+08 +2.034586224e+08 -2.4306e-02 +7.9262e-01 +6.0756e-01 +5.1128e-01 -1.2275e-01 -5.0914e-01 -9.2424e-01 +5.1297e-01 -9.7162e-02 +5.6651e-01 +2.0650e-01 +2.0786e-01 +2.9701e-01 +6.9598e-01 +1.0164e-01 +2.4316e-01 -2.3753e-01 +4.3280e-01 +3.6557e-01 +3.1670e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.541387427e+08 +7.541387427e+08 +7.541384879e+08 +7.541384879e+08 +4.4506e-03 +1.5424e-01 +3.8281e-01 -1.0619e-01 +1.2327e-01 -3.5777e-01 +7.1775e-01 -8.2036e-01 -3.8106e-01 -3.5713e-01 +1.7172e-01 -2.9681e-01 +8.0598e-02 +4.5183e-01 -4.6406e-01 -3.5664e-01 -3.8595e-01 +3.1430e-01 +8.0813e-01 -8.8409e-02
2 +5.440903646e+08 +5.440903646e+08 +5.440901098e+08 +5.440901098e+08 -3.6504e-01 +9.7103e-01 +4.4534e-01 -7.8568e-01 -2.0474e-01 +5.5072e-02 +6.0393e-01 +3.6926e-01 +2.5696e-01 -4.4422e-01 +9.7453e-02 +1.9406e-02 +2.8044e-02 -5.1984e-02 +5.5766e-01 -3.7955e-01 +8.6887e-01 -4.0190e-01 +4.7399e-01 +2.0733e-02
24 +3.859907182e+08 +3.859907182e+08 +3.859904634e+08 +3.859904634e+08 +6.1832e-02 -7.9002e-02 +4.3357e-01 +3.6421e-01 -2.5612e-02 +2.1796e-01 +3.9779e-02 +7.4056e-01 +8.6288e-02 +2.2059e-01 +7.5836e-01 +3.4534e-01 -5.1367e-01 -2.8571e-02 -4.6038e-01 -3.4048e-01 +2.7390e-03 -7.6623e-01 +4.1491e-01 +2.7491e-01
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.412924665e+08 +2.412924665e+08 +2.412925231e+08 +2.412925231e+08 -8.2017e-01 -7.4144e-02 -2.9061e-02 +1.3945e-01 +5.8410e-02 -2.8444e-01 -9.4997e-02 -3.8934e-01 -3.7474e-01 -7.2356e-01 -9.4330e-03 +6.4539e-01 -2.2082e-01 +3.2049e-02 -1.2655e-01 -2.2632e-01 -5.6409e-01 +3.2359e-01 +1.7578e-01 +5.4949e-02
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.964984918e+08 +1.964984918e+08 +1.964984737e+08 +1.964984737e+08 -1.8916e-01 -7.6500e-01 +3.0594e-01 +1.9034e-01 -6.2048e-01 +1.7618e-02 -7.0408e-02 -1.4279e-02 -3.6259e-01 -6.3424e-01 +3.6029e-01 +3.2671e-01 +6.2014e-01 +4.4045e-04 -3.3099e-01 -2.9089e-01 -1.7624e-01 -6.6329e-02 -2.7705e-01 -6.1626e-02
