% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.887117045e+01 +1.887117045e+01 +2.574117045e+01 +2.574117045e+01 +2.3778e-01 -4.3339e-01 +1.7976e-01 +1.6653e-01 -4.0214e-02 -1.0085e-01 -6.4494e-01 -5.6265e-01 -4.0338e-01 -3.5177e-01 +2.4782e-02 +3.8496e-01 -5.7370e-02 -2.2854e-01 -4.9492e-01 -2.1777e-01 -1.5155e-01 -8.3769e-01 -2.1750e-01 -2.7610e-01
5 +1.073178395e+01 +1.073178395e+01 +1.760178395e+01 +1.760178395e+01 +2.5257e-01 -2.7030e-01 +1.8007e-01 -1.7587e-01 -4.9034e-01 +4.8850e-01 -5.0484e-01 -5.7767e-01 -2.1137e-01 +2.5796e-01 -5.6058e-01 +6.8946e-01 +1.4565e-01 -8.8835e-01 -5.7243e-01 -2.8397e-01 +3.8485e-01 -1.4198e-01 -5.5825e-01 +1.2681e-01
11 +7.907303531e+00 +7.907303531e+00 +1.477730353e+01 +1.477730353e+01 +6.0436e-01 +4.4980e-01 -7.1322e-02 -3.5258e-01 -4.9893e-01 +6.1673e-01 -3.9614e-01 -6.1642e-01 +5.1873e-01 +4.2851e-02 +7.5073e-01 +6.0237e-01 +5.1565e-01 -3.1696e-02 +4.5613e-01 -7.0051e-01 -7.3676e-01 +4.3806e-02 +3.4075e-01 -1.9417e-01
86 +5.145700533e+00 +5.145700533e+00 +1.201570053e+01 +1.201570053e+01 -2.8957e-01 +8.2236e-01 +5.9226e-01 +6.4715e-02 +1.8189e-01 -3.0204e-01 +2.8309e-02 +1.8689e-01 -6.9151e-03 -7.2343e-01 +3.0439e-01 -5.9615e-01 -6.2872e-02 -5.4659e-01 +9.3242e-01 -6.5738e-01 -5.0986e-02 +4.7407e-01 -2.3091e-01 -6.0082e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.327923285e+01 +1.327923285e+01 +1.328923285e+01 +1.328923285e+01 -3.3334e-01 +4.8908e-01 -3.0400e-01 +6.7312e-01 -1.8541e-01 +2.1409e-01 +3.3530e-01 -2.2838e-01 +1.7716e-01 -6.9773e-01 -2.4735e-02 -1.0594e-01 +1.5549e-01 +3.6141e-01 +5.7893e-01 -4.8165e-02 -2.0876e-01 -1.7957e-01 +9.1309e-02 -1.7273e-02
21 +5.082957973e+00 +5.082957973e+00 +5.092957973e+00 +5.092957973e+00 +2.5492e-01 -4.7037e-01 +8.6851e-01 -2.8434e-01 -9.2843e-01 +3.5420e-01 +4.5892e-01 -2.7158e-01 +2.8487e-01 +4.0054e-01 +1.5943e-01 +3.3088e-01 +7.5569e-01 +1.2726e-01 +2.0210e-01 -5.6212e-01 -4.9798e-02 -5.0632e-01 -2.2395e-01 -4.5237e-01
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.236347616e+01 +1.236347616e+01 -1.182465238e+02 -1.182465238e+02 -1.1138e-01 -7.0751e-01 +7.0378e-02 +1.4197e-01 +3.5564e-01 +1.6748e-01 +1.1210e-01 -1.9897e-01 +1.2164e-01 -3.2104e-01 +3.8087e-01 -6.5827e-01 -2.2268e-01 -3.7366e-02 +1.8012e-01 +3.2770e-01 -2.1136e-01 +4.6905e-01 -3.6269e-01 +2.8338e-01
9 +8.151277100e+00 +8.151277100e+00 -1.224587229e+02 -1.224587229e+02 +1.5414e-01 +1.8765e-01 -2.8233e-02 +1.6505e-01 +3.5202e-01 -3.7783e-01 -2.0357e-01 +5.1672e-01 -8.5392e-02 +2.4493e-01 +4.5213e-02 -2.2660e-01 -4.3020e-01 +2.4642e-01 -3.3761e-01 +5.1080e-01 +8.0366e-01 -3.8602e-02 -2.7548e-01 -1.7876e-01
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.455831188e+01 +1.455831188e+01 -2.085616881e+02 -2.085616881e+02 -2.6701e-01 +2.4161e-02 +4.2226e-01 +1.2056e-01 +3.7506e-01 -5.8075e-01 +3.6809e-01 -8.6555e-01 -9.0404e-01 -2.8157e-01 -2.5749e-01 -7.0112e-02 -3.2891e-01 -2.1425e-01 +2.7659e-01 +1.8529e-01 +4.7143e-01 +3.0005e-01 +4.5781e-01 +8.7777e-01
2 +8.878470978e+00 +8.878470978e+00 -2.142415290e+02 -2.142415290e+02 -5.9370e-01 +9.3977e-02 +2.4920e-02 +6.4168e-02 +3.1923e-02 +1.4530e-01 -3.1303e-01 +4.0482e-01 +1.6135e-01 +1.3693e-01 +4.0853e-01 +3.1076e-01 -6.4972e-01 +6.7331e-01 -3.5927e-01 +7.8124e-01 -5.1822e-01 +8.2178e-01 -7.5804e-02 -5.8139e-01
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.580822390e+01 +1.580822390e+01 -2.862177610e+01 -2.862177610e+01 +2.8191e-01 +2.8137e-02 -1.2383e-02 +1.2830e-01 -2.3071e-01 -1.8832e-01 +4.5331e-01 +9.9635e-03 +5.9013e-01 -7.2427e-02 -2.7890e-01 -7.0629e-01 +6.7824e-02 -5.9837e-02 +6.8291e-01 +4.2724e-01 +4.0557e-01 +6.1998e-01 +2.0247e-02 -9.5363e-01
13 +9.712244687e+00 +9.712244687e+00 -3.471775531e+01 -3.471775531e+01 +2.8182e-01 +9.0869e-02 +3.8193e-01 +2.5054e-01 +3.7069e-01 -4.5164e-01 +2.5844e-01 -5.3662e-01 -5.9259e-01 -3.0502e-01 -5.8887e-01 -1.8055e-01 -3.5515e-01 +3.5788e-01 -6.5947e-01 +3.2332e-01 -9.3492e-02 +5.7703e-02 -1.7016e-01 -3.3914e-01
87 +4.718593057e+00 +4.718593057e+00 -3.971140694e+01 -3.971140694e+01 +1.5083e-01 -7.9189e-01 +7.8323e-01 -8.5513e-02 -5.1154e-01 +2.7110e-02 -2.8633e-01 -2.1020e-01 +4.9421e-01 -7.3749e-02 +5.3581e-01 -8.3118e-01 +4.1460e-01 -3.7388e-02 -7.8909e-01 -2.1805e-01 +7.2869e-02 -4.4863e-01 +1.3531e-01 -5.3239e-01
% function evaluation | noise-free fitness - Fopt (1.994000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.105961927e+01 +1.105961927e+01 +3.099961927e+01 +3.099961927e+01 -8.0709e-02 +1.4034e-01 +5.7882e-01 +5.1186e-02 +6.1566e-01 +2.3624e-01 -7.8604e-01 -2.5210e-03 +2.7337e-01 -5.0434e-01 +3.9148e-01 -4.5248e-04 -6.4191e-01 +3.3308e-01 -8.5728e-02 -3.7144e-01 -7.2815e-02 +2.6747e-01 +2.8021e-01 +4.1407e-01
7 +7.756721793e+00 +7.756721793e+00 +2.769672179e+01 +2.769672179e+01 +1.0938e-03 +5.3837e-01 -2.3420e-01 -3.0602e-01 +4.5857e-01 +6.1138e-01 -4.1673e-02 -2.1866e-01 -2.6792e-01 +1.7083e-01 -7.5880e-02 -9.6800e-02 -8.0644e-01 +3.9657e-01 -6.4146e-01 +1.4779e-02 -1.6482e-01 +9.0181e-02 +5.3896e-01 -2.6808e-01
51 +5.386745101e+00 +5.386745101e+00 +2.532674510e+01 +2.532674510e+01 +2.4189e-01 -3.7777e-02 +1.4193e-01 -3.2640e-01 -4.3508e-01 +7.6077e-01 +1.3317e-01 -4.1392e-01 -7.5264e-01 -3.2610e-02 +4.9288e-01 +2.9030e-01 -5.1492e-01 +6.5744e-02 -4.4470e-01 -1.6865e-01 +6.0959e-01 +9.9284e-02 +1.7154e-01 -3.9168e-01
% function evaluation | noise-free fitness - Fopt (2.047400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.154024985e+01 +1.154024985e+01 +2.162802499e+02 +2.162802499e+02 -5.6901e-01 -3.2512e-01 -7.0786e-02 -1.6236e-01 -6.0122e-01 -8.6113e-02 +4.2675e-01 -4.0803e-01 -8.7341e-01 -5.3156e-02 -9.5969e-01 -2.7816e-01 +1.9319e-01 -3.3015e-01 +5.2673e-01 +9.7155e-02 +4.5832e-01 -3.4835e-01 -4.0991e-01 +4.5644e-02
5 +9.575636291e+00 +9.575636291e+00 +2.143156363e+02 +2.143156363e+02 -4.0305e-01 +2.6533e-02 +7.8621e-01 -5.0075e-01 -5.9662e-01 -3.4839e-01 +3.1089e-01 -3.2280e-01 -3.6977e-01 +1.2181e-01 -5.7104e-01 -2.2188e-01 +1.0317e-02 -8.6936e-01 -7.3099e-01 -4.5515e-01 +7.2523e-01 -8.1730e-02 -2.5258e-01 -2.1576e-01
91 +5.751546975e+00 +5.751546975e+00 +2.104915470e+02 +2.104915470e+02 -6.8529e-02 -3.1556e-01 -1.3826e-01 -1.7662e-01 -2.7847e-01 -8.2873e-02 -3.4750e-02 +3.4583e-02 +4.3694e-01 -4.9164e-01 +1.1550e-01 +6.4522e-01 -6.6960e-02 +3.2371e-02 +2.3348e-01 +8.9362e-01 +3.9941e-01 +2.8504e-01 -1.1376e-01 +5.8714e-03
% function evaluation | noise-free fitness - Fopt (-3.887700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.203044545e+00 +7.203044545e+00 -3.815669555e+02 -3.815669555e+02 -4.4463e-01 +3.8776e-01 +5.4363e-01 -3.0148e-01 +5.2099e-01 +1.1421e-01 +2.2257e-01 +2.5599e-01 +5.8375e-01 +2.3094e-01 -3.1132e-01 +5.1844e-01 +1.5645e-01 +5.0018e-02 +9.9626e-02 +3.3204e-01 -3.4338e-01 +2.0276e-01 -2.8296e-01 +3.0756e-01
45 +4.728330801e+00 +4.728330801e+00 -3.840416692e+02 -3.840416692e+02 -3.9844e-01 -5.2977e-01 +2.3326e-02 +1.6420e-01 +3.7152e-02 -7.8462e-01 -3.4471e-01 -3.0363e-02 +4.2800e-01 -2.2357e-01 -1.5318e-01 +2.4152e-01 -7.5116e-01 -4.3948e-01 +1.9231e-01 -6.2864e-03 -1.0855e-01 +3.4622e-02 +6.6506e-01 -9.3310e-01
% function evaluation | noise-free fitness - Fopt (-1.918000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.311213371e+01 +1.311213371e+01 -6.067866294e+00 -6.067866294e+00 +2.8530e-01 +8.1828e-01 -2.4937e-02 -3.2875e-01 +4.3643e-01 -6.2310e-01 -6.1482e-02 -7.5446e-03 +5.2698e-01 +8.1413e-01 +1.6740e-01 +5.2673e-01 -3.1452e-01 -2.8210e-02 -4.9721e-02 -7.0527e-02 -1.6792e-01 -2.2958e-01 +3.0326e-01 +4.4692e-02
11 +6.610060886e+00 +6.610060886e+00 -1.256993911e+01 -1.256993911e+01 -4.6612e-03 -8.5889e-01 +7.3519e-02 +6.4440e-02 -3.1632e-01 +3.7220e-01 +7.4953e-02 -4.5763e-01 -1.3813e-02 -2.6005e-01 -7.3677e-01 -5.4730e-01 +3.6782e-01 +1.0579e-01 +5.3153e-03 +3.3169e-01 -8.1546e-01 +3.2988e-02 -1.4116e-01 -4.1366e-01
14 +4.706488188e+00 +4.706488188e+00 -1.447351181e+01 -1.447351181e+01 -1.3057e-01 -2.1814e-01 +1.6043e-01 +2.9945e-02 +3.9021e-02 -4.9576e-01 +4.4756e-02 -7.4893e-01 +3.4814e-01 +6.3168e-01 +3.8586e-02 +3.9303e-01 -1.3879e-01 +5.3460e-01 -1.9452e-01 -3.6430e-01 -3.4024e-01 +3.9431e-01 +1.0678e-01 -3.6144e-02
% function evaluation | noise-free fitness - Fopt (-3.724500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.002982512e+00 +8.002982512e+00 -3.644470175e+02 -3.644470175e+02 +4.9724e-02 -1.5297e-01 +2.5274e-01 -1.8937e-01 -5.3366e-02 +5.7455e-02 +5.7155e-01 -6.3953e-01 +1.4344e-01 +4.1787e-01 +7.9551e-02 +2.6180e-01 -1.1114e-01 -2.5146e-01 +1.5893e-01 +2.6795e-02 +6.3770e-01 +1.2214e-01 +3.2603e-01 -2.3150e-01
72 +5.627489095e+00 +5.627489095e+00 -3.668225109e+02 -3.668225109e+02 -6.2260e-01 +4.1546e-01 -4.1255e-01 -2.9703e-01 -4.6997e-01 +2.4260e-01 +4.5207e-01 -1.0004e-01 +1.8254e-01 +8.6425e-02 -4.8811e-01 -8.0447e-01 +5.3967e-01 +2.1110e-01 +5.5939e-01 +4.7405e-01 -4.2677e-01 +4.9342e-01 -1.9763e-01 +3.3554e-01
% function evaluation | noise-free fitness - Fopt (8.450000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.929362540e+01 +1.929362540e+01 +2.774362540e+01 +2.774362540e+01 -4.0813e-01 +3.7565e-01 -3.7888e-01 +3.0341e-01 -5.4024e-01 +5.5336e-01 +3.4246e-01 -7.9000e-01 +7.8553e-01 -5.5568e-01 -4.5359e-01 +1.0463e-01 -6.5633e-01 +1.0549e-01 +4.1839e-01 -6.9916e-01 -8.3982e-02 -1.9890e-01 -2.8339e-01 -2.8246e-01
2 +1.514773207e+01 +1.514773207e+01 +2.359773207e+01 +2.359773207e+01 -1.4157e-01 +2.1173e-01 -8.5862e-01 +4.3281e-01 -2.5833e-01 -8.3282e-02 +8.1907e-01 +7.9724e-01 -5.1752e-01 +2.1720e-01 -3.4816e-01 +1.4643e-01 -2.2839e-01 -2.3891e-02 -6.9859e-01 -3.1410e-01 +5.8903e-01 -6.4508e-02 +1.6081e-01 -2.6374e-01
3 +4.958793249e+00 +4.958793249e+00 +1.340879325e+01 +1.340879325e+01 -7.5630e-01 +5.5300e-02 -3.2236e-01 +3.9367e-01 -7.6671e-02 -3.5938e-01 -4.5979e-01 +4.3952e-01 +6.2436e-01 -1.0750e-01 -2.5512e-01 +7.1579e-01 -7.0463e-01 -2.7147e-01 +6.9695e-01 +4.0438e-01 +1.6239e-01 -1.3644e-01 -2.4539e-01 +8.1478e-02
51 +3.321263445e+00 +3.321263445e+00 +1.177126345e+01 +1.177126345e+01 +2.5345e-01 -3.8778e-01 -1.0691e-01 -2.0769e-01 +3.1186e-01 +7.5307e-01 -3.3691e-01 -8.3045e-01 +2.0476e-01 +6.8160e-01 -2.0490e-01 +2.1512e-01 -1.8827e-01 -6.0448e-01 +3.1440e-01 +5.7280e-02 -4.2396e-01 +3.2819e-02 +1.6160e-01 +3.3373e-01
% function evaluation | noise-free fitness - Fopt (1.184000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.352713152e+00 +6.352713152e+00 +1.819271315e+01 +1.819271315e+01 +7.2566e-01 -8.2163e-01 -4.8571e-01 +3.9014e-02 +4.6338e-01 -3.2404e-01 -2.4751e-01 -7.8429e-01 -2.6819e-01 +4.9181e-01 +8.4622e-01 -4.1949e-01 -3.4499e-01 +2.7766e-01 -3.0092e-01 -1.4146e-01 +5.8436e-01 -4.5888e-02 +1.7675e-02 -3.8011e-01
