% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.804230405e+03 +1.804230405e+03 +1.928060405e+03 +1.928060405e+03 +2.1453e-01 +4.2926e-01 -6.6421e-01 +4.8712e-01 +1.5762e-01 +2.1230e-01 -1.6339e-01 -7.3316e-01 -4.6543e-01 +2.2921e-02 -8.2708e-01 +5.6343e-01 +8.0411e-01 +5.7802e-01 +8.0986e-01 +2.8842e-01 +1.5937e-01 -7.2908e-02 -2.6592e-01 -1.2740e-01
2 +9.221852448e+02 +9.221852448e+02 +1.046015245e+03 +1.046015245e+03 -2.7771e-01 -1.7784e-01 +2.7928e-02 +7.3714e-01 +5.0177e-01 +3.4858e-01 +1.2853e-01 -1.0127e-01 -6.7069e-01 +1.5615e-01 +4.3252e-02 +5.2416e-01 -1.7547e-02 +3.0716e-01 -3.0829e-01 -8.1547e-01 +5.6811e-01 -1.5988e-01 +2.6897e-01 +3.4363e-01
3 +5.381241932e+02 +5.381241932e+02 +6.619541932e+02 +6.619541932e+02 +1.2466e-01 -1.5883e-01 -1.4067e-01 -3.5063e-01 -2.5287e-01 +3.4686e-01 +6.7369e-02 -5.8728e-01 +1.4638e-01 +2.2298e-01 +3.8892e-01 +3.4271e-01 +8.9260e-02 +8.5076e-01 +9.4739e-03 -1.7128e-01 +2.7480e-01 -3.3093e-01 +3.3807e-02 +1.3108e-01
11 +3.756093848e+02 +3.756093848e+02 +4.994393848e+02 +4.994393848e+02 -4.8192e-01 +8.8343e-01 -9.0123e-02 +4.5448e-02 -6.7044e-01 -2.3641e-01 +3.0953e-01 +1.5903e-01 -5.6316e-01 +1.2501e-01 +4.5994e-01 -1.9065e-02 +2.8735e-01 -2.3953e-01 +2.6680e-01 +2.9941e-01 +1.2528e-01 +1.5637e-01 -3.0703e-01 +1.6288e-02
42 +2.472706911e+02 +2.472706911e+02 +3.711006911e+02 +3.711006911e+02 -1.3197e-01 -2.3358e-02 +6.7561e-02 +8.3140e-02 -2.7587e-01 +2.6087e-01 -3.1049e-01 +2.0906e-01 +4.2172e-01 -1.3697e-01 +3.4780e-03 +1.6023e-01 +1.1959e-01 -1.2048e-01 -1.7061e-01 -1.7689e-01 -2.2571e-01 -7.1000e-01 +1.5703e-02 +2.1964e-01
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.666457741e+02 +9.666457741e+02 +1.014155774e+03 +1.014155774e+03 -5.5103e-01 -8.1975e-01 -6.5445e-01 +3.7350e-01 -6.0115e-01 -1.1190e-01 +2.1334e-01 +4.4127e-01 +8.6356e-02 -4.3507e-01 +2.9084e-01 -1.4050e-01 +3.6649e-02 +1.3649e-01 +5.2529e-02 -7.2106e-01 -3.0813e-01 -1.5723e-02 +1.7624e-01 -3.5948e-01
2 +5.829528148e+02 +5.829528148e+02 +6.304628148e+02 +6.304628148e+02 +2.5416e-01 +2.9962e-03 -2.5028e-01 -5.6677e-01 +1.2757e-01 -2.1175e-01 +2.0794e-01 -6.7260e-01 -9.4796e-02 +8.5406e-01 +7.5920e-02 +1.9671e-01 -1.5949e-02 -2.8364e-01 +5.9295e-01 -9.9909e-02 -8.2667e-02 -3.1989e-01 +4.4174e-01 +5.3958e-01
14 +3.882215185e+02 +3.882215185e+02 +4.357315185e+02 +4.357315185e+02 +4.7675e-01 +8.1444e-02 -2.0176e-01 +4.3087e-01 +6.8349e-02 -1.2531e-01 -7.3116e-02 +1.6373e-01 -9.4636e-03 -7.3041e-02 -2.4739e-01 -3.5841e-01 -6.0169e-01 +6.0643e-01 -3.5343e-01 +3.6949e-01 -1.5315e-01 +5.2915e-02 +4.2619e-01 -2.3949e-01
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.567377378e+02 +3.567377378e+02 +4.120777378e+02 +4.120777378e+02 -2.2222e-01 +4.0688e-01 -4.3371e-01 +1.5308e-01 -2.9954e-01 +2.8479e-02 +4.6100e-01 +7.2404e-01 -1.9044e-01 +2.6207e-02 -4.0484e-01 -2.1101e-01 -6.5546e-02 -3.3912e-01 +5.0401e-01 +1.7573e-01 +1.6213e-01 -6.2862e-01 -2.5221e-01 +4.0451e-01
100 +2.378141097e+02 +2.378141097e+02 +2.931541097e+02 +2.931541097e+02 -4.6324e-01 +3.3539e-01 +6.8401e-01 +1.6337e-02 -1.6472e-01 -1.1368e-02 -2.3941e-01 +3.1246e-01 +2.0419e-01 -3.9436e-01 -6.4462e-01 +1.1221e-01 +2.1256e-01 +1.1332e-01 -4.4558e-02 +1.9771e-01 -3.1740e-01 +2.6357e-02 -1.3624e-01 +9.2903e-02
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.048301095e+02 +8.048301095e+02 +7.145001095e+02 +7.145001095e+02 +7.5491e-01 +6.2440e-01 -7.9364e-03 +2.0776e-01 -8.6952e-02 +2.3514e-01 +1.3452e-01 -6.6001e-01 +1.0958e-01 -3.6457e-02 -1.7991e-01 +2.7350e-01 +1.1189e-01 -2.3873e-02 +8.5929e-02 -6.4759e-01 +4.8136e-01 -2.5235e-01 -7.3946e-01 -5.6519e-01
