% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.483291717e+02 +3.483291717e+02 +4.509391717e+02 +4.509391717e+02 +5.0728e-01 +5.4511e-01 +3.2061e-01 +5.6747e-01 +1.7377e-01 -7.3188e-02 +5.4388e-01 -3.8110e-02 +4.5842e-01 +2.1443e-01 +5.4836e-02 +3.3937e-01 -2.7805e-01 -4.7498e-01 -6.4740e-02 -3.5936e-01 -2.0337e-01 -3.9755e-01 -6.2779e-02 +4.7244e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.484185463e+02 +3.484185463e+02 +4.417185463e+02 +4.417185463e+02 +5.9995e-02 -4.8392e-01 +1.0748e-01 +6.1658e-02 -5.6906e-01 +1.0935e-01 +6.9284e-02 +6.5298e-01 -8.2376e-01 +7.0138e-01 +3.1626e-01 -6.6379e-01 +8.0411e-02 -1.1697e-01 +2.7257e-01 +1.5876e-01 -3.5362e-01 -1.3239e-01 +9.8004e-01 +8.4618e-02
58 +2.315840440e+02 +2.315840440e+02 +3.248840440e+02 +3.248840440e+02 +3.5902e-01 -2.0609e-01 -2.7387e-01 -5.6550e-01 +4.0135e-01 -7.1426e-01 +6.2298e-02 +6.9771e-02 -2.1411e-01 +2.7614e-01 +4.2113e-02 -6.2047e-01 -3.1635e-01 +1.2094e-01 +8.0703e-01 +5.5254e-01 +1.9701e-01 -2.4327e-01 +6.5178e-01 -8.8837e-01
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.765956487e+02 +2.765956487e+02 +2.902356487e+02 +2.902356487e+02 +3.3721e-02 +8.2886e-02 -5.6608e-01 +2.3133e-01 +1.3037e-01 -5.8092e-01 +5.9417e-01 +4.6760e-02 +2.9793e-01 +6.2645e-02 -6.9502e-01 -7.5368e-01 -2.5805e-01 +1.6855e-01 -5.4263e-01 -4.6773e-01 +4.1071e-01 -2.8331e-01 -6.7103e-01 +2.1373e-01
100 +2.454836466e+02 +2.454836466e+02 +2.591236466e+02 +2.591236466e+02 -6.2649e-01 +8.9540e-02 -2.4916e-01 -2.2979e-01 -2.5120e-01 +6.0220e-01 -6.2215e-01 +4.1146e-01 -1.9672e-01 +7.7623e-01 -1.0788e-01 -6.8899e-01 -6.5569e-01 -7.6780e-02 +4.4461e-02 +8.6318e-02 +4.3904e-01 +3.8403e-01 -3.3521e-01 -4.5879e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.770306804e+02 +3.770306804e+02 +5.718306804e+02 +5.718306804e+02 +5.0639e-02 +2.4993e-01 -4.1877e-01 +3.5538e-02 +2.3604e-01 -9.1837e-01 -7.8597e-01 -2.4137e-01 +5.2935e-02 +3.7405e-01 +6.8968e-01 +7.3795e-01 -2.7783e-01 -1.1034e-01 -5.6901e-01 -4.5974e-01 +4.8905e-02 -4.0998e-01 +4.4594e-01 +6.3439e-01
85 +2.377190382e+02 +2.377190382e+02 +4.325190382e+02 +4.325190382e+02 -4.9451e-01 +6.3127e-01 +6.1356e-01 -1.2115e-01 -2.1729e-01 +3.3005e-01 +2.4075e-01 -1.7908e-01 +4.6218e-01 -8.2921e-01 -5.9074e-01 +1.7772e-01 +5.0569e-01 +5.7844e-01 +1.7183e-01 +8.7579e-01 +8.6140e-02 -3.5238e-01 +4.2365e-01 +4.1232e-01
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.517939005e+02 +3.517939005e+02 +2.182039005e+02 +2.182039005e+02 +2.0906e-01 -6.8318e-01 +2.4816e-01 -4.4434e-01 +4.4868e-02 -9.7177e-01 +3.5474e-01 -1.4846e-01 -1.7082e-01 -1.7463e-01 +3.4195e-02 +7.2904e-03 +2.1105e-01 -2.5161e-01 -2.5429e-01 +1.8362e-01 +8.0546e-01 +5.3773e-01 -1.5602e-01 -2.7477e-01
39 +2.436410140e+02 +2.436410140e+02 +1.100510140e+02 +1.100510140e+02 -5.2110e-01 -7.5230e-02 +6.7860e-01 -3.3820e-01 -9.1066e-02 -8.6223e-02 +7.0876e-01 -3.6159e-01 +8.8533e-02 -2.2581e-01 -1.5510e-01 -3.1677e-01 +8.7664e-01 -1.6978e-01 -3.6642e-01 +2.4705e-01 +3.5343e-01 -7.6887e-01 +1.5212e-02 -6.2624e-01
% function evaluation | noise-free fitness - Fopt (-8.468100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.684103245e+02 +3.684103245e+02 -4.783996755e+02 -4.783996755e+02 -4.1010e-01 +2.0217e-01 +5.4405e-01 -1.5954e-01 -7.3632e-01 +7.3953e-01 +5.9418e-01 -1.0451e-01 -1.6420e-01 +1.0294e-02 +3.3569e-01 -1.3168e-01 +3.7028e-02 -2.0328e-01 -2.0067e-01 -3.8622e-01 -7.8543e-02 -3.8733e-02 -3.3423e-01 +1.5955e-01
24 +2.242464005e+02 +2.242464005e+02 -6.225635995e+02 -6.225635995e+02 -1.1274e-01 -9.3314e-02 +4.0687e-01 -2.4793e-01 +6.3663e-01 -1.0875e-01 +4.4002e-01 -8.1707e-01 -6.1524e-01 -2.3285e-01 -4.8710e-01 -2.3963e-01 -7.7224e-01 +7.2771e-02 +4.8512e-02 -7.7416e-02 +8.1909e-01 -1.6653e-01 -4.5602e-01 -1.3831e-01
% function evaluation | noise-free fitness - Fopt (1.363000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.146940148e+02 +3.146940148e+02 +3.283240148e+02 +3.283240148e+02 +3.6078e-01 -2.0608e-01 +9.4984e-02 -7.5281e-01 -4.7644e-02 +2.3986e-01 +3.0350e-01 +7.0804e-01 +2.8973e-01 -3.1300e-01 -3.3320e-01 -8.3611e-01 -2.0205e-01 -3.5629e-01 -9.2579e-02 -1.7892e-01 -4.2084e-02 -1.3282e-01 +2.4516e-01 -2.9130e-01
43 +2.136892076e+02 +2.136892076e+02 +2.273192076e+02 +2.273192076e+02 -1.8722e-01 -3.4974e-01 +5.4735e-01 -1.3997e-01 +6.6620e-02 +3.1568e-01 -3.3106e-01 -5.6741e-02 +3.7999e-01 +5.1815e-02 +2.9135e-01 +2.0389e-01 -4.0506e-01 +8.6123e-01 +3.9978e-01 +9.1631e-02 +3.8721e-03 -4.1631e-01 -3.7040e-01 -7.2688e-02
% function evaluation | noise-free fitness - Fopt (-3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.945558993e+02 +2.945558993e+02 +2.573758993e+02 +2.573758993e+02 -1.3645e-01 +1.0016e-01 +2.7018e-01 -3.6673e-01 -5.0772e-01 +2.1796e-01 +3.4076e-01 -4.1663e-01 +1.5460e-01 +7.3553e-02 -6.0876e-01 -5.1640e-02 +1.5136e-01 -6.2585e-02 -2.1874e-01 -2.0405e-01 +5.9472e-01 -1.1531e-01 -5.9558e-01 -1.8051e-01
52 +2.423207116e+02 +2.423207116e+02 +2.051407116e+02 +2.051407116e+02 +2.2316e-01 -1.4124e-01 +5.5143e-01 +2.6858e-01 +5.8582e-01 -6.6085e-01 -4.9607e-01 +3.0557e-01 +6.2051e-01 +1.4611e-01 -4.0227e-01 -8.0360e-01 -3.1579e-01 -3.3665e-01 -3.0812e-01 +6.5019e-01 +6.6136e-01 +4.2065e-01 +1.5902e-01 -5.0210e-01
% function evaluation | noise-free fitness - Fopt (2.275200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.423590775e+02 +3.423590775e+02 +5.698790775e+02 +5.698790775e+02 -8.8078e-02 -1.7773e-01 +5.6069e-01 +5.5931e-02 -9.0063e-02 +4.2509e-01 +4.1511e-01 +2.5901e-01 +9.3845e-01 -1.3339e-01 +3.8209e-01 -5.7015e-01 +1.4473e-01 +1.2641e-01 -1.4035e-01 +7.5971e-02 -6.6727e-01 +2.4794e-02 -1.8980e-01 -6.0376e-01
32 +2.425203341e+02 +2.425203341e+02 +4.700403341e+02 +4.700403341e+02 -7.5048e-02 -9.3621e-02 -2.6976e-01 +2.6348e-01 -7.1039e-03 -2.1322e-01 +3.6601e-01 +4.7110e-02 -7.0232e-01 +1.2832e-01 -8.4821e-01 +5.0961e-01 -5.9945e-01 +6.2089e-01 +2.4313e-01 -4.1005e-01 -3.4701e-01 +8.4818e-02 +2.5509e-01 +2.2908e-01
% function evaluation | noise-free fitness - Fopt (6.370000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.302037981e+02 +3.302037981e+02 +3.365737981e+02 +3.365737981e+02 +5.5602e-01 +6.4448e-01 +3.3249e-01 -7.5837e-01 +5.0511e-02 +2.6248e-01 +6.1077e-01 -2.0917e-02 +5.2145e-02 -3.2517e-01 -4.4936e-01 -7.1332e-01 +1.0351e-01 +3.6083e-01 +3.6404e-01 +4.9050e-02 -1.9639e-01 -4.0890e-02 +8.3845e-01 +5.0821e-01
86 +2.449257877e+02 +2.449257877e+02 +2.512957877e+02 +2.512957877e+02 +5.3142e-01 +1.1518e-01 +1.8295e-01 -1.9344e-01 +7.5780e-01 -2.0784e-02 -3.2697e-01 -6.7317e-03 +2.6894e-01 +5.3920e-01 -3.7671e-01 +5.3430e-01 +2.9473e-01 -4.6222e-01 -1.3213e-01 +1.7666e-01 -4.0434e-01 -1.2115e-01 +1.2754e-01 -2.3506e-01
% function evaluation | noise-free fitness - Fopt (-1.082600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.932266082e+02 +2.932266082e+02 +1.849666082e+02 +1.849666082e+02 +3.1241e-01 -4.1668e-01 -1.7074e-01 +3.5196e-01 +5.9446e-01 +1.8985e-02 -6.1976e-01 +2.4024e-01 +4.3749e-01 -5.1517e-01 +4.8970e-01 +5.0213e-01 -8.8464e-02 -2.8106e-01 -3.3297e-01 -3.7344e-01 -2.0671e-01 +1.8876e-02 +1.7650e-01 -4.7577e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
