% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.976785200e+02 +2.976785200e+02 +2.807385200e+02 +2.807385200e+02 +9.1152e-01 -6.9047e-01 +2.3282e-01 +5.6488e-01 +1.0443e-01 -6.9972e-01 -4.2599e-01 +7.2186e-01 -2.7954e-01 -3.2345e-01 -1.0004e-01 +1.5075e-01 +2.2521e-01 +1.3262e-01 -2.7860e-03 -8.2193e-01 -3.5488e-01 -3.6142e-01 +3.1542e-01 -2.5554e-01
2 +2.379449449e+02 +2.379449449e+02 +2.210049449e+02 +2.210049449e+02 +2.9541e-01 +4.0037e-01 +7.5009e-01 -5.3328e-02 -4.6280e-02 -2.9265e-01 -2.1484e-02 +5.0278e-01 +5.3706e-01 -2.0251e-02 -3.7937e-02 -2.7999e-01 -7.0054e-01 +3.1714e-01 +5.8589e-02 -5.2300e-01 -6.2592e-01 +7.8320e-01 +2.9502e-01 +1.0488e-01
5 +1.519332062e+02 +1.519332062e+02 +1.349932062e+02 +1.349932062e+02 +1.9753e-02 -2.5718e-01 -3.2106e-01 -4.2088e-01 +8.8420e-02 -4.9982e-01 -1.3632e-01 +8.9092e-02 +4.9229e-01 -3.8253e-01 -1.5157e-01 -1.7663e-01 +4.3327e-01 -4.8451e-01 +4.3081e-01 +5.8942e-01 +5.9857e-01 -1.5368e-01 +6.9196e-01 -4.4092e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.415586036e+01 +6.415586036e+01 +8.296586036e+01 +8.296586036e+01 +3.0365e-01 -3.9965e-01 -2.5314e-01 -1.0990e-01 +7.0077e-01 -8.6578e-02 +2.6699e-01 +3.0969e-01 +8.7699e-01 -2.7591e-01 -4.3092e-01 +6.3941e-01 +4.4539e-01 -4.2885e-02 +4.0933e-01 +7.4997e-01 +8.0725e-01 -5.2598e-01 -1.2852e-01 +2.0494e-01
5 +6.242937274e+01 +6.242937274e+01 +8.123937274e+01 +8.123937274e+01 +2.8245e-01 +2.9615e-01 +5.0397e-01 +4.1005e-01 +1.0839e-01 -2.3840e-01 +5.5613e-02 -1.7164e-01 -8.8143e-01 -3.5678e-01 +7.4355e-01 -4.3005e-01 +9.3901e-03 -2.2398e-01 +2.3987e-01 -1.0923e-01 -3.7147e-01 +1.1198e-01 -2.1036e-01 +6.9125e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.985854157e+02 +1.985854157e+02 +4.717354157e+02 +4.717354157e+02 -2.0012e-01 -2.7821e-01 -1.1974e-01 -4.6078e-01 -1.9058e-01 -1.5976e-01 -4.5849e-01 -7.2292e-01 +2.4352e-01 +5.3249e-01 +9.3173e-03 +3.3452e-01 +2.9535e-01 +6.1335e-02 -6.3221e-01 -3.2462e-01 +1.3681e-01 +1.8654e-01 +5.8974e-01 +5.5437e-02
12 +1.570980343e+02 +1.570980343e+02 +4.302480343e+02 +4.302480343e+02 -6.6135e-01 -1.2350e-02 +3.7254e-01 +2.0079e-02 +1.5659e-01 +1.4605e-01 -4.3829e-01 +5.4699e-01 +2.5035e-01 -5.4888e-01 +3.9494e-01 +5.7138e-01 +8.0933e-01 +6.3011e-01 -8.4868e-01 -2.8171e-01 +4.7135e-01 +7.2948e-01 +7.4969e-01 -6.4967e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
