% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.764709858e+03 +1.764709858e+03 +1.857649858e+03 +1.857649858e+03 -5.0155e-01 -4.9143e-01 -7.9852e-01 +4.5141e-01 -8.1571e-01 +1.9923e-01 +3.6415e-02 -2.6846e-01 -1.3844e-02 -1.8043e-01 -1.6875e-01 +3.4728e-01 -6.1944e-01 +8.0626e-01 -3.7862e-01 -3.2456e-01 +8.2964e-01 -7.9921e-01 -6.3776e-02 +6.4524e-01
16 +1.541126649e+03 +1.541126649e+03 +1.634066649e+03 +1.634066649e+03 -4.1530e-02 +4.9688e-01 +2.0516e-01 -3.6814e-01 +1.4457e-01 +2.7217e-01 -7.5860e-01 -8.9233e-01 +3.1949e-01 -7.7285e-03 -3.2780e-02 -1.3613e-01 -2.3736e-01 +2.1162e-01 -3.4899e-01 +1.7542e-01 +2.6844e-01 -4.1679e-01 +2.1632e-01 -1.8280e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.707308234e+03 +2.707308234e+03 +2.742658234e+03 +2.742658234e+03 +1.8469e-01 -5.8848e-01 +1.2985e-01 -3.4364e-01 -3.0153e-01 +8.4606e-01 -1.1011e-01 +8.2577e-01 -6.0491e-01 +2.2458e-01 +2.0861e-01 +2.5027e-01 -2.5937e-01 +4.8280e-01 +8.0717e-01 -6.0041e-01 +2.7414e-01 -8.6075e-01 +2.8024e-01 -4.6626e-01
11 +2.412470079e+03 +2.412470079e+03 +2.447820079e+03 +2.447820079e+03 -2.3757e-01 -3.3085e-01 -5.4365e-01 +6.5570e-02 +1.8729e-01 -3.1254e-01 +6.1311e-01 +7.0327e-01 +2.2321e-01 +1.0423e-01 +3.0120e-01 -6.5827e-01 +4.7760e-01 -2.2283e-01 -9.0630e-02 -8.6644e-01 -1.3476e-01 -2.4484e-01 -1.1729e-02 -1.5117e-01
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.734638715e+02 +8.734638715e+02 +8.772838715e+02 +8.772838715e+02 -6.7183e-01 -4.0871e-01 +5.6394e-03 +4.4775e-01 +9.3840e-01 -2.0025e-01 +4.6543e-02 +9.6010e-02 +4.4585e-01 -7.0680e-01 -7.5763e-02 -7.5827e-01 +5.4011e-01 -3.6032e-01 +4.5874e-01 -2.5907e-01 +1.6594e-01 -2.0603e-01 -2.8097e-02 +5.5194e-01
46 +6.038596203e+02 +6.038596203e+02 +6.076796203e+02 +6.076796203e+02 -3.7548e-01 +2.8014e-01 -5.8025e-03 -6.3683e-01 +3.8345e-01 +4.2707e-01 -7.7329e-01 -6.8344e-01 -5.1099e-01 +6.8054e-02 +3.5033e-01 -5.2331e-01 +2.0217e-01 -6.6597e-01 +6.8675e-01 -1.8742e-01 -6.1377e-02 -2.2174e-01 +3.6830e-01 -1.3352e-01
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.269985618e+03 +1.269985618e+03 +1.291735618e+03 +1.291735618e+03 -1.2163e-01 +7.5656e-02 -2.3188e-01 -1.7704e-01 -1.9054e-01 +2.9865e-01 +8.2679e-02 +6.5843e-01 +8.6937e-01 -5.4605e-01 +3.9894e-01 -6.8989e-01 +2.3252e-01 -9.0499e-01 -2.8837e-01 +4.1246e-01 +1.4134e-01 +3.6392e-01 -6.3014e-01 -6.0567e-01
30 +9.891721108e+02 +9.891721108e+02 +1.010922111e+03 +1.010922111e+03 -9.5155e-02 -9.0142e-01 -1.0360e-01 +3.1922e-01 +5.1056e-03 +5.2915e-02 -5.0749e-02 -4.6882e-02 +2.6827e-02 -1.3666e-02 +5.4207e-02 +3.6334e-01 -1.5795e-02 +4.1237e-01 -2.8894e-01 +8.5374e-02 -1.2534e-01 -3.1689e-02 -4.6917e-01 -4.0415e-01
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.849971817e+02 +8.849971817e+02 +9.497871817e+02 +9.497871817e+02 +4.4195e-01 +2.8501e-01 -2.0511e-01 -1.8015e-01 +2.7668e-01 -7.8642e-02 +4.7950e-01 +4.8175e-01 -2.7041e-03 +3.6324e-01 -6.2370e-02 -1.5404e-02 -5.9536e-01 -9.0313e-02 +7.8067e-02 -3.9866e-01 +5.9882e-01 -1.8993e-02 -4.8394e-02 +2.9567e-02
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.827691392e+02 +7.827691392e+02 -2.172308608e+02 -2.172308608e+02 +3.7659e-01 -9.3789e-02 +4.1513e-02 +4.4119e-01 +6.1595e-03 +6.8807e-02 +6.2888e-01 -5.6719e-01 -3.1441e-02 -8.3773e-02 -3.3617e-02 +2.8004e-01 +6.7626e-01 -2.6739e-01 -4.2017e-01 -1.4730e-01 -1.7192e-02 +1.2445e-01 +2.0051e-01 -7.1133e-02
