% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.963892546e+06 +3.963892546e+06 +3.963837606e+06 +3.963837606e+06 -2.1453e-01 +2.8176e-01 -3.0075e-01 -6.2881e-01 -2.3354e-02 -3.3261e-01 +2.2337e-01 -3.8578e-01 -1.3020e-01 -2.0696e-01 -4.1101e-01 -3.8657e-01 +7.1793e-01 -4.8412e-01 -3.8046e-01 +6.8234e-01 -2.2900e-02 +1.8020e-01 -1.8203e-01 +1.4488e-01
17 +2.157320576e+06 +2.157320576e+06 +2.157265636e+06 +2.157265636e+06 -8.8055e-01 +1.1823e-01 -1.8260e-02 +3.1393e-01 +1.3020e-01 +4.2322e-01 -4.0138e-02 +2.4379e-01 -7.5258e-01 +1.3986e-01 -3.8425e-01 -7.2566e-01 -1.0476e-01 -1.3297e-01 -7.1592e-01 +5.4633e-01 +2.6155e-01 +8.2227e-01 -4.5609e-01 -5.7997e-01
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.171114069e+06 +2.171114069e+06 +2.171173199e+06 +2.171173199e+06 +3.9014e-01 +4.4615e-01 +4.1311e-01 -7.0725e-01 -2.1380e-01 -7.2554e-01 -5.3674e-01 +3.1652e-01 +4.4719e-01 -7.8664e-01 +6.1549e-02 -2.7842e-01 +1.1881e-01 +6.3464e-01 -2.0611e-01 -3.5645e-01 -3.0889e-01 -4.0724e-01 -7.3008e-01 +2.9508e-01
31 +1.497253954e+06 +1.497253954e+06 +1.497313084e+06 +1.497313084e+06 -4.2804e-01 +3.2239e-01 -7.2682e-01 +4.9818e-01 +2.9327e-01 -1.6671e-01 -6.1609e-01 +2.6116e-01 -3.8813e-01 -2.3764e-01 +1.5312e-01 +4.2495e-01 -3.9903e-01 -5.0435e-02 -6.8074e-01 +6.8864e-01 +4.2644e-01 +2.3923e-01 -1.9925e-01 +2.8828e-01
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.973985962e+06 +1.973985962e+06 +1.973494432e+06 +1.973494432e+06 -5.6042e-01 -3.0954e-02 +2.5506e-01 +3.6222e-01 +1.6715e-01 +5.2612e-01 +2.5179e-01 +8.2161e-01 -1.6002e-01 -2.4404e-01 +9.0942e-01 +7.2732e-01 +2.7762e-01 +2.4982e-01 -2.3698e-02 -7.4351e-02 +1.4768e-01 -2.3340e-01 +5.1393e-01 +5.5301e-01
3 +1.550329379e+06 +1.550329379e+06 +1.549837849e+06 +1.549837849e+06 +7.9910e-01 +2.5924e-01 -6.4929e-01 +3.4732e-01 -8.9192e-02 -4.5702e-01 +5.4939e-01 -5.8930e-01 +5.7797e-02 -6.4834e-01 -2.3183e-02 +2.4134e-01 -4.1432e-01 -3.9930e-02 +3.4436e-02 -7.7053e-01 -4.9544e-02 -3.0914e-01 -2.5167e-01 -5.6441e-01
13 +9.781936339e+05 +9.781936339e+05 +9.777021039e+05 +9.777021039e+05 -5.9022e-01 -1.8847e-03 -4.8184e-01 -2.2264e-01 -3.9106e-02 -8.5927e-01 +8.6163e-02 -3.2477e-01 -5.7661e-01 +3.0395e-02 +2.0305e-01 +1.9802e-02 -6.8165e-01 +4.3886e-01 -5.5284e-01 -1.2430e-01 +1.0752e-01 -2.7786e-01 +2.2457e-01 +2.7111e-01
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.008869693e+07 +1.008869693e+07 +1.008852673e+07 +1.008852673e+07 +5.6490e-01 -2.5401e-01 -6.6905e-01 +3.5335e-01 +8.1479e-02 -2.4966e-01 -9.6528e-02 -3.4003e-01 -2.8475e-01 -7.2471e-01 -9.4706e-02 -1.8796e-01 -3.8235e-01 +3.3678e-01 +3.3319e-02 +3.7208e-01 -2.6089e-01 -2.5349e-01 -2.3216e-01 -2.6622e-01
3 +9.914409410e+06 +9.914409410e+06 +9.914239210e+06 +9.914239210e+06 +2.7687e-01 +4.1253e-01 -2.4981e-01 +2.8374e-01 -3.8133e-01 -6.5005e-01 +5.1883e-01 +4.5294e-01 -4.6184e-01 +4.3660e-01 -3.6695e-01 +5.1666e-01 -8.4872e-02 +4.0059e-01 -4.1855e-02 -1.9413e-01 +2.0726e-01 -1.7051e-01 +2.5209e-01 +1.7633e-01
40 +5.781805732e+06 +5.781805732e+06 +5.781635532e+06 +5.781635532e+06 +5.8926e-01 -3.2749e-01 -9.1143e-01 +5.4649e-01 +8.8749e-01 -6.1305e-01 +5.9134e-01 +6.2214e-01 +3.0624e-01 +7.5383e-01 +1.0203e-01 +3.7115e-01 -2.0243e-01 -2.3888e-01 +2.8347e-01 +2.5261e-01 -5.2304e-02 +3.8213e-01 +7.5145e-01 +6.6859e-01
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.020815986e+07 +1.020815986e+07 +1.020769011e+07 +1.020769011e+07 -5.2163e-01 -4.6166e-01 -1.7089e-01 -2.8417e-01 +6.0783e-01 +3.1870e-01 +1.6950e-01 -3.2094e-02 -6.4002e-01 +3.9649e-01 -1.8060e-01 -7.3377e-01 -6.0290e-01 +3.3166e-01 +5.7773e-01 +5.0091e-02 -5.9676e-01 -3.0323e-01 -2.8793e-01 -2.4445e-01
2 +9.128007623e+06 +9.128007623e+06 +9.127537873e+06 +9.127537873e+06 -3.9015e-02 -7.2502e-01 -2.9617e-01 +1.3242e-01 -5.9702e-01 -8.5779e-01 -4.9817e-01 -4.2957e-01 -3.3841e-01 +1.6873e-01 +1.8365e-02 +1.6038e-02 +1.1219e-03 +5.3447e-01 +7.3338e-01 +3.6265e-01 +4.9220e-01 +6.9957e-01 +1.7354e-01 +4.1167e-01
34 +5.797952118e+06 +5.797952118e+06 +5.797482368e+06 +5.797482368e+06 +1.8483e-02 +2.7095e-01 +3.9660e-01 -4.3278e-01 -4.3087e-01 +7.0315e-02 +2.1471e-02 +5.1073e-01 +2.6744e-03 +1.0068e-01 -2.5120e-01 -2.3245e-01 +3.8120e-01 -8.3321e-01 -7.9056e-01 +5.5998e-01 -2.7986e-01 +4.4846e-01 -2.9945e-01 -5.9247e-01
% function evaluation | noise-free fitness - Fopt (1.999100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.834694791e+06 +1.834694791e+06 +1.834894701e+06 +1.834894701e+06 -3.1881e-01 -3.6989e-02 -1.0143e-01 +1.5723e-01 -1.2150e-02 -7.5828e-01 -3.9327e-01 -6.6712e-01 -2.4438e-02 +7.5585e-03 -8.0602e-02 -1.1606e-01 -6.7880e-01 -2.4395e-01 +8.1603e-02 -5.3289e-01 +2.9793e-01 +1.9935e-01 -2.5774e-01 +9.9710e-02
2 +1.137092754e+06 +1.137092754e+06 +1.137292664e+06 +1.137292664e+06 +6.3511e-01 -3.9814e-01 -2.0853e-02 +2.2143e-01 -1.0474e-01 +8.3568e-02 +2.3230e-01 -2.3570e-01 -3.5608e-02 +1.8473e-01 -6.7609e-01 -3.3643e-01 -7.5522e-01 +6.5089e-01 +5.5925e-01 -2.4592e-01 -2.4348e-01 -2.1572e-01 -3.2556e-01 +4.1882e-01
