% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.421970603e+01 +4.421970603e+01 -8.130293967e+00 -8.130293967e+00 +2.8704e-01 -1.5732e-01 +2.6349e-01 -3.0543e-01 +5.7028e-01 +4.8233e-01 +1.7312e-01 +2.9019e-01 -2.4485e-01 +8.6831e-01 +5.1785e-01 -1.0500e-01 -3.8662e-01 -3.5351e-01 -5.3804e-01 -5.5085e-01 -6.1233e-01 +3.4353e-01 -6.4341e-02 +1.9439e-01
2 +3.423257833e+01 +3.423257833e+01 -1.811742167e+01 -1.811742167e+01 +3.1956e-01 -7.0194e-01 +3.8620e-01 +2.4416e-01 -3.7468e-01 +6.9317e-01 -1.2795e-01 -3.5212e-01 -3.9809e-01 -3.9854e-02 +3.1508e-01 +4.1989e-02 +2.8177e-01 +6.2747e-02 -7.2050e-02 +9.3873e-01 -3.6754e-01 -2.1106e-01 -5.0869e-02 -3.5245e-01
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.297904493e+01 +5.297904493e+01 -1.265609551e+02 -1.265609551e+02 +2.2589e-01 -3.4219e-01 -3.9660e-01 -4.8045e-01 +1.2785e-01 -1.5084e-01 -2.2871e-01 +4.3276e-01 -3.2157e-01 +4.6079e-01 +1.5131e-01 -3.8971e-03 -2.2227e-02 +5.8559e-01 +7.7933e-01 -4.3806e-01 -2.6651e-01 +1.3680e-01 +4.5568e-01 -3.0861e-01
22 +3.808259992e+01 +3.808259992e+01 -1.414574001e+02 -1.414574001e+02 -6.0283e-01 +2.8349e-01 -5.5457e-02 +2.2097e-01 +9.1552e-01 +9.0327e-01 -4.0218e-01 -3.4841e-01 -3.5409e-01 +4.6406e-02 -2.4110e-01 +4.9569e-01 +4.9816e-01 -1.5774e-02 +3.9577e-01 -1.1450e-01 -3.4679e-01 +2.4138e-01 +6.2853e-01 +1.8780e-01
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.091302875e+01 +2.091302875e+01 +9.822302875e+01 +9.822302875e+01 +4.9675e-01 -5.8267e-02 -4.2916e-01 -4.4701e-01 -2.3125e-01 -2.4230e-01 -3.7677e-01 -6.2637e-01 -9.8323e-02 +5.5872e-02 +5.8875e-01 -3.8897e-01 -1.6020e-01 +5.8403e-01 +1.1589e-01 +7.6162e-01 +5.1579e-01 -8.3243e-02 -1.2502e-01 +5.4732e-01
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.132220537e+01 +7.132220537e+01 +1.112422054e+02 +1.112422054e+02 -4.9018e-01 -7.3475e-01 -3.4902e-01 -6.9269e-01 +6.1459e-01 +4.0543e-01 +5.2639e-01 +6.9393e-01 -2.4388e-01 +4.3434e-01 -2.5426e-01 -6.6073e-01 -4.6656e-01 +4.1410e-01 -6.9682e-01 +4.8640e-01 -5.9302e-01 -4.1527e-01 +1.7404e-01 +7.1057e-02
5 +5.006149431e+01 +5.006149431e+01 +8.998149431e+01 +8.998149431e+01 -2.4637e-01 -1.0653e-01 -2.6276e-02 +2.3148e-01 -7.6495e-01 +6.0225e-01 +6.9499e-01 +5.0098e-01 +8.2719e-01 -9.9267e-02 -4.4271e-01 +3.2363e-01 -3.2516e-01 +2.4755e-01 -6.2755e-01 -6.1672e-01 +6.8432e-02 -4.6334e-01 -2.7655e-01 -3.0000e-01
