% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.381480576e+02 +6.381480576e+02 +1.760580576e+02 +1.760580576e+02 -5.7960e-01 +3.2439e-01 +4.0645e-01 -9.3808e-02 -1.3721e-01 +4.7982e-01 +3.3899e-01 +2.7899e-01 +8.0222e-01 -1.0247e-01 -5.5669e-01 -4.6823e-01 +1.5496e-01 +1.1431e-01 -4.6735e-01 +1.0744e-01 -2.2813e-01 +6.2309e-01 +1.0902e-01 +1.8432e-01
3 +6.101841480e+02 +6.101841480e+02 +1.480941480e+02 +1.480941480e+02 -2.1008e-01 +7.4143e-01 +1.7135e-01 +3.6204e-02 +6.6481e-01 +1.7264e-01 -4.8382e-01 +6.8164e-02 -3.0536e-04 +6.5211e-02 +6.8496e-01 -3.0244e-02 -6.3075e-01 +1.5879e-01 -4.0232e-01 -7.4646e-01 +2.9675e-02 +5.6621e-01 -3.5586e-03 -1.1009e-02
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.955101429e+02 +6.955101429e+02 +7.731701429e+02 +7.731701429e+02 +6.4054e-01 -4.9736e-01 +3.1219e-01 +3.0540e-01 +5.9427e-01 +1.3156e-01 -1.1048e-01 +1.6247e-01 +2.6188e-01 -4.6943e-01 -5.0857e-01 -1.3120e-01 -1.4162e-01 -7.2249e-02 -9.6516e-01 -2.3953e-01 -3.5744e-01 +2.9180e-02 +9.6485e-01 +7.9315e-01
2 +6.204728606e+02 +6.204728606e+02 +6.981328606e+02 +6.981328606e+02 -3.0592e-01 -1.8954e-02 +1.6388e-01 +7.6755e-01 +8.4094e-01 +2.3419e-01 +1.3119e-01 -7.6903e-01 -2.8539e-01 +7.7548e-01 +5.2190e-01 -1.5029e-01 -3.2966e-01 -2.1515e-01 +7.0795e-01 +7.3556e-01 +2.5787e-01 +3.6283e-01 -3.5363e-01 +2.1138e-01
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.876709329e+02 +7.876709329e+02 +9.033509329e+02 +9.033509329e+02 +3.7845e-01 +2.7328e-01 +3.1601e-01 -4.5442e-01 -6.7794e-01 +6.4795e-01 +4.1317e-02 +3.9442e-01 -5.7727e-02 +6.2255e-01 -1.8231e-01 +1.9252e-01 -8.7761e-02 -8.4244e-01 -8.6890e-01 +6.3404e-01 +1.1947e-01 +6.1002e-01 -9.1146e-01 -6.0764e-01
24 +6.081631053e+02 +6.081631053e+02 +7.238431053e+02 +7.238431053e+02 -7.6787e-02 -2.7500e-01 -4.4011e-01 -4.8483e-01 -4.1686e-02 +5.2014e-01 -7.3838e-03 +5.9425e-01 +1.0443e-01 -4.4265e-02 +2.4114e-01 +3.5933e-01 +1.7733e-01 +5.0347e-01 +5.7651e-01 -6.9337e-01 -8.5733e-01 +5.5454e-01 +9.5300e-01 +3.7058e-02
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.833930452e+02 +7.833930452e+02 +7.796830452e+02 +7.796830452e+02 -4.5178e-01 +4.0210e-01 +7.8906e-02 -1.7823e-01 -3.0272e-02 -2.4727e-01 -2.2509e-01 -2.2879e-01 -1.6378e-01 +2.1198e-01 -4.9231e-01 -4.8195e-01 +8.6977e-01 -1.2911e-02 -3.6800e-01 -2.7697e-01 +3.2189e-01 +5.3085e-01 -6.3108e-01 +1.7219e-01
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.701064350e+02 +5.701064350e+02 +7.022864350e+02 +7.022864350e+02 +1.8234e-01 +3.6662e-02 +6.6464e-01 +4.1726e-01 -5.9552e-01 +6.9307e-01 -1.7195e-02 +2.4071e-01 +5.4848e-01 -8.1724e-01 -3.7126e-01 +6.3157e-01 +1.9501e-01 +1.9911e-01 +4.5655e-01 +8.6642e-01 +3.4113e-02 +3.6070e-01 +9.5232e-02 -6.8472e-03
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.314693017e+02 +8.314693017e+02 +7.897293017e+02 +7.897293017e+02 -1.1268e-01 +5.1286e-01 +5.6922e-01 +3.7968e-01 +4.9070e-01 -3.0190e-02 +4.7178e-04 -3.9845e-01 +1.1985e-01 +2.2998e-01 -1.0584e-01 +3.2708e-01 -4.0419e-01 +5.2617e-02 +2.1812e-01 -2.5486e-01 -6.8379e-01 -7.4603e-01 -3.8121e-01 -1.2403e-01
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.239953686e+02 +6.239953686e+02 +1.291353686e+02 +1.291353686e+02 +5.9811e-01 -3.9181e-01 +5.6344e-02 -8.6370e-02 -5.9322e-01 -9.8419e-02 +3.1375e-01 +6.8106e-01 -1.9681e-01 -3.4440e-02 -2.6571e-01 +3.9525e-02 +2.7089e-02 +6.0233e-01 +7.3874e-01 +3.7521e-01 +3.5412e-01 +5.0460e-03 -3.1954e-01 +1.9752e-01
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.026040552e+02 +6.026040552e+02 +9.510040552e+02 +9.510040552e+02 +6.8105e-01 +2.9192e-01 -5.0562e-01 -7.5691e-01 +2.4227e-01 +7.2990e-01 -1.0232e-01 -4.9266e-01 -7.1038e-02 +3.5013e-01 -3.2474e-01 +4.8395e-01 -6.5086e-01 +1.1477e-01 +3.9058e-01 +5.7178e-01 +6.3897e-01 -8.0824e-02 +2.8180e-01 +4.8102e-01
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.239935775e+02 +6.239935775e+02 +6.277635775e+02 +6.277635775e+02 -2.8248e-02 -2.0841e-01 +2.8409e-01 +4.7600e-01 +3.5021e-01 -1.8513e-01 +2.0645e-02 +1.1276e-01 +2.4231e-01 -3.5579e-01 -1.2717e-01 -2.0057e-01 +5.2389e-01 +6.1543e-01 -3.7138e-01 +7.1060e-02 +2.3281e-01 -2.9566e-01 +6.4289e-02 +4.0208e-02
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.024453088e+02 +6.024453088e+02 +6.401453088e+02 +6.401453088e+02 +3.5871e-01 +3.9253e-01 -2.4483e-01 -1.2125e-01 +3.4898e-01 +2.3610e-02 -8.4843e-02 -1.7524e-01 -2.1212e-01 +2.8335e-02 +4.3184e-01 -4.6317e-01 +5.6499e-01 -1.8048e-01 +4.8304e-01 +9.4039e-01 +6.0287e-01 +6.0911e-02 -6.4050e-01 -7.3325e-01
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.716585205e+02 +5.716585205e+02 +1.267348520e+03 +1.267348520e+03 -1.6350e-02 +3.3135e-01 +5.2379e-02 +9.9993e-02 +6.7262e-01 -7.6724e-02 -2.0062e-01 +4.5479e-01 +1.4654e-01 +3.1695e-01 +3.7941e-01 -3.4239e-01 +4.3607e-01 -1.0651e-03 +7.5771e-02 -1.3643e-01 +7.1389e-01 -8.6814e-04 +3.1354e-01 -8.9196e-01
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.699614248e+02 +7.699614248e+02 +6.519314248e+02 +6.519314248e+02 -2.8290e-01 -6.0627e-01 +3.7546e-02 -2.0364e-01 -3.5214e-01 +1.4095e-01 -1.7805e-03 -4.9891e-02 -2.1976e-01 +2.0756e-01 -8.7581e-01 +4.3476e-01 +2.6432e-01 -4.6169e-02 -2.4507e-01 -4.4384e-01 -2.1881e-01 +6.3219e-01 -6.8100e-01 +4.0363e-01
3 +5.562706383e+02 +5.562706383e+02 +4.382406383e+02 +4.382406383e+02 +6.2728e-01 -4.2774e-01 +5.3020e-02 +2.6692e-01 -7.7304e-02 +1.6886e-01 +2.9139e-01 +7.8666e-01 +2.2470e-01 +2.3355e-01 +2.9446e-01 -4.5012e-01 -4.2117e-01 -4.5302e-01 +1.2838e-01 +3.3316e-01 +4.4579e-01 +6.4388e-01 -1.3715e-01 -1.9145e-01
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
