% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.274466638e+04 +1.274466638e+04 +1.219816638e+04 +1.219816638e+04 +3.3537e-02 -7.4888e-01 +1.5280e-02 -3.1926e-01 -3.5858e-01 +4.0847e-01 +4.8626e-01 -5.6600e-01 -2.0651e-01 -1.4085e-01 +7.4637e-01 -6.9501e-02 +3.1393e-01 -2.6504e-01 -6.5919e-01 -3.7778e-02 -2.1702e-02 -5.4750e-01 -2.6647e-01 +3.0282e-01
52 +5.896393891e+03 +5.896393891e+03 +5.349893891e+03 +5.349893891e+03 -3.5486e-01 +2.1823e-01 -2.9687e-02 -2.7745e-01 -7.6370e-01 +3.4467e-02 -3.4843e-01 +4.6790e-01 -2.7190e-01 +1.7250e-01 +1.6132e-01 +3.6584e-01 +2.8321e-02 -6.7877e-01 +2.0830e-01 +4.2566e-02 +4.2155e-01 -7.5273e-02 -4.7459e-01 +8.1535e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.178524672e+04 +2.178524672e+04 +2.278524672e+04 +2.278524672e+04 +4.9545e-01 -1.8478e-01 -1.9841e-01 -7.2840e-01 -2.8412e-01 +2.9019e-02 +1.4999e-01 +8.1661e-01 +2.5063e-01 -5.5187e-01 -9.1807e-02 +2.1491e-02 -2.3680e-01 +4.7227e-01 -9.4493e-02 -1.4003e-01 -2.3390e-01 -5.4653e-02 +7.5588e-01 +5.4682e-01
2 +1.462144620e+04 +1.462144620e+04 +1.562144620e+04 +1.562144620e+04 -6.1546e-02 +5.0034e-01 +4.3007e-01 +5.7010e-02 -3.9563e-01 +4.6428e-01 +1.6349e-01 +5.9638e-01 -2.8581e-01 -1.9522e-01 -2.6236e-01 -5.8086e-01 -8.5322e-02 +3.3369e-01 +1.0034e-01 -5.1566e-01 -5.4767e-01 -3.9188e-01 +1.7889e-01 +1.1982e-02
44 +8.834420245e+03 +8.834420245e+03 +9.834420245e+03 +9.834420245e+03 -5.4122e-01 +2.4297e-01 -3.6884e-01 +2.3088e-02 +5.2982e-01 +1.0502e-01 +5.4379e-01 -8.0907e-01 -7.2338e-02 -7.0099e-02 +4.3690e-01 -6.5155e-01 +4.0268e-01 -1.9574e-01 -2.9966e-01 +3.6330e-02 -5.9894e-01 -7.9797e-01 -1.7315e-02 +3.6527e-01
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.869031980e+04 +1.869031980e+04 +1.889869980e+04 +1.889869980e+04 +4.4142e-02 -3.6124e-01 -2.4387e-01 -3.8576e-01 +5.5243e-02 -5.6891e-02 -2.3519e-01 -3.5838e-01 -3.3192e-01 +8.9748e-01 +5.6513e-01 +3.3806e-01 +4.3213e-01 +1.4998e-01 +4.4440e-01 +5.7383e-02 -9.4553e-01 +4.7137e-01 +4.9602e-01 +1.7744e-01
3 +8.342622321e+03 +8.342622321e+03 +8.551002321e+03 +8.551002321e+03 -6.7636e-01 +4.6675e-01 -7.0978e-02 +4.2927e-01 +4.5282e-01 +8.3653e-02 +1.4201e-01 +1.2542e-03 +4.6152e-01 +3.8153e-01 -3.4439e-01 +6.8780e-01 -2.4860e-01 -6.0304e-01 +1.2752e-01 -4.8657e-01 +2.6278e-01 -1.3547e-01 +5.2205e-01 +3.1188e-01
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.465761788e+04 +1.465761788e+04 +1.451265788e+04 +1.451265788e+04 -3.7681e-02 +7.4215e-02 +4.9191e-01 +5.9193e-01 +6.2630e-01 -1.5829e-02 -6.6991e-01 -3.1135e-02 +3.2949e-01 +8.8604e-02 +1.9471e-01 +4.6973e-01 -6.2246e-01 -2.8561e-01 -3.2832e-01 +7.6980e-01 -1.6317e-01 +1.5561e-01 +6.6037e-01 -6.7598e-02
21 +8.793884574e+03 +8.793884574e+03 +8.648924574e+03 +8.648924574e+03 -1.7807e-01 +2.9406e-01 -5.1574e-01 +1.2807e-01 -6.1260e-03 +6.5971e-01 +1.8249e-01 -6.7088e-01 -3.1474e-01 -2.3663e-01 -1.2331e-01 +5.8559e-01 -6.1504e-01 +2.9364e-01 +3.0555e-01 +3.2522e-01 -8.3531e-01 +2.3108e-01 +3.6277e-01 -5.6743e-01
98 +3.224103078e+03 +3.224103078e+03 +3.079143078e+03 +3.079143078e+03 +1.5272e-01 -2.9104e-01 +5.6526e-01 +5.2821e-01 -7.7753e-01 +3.2025e-01 -7.2252e-01 -2.3206e-01 -3.7641e-01 -1.3196e-01 +5.8132e-01 +4.4386e-01 -1.6338e-01 +6.5881e-01 +2.7583e-01 +3.1245e-01 -1.7673e-01 -4.6276e-01 +5.9881e-01 -9.0029e-01
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.577360508e+04 +1.577360508e+04 +1.576730508e+04 +1.576730508e+04 +6.7886e-01 -8.7395e-03 -5.0283e-01 +1.0734e-02 +1.9756e-01 +5.7079e-02 -3.2289e-02 +4.7097e-01 -9.4964e-02 +3.8808e-02 +3.4147e-01 +1.5993e-01 -4.6077e-02 +3.1646e-01 +6.2197e-01 +6.5388e-03 +5.8042e-01 -7.3708e-01 -2.4962e-01 -4.1041e-01
32 +9.055134623e+03 +9.055134623e+03 +9.048834623e+03 +9.048834623e+03 -2.0074e-01 -2.6819e-01 -1.1509e-01 -1.5982e-01 -1.7277e-01 -5.2768e-01 +3.8157e-01 -7.0986e-01 +3.9907e-01 -1.1184e-01 -6.6796e-01 +4.3732e-02 -1.7236e-01 +5.4103e-01 +4.6262e-02 +4.8550e-01 -4.0219e-01 -3.2597e-01 -2.6877e-01 -1.5574e-02
59 +6.155519579e+03 +6.155519579e+03 +6.149219579e+03 +6.149219579e+03 +2.5236e-02 -2.5087e-01 +1.9014e-01 +2.2616e-01 -2.9667e-01 +3.7304e-02 -4.5508e-01 -9.2417e-01 -2.3306e-01 +5.7836e-01 -3.4932e-01 -2.1594e-01 +1.9230e-01 +2.1456e-01 -6.6474e-01 -4.9534e-01 -4.2062e-01 -6.9942e-01 -4.4305e-01 -9.2228e-01
% function evaluation | noise-free fitness - Fopt (-3.790000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.956973408e+04 +1.956973408e+04 +1.956594408e+04 +1.956594408e+04 -6.3893e-01 +4.2313e-02 -3.6042e-01 +2.0316e-01 -5.8902e-01 +6.9029e-01 -8.3304e-02 +2.2793e-01 -9.3136e-02 -1.4483e-01 -8.0525e-02 -3.5616e-01 -3.2018e-01 +2.3624e-01 +1.1896e-01 -5.5601e-03 +7.8346e-01 +2.0139e-01 +4.3203e-01 +1.5239e-01
3 +1.429942359e+04 +1.429942359e+04 +1.429563359e+04 +1.429563359e+04 +1.8150e-01 +2.4218e-01 -3.0964e-03 +1.4923e-01 -5.4668e-01 +2.2570e-01 -4.6317e-01 +2.8007e-01 +4.5889e-01 -7.9286e-01 -6.7727e-03 +6.6288e-01 -1.1917e-01 -5.7243e-01 -1.3637e-01 -3.1382e-02 -3.4813e-01 +1.4441e-01 -4.7657e-01 -8.3014e-01
12 +8.346889311e+03 +8.346889311e+03 +8.343099311e+03 +8.343099311e+03 -5.3753e-01 -6.1180e-01 -8.2590e-02 -6.9066e-01 -3.8901e-01 +7.5836e-01 -7.7547e-01 +1.2784e-01 -2.1763e-01 -4.9556e-01 -7.9961e-02 +2.5927e-01 -2.3932e-01 +3.0252e-01 +6.4766e-02 +1.1653e-01 +4.0358e-01 +1.4227e-01 -5.6639e-02 -6.9500e-01
% function evaluation | noise-free fitness - Fopt (-5.675000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.868418311e+04 +2.868418311e+04 +2.862743311e+04 +2.862743311e+04 +5.9365e-01 -5.0694e-01 -3.0798e-02 -2.9182e-02 -4.1418e-01 -6.0959e-01 -4.3628e-02 +4.3405e-01 +1.1596e-01 +3.2017e-02 +7.8784e-02 +4.6672e-01 +2.7859e-01 -5.6787e-02 +8.9265e-02 +5.7811e-01 -7.9603e-02 +5.3216e-01 -4.6889e-01 +5.3529e-01
2 +2.332632862e+04 +2.332632862e+04 +2.326957862e+04 +2.326957862e+04 +1.8726e-01 +2.6087e-01 -7.0638e-02 -6.2824e-01 +5.3969e-01 +9.8362e-03 +4.2339e-01 -2.5394e-01 +1.7648e-01 -2.6397e-01 +7.8760e-01 +7.2781e-01 +2.5795e-02 -8.3570e-01 +7.7485e-01 +6.2131e-01 -2.7687e-01 -1.5444e-01 +2.1626e-01 -5.6947e-01
6 +1.569821394e+04 +1.569821394e+04 +1.564146394e+04 +1.564146394e+04 +7.5033e-01 -1.0571e-01 +7.6796e-01 -1.0960e-01 -2.1489e-01 +3.6011e-01 +1.3025e-01 +3.2252e-01 -1.6910e-01 -1.7283e-02 -6.1375e-01 -1.3403e-01 +6.5002e-01 +4.2134e-01 -6.7872e-01 +1.1995e-01 +3.3380e-02 +4.4018e-01 -7.2698e-01 -7.5063e-01
34 +6.961684195e+03 +6.961684195e+03 +6.904934195e+03 +6.904934195e+03 +2.6247e-01 +2.2203e-01 +2.2365e-01 -3.6138e-01 -5.6727e-02 +5.2353e-01 -1.2539e-01 -5.6772e-01 +2.7748e-01 -4.1207e-02 +2.6348e-01 -1.0136e-01 +5.4918e-02 +4.2793e-01 +5.5168e-01 -2.8334e-01 +1.3671e-01 -3.9388e-01 -7.6374e-01 -5.9130e-02
% function evaluation | noise-free fitness - Fopt (-5.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.306077518e+04 +2.306077518e+04 +2.300097518e+04 +2.300097518e+04 -1.3602e-01 -2.0477e-01 -1.1733e-01 +5.1544e-02 +5.7030e-01 -3.6332e-01 +3.6250e-01 +7.0228e-01 -8.7931e-02 +6.9532e-01 -8.7444e-02 +9.0345e-02 +3.3226e-01 -1.4975e-01 +3.1812e-01 -4.0985e-01 -1.0372e-01 +1.6072e-01 +2.1309e-01 -1.4017e-01
2 +1.565505249e+04 +1.565505249e+04 +1.559525249e+04 +1.559525249e+04 +4.7866e-02 +8.0730e-01 -7.8649e-03 +4.0984e-01 +2.1539e-01 +2.2593e-02 -7.2761e-01 +1.6433e-01 +1.5529e-02 -1.9775e-02 +6.1826e-02 -1.2557e-01 +2.5473e-02 -1.1351e-01 +7.6446e-03 -3.8863e-01 +1.3849e-01 +3.6079e-01 -3.8413e-01 -8.7350e-02
70 +8.896295600e+03 +8.896295600e+03 +8.836495600e+03 +8.836495600e+03 -3.3602e-02 -1.0605e-01 +1.3129e-01 +1.1158e-02 -9.6711e-02 +3.9566e-01 +6.3463e-01 -7.2486e-01 +2.2146e-01 +2.7696e-01 -7.1555e-02 +1.0336e-01 -4.3291e-01 +7.5884e-01 -2.4124e-01 +5.7273e-01 -7.7535e-01 -1.5438e-01 +5.8570e-03 -7.1525e-01
% function evaluation | noise-free fitness - Fopt (1.155700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.421103641e+04 +2.421103641e+04 +2.432660641e+04 +2.432660641e+04 +9.6622e-02 +2.5375e-01 -1.4395e-01 -8.6802e-01 +3.5017e-01 +1.0655e-02 +1.3020e-01 +4.6963e-01 -5.2056e-01 +1.5204e-01 -2.6805e-01 +9.1891e-02 -2.2819e-01 -5.3128e-01 -4.7007e-01 -6.9717e-01 -1.6160e-01 +5.9669e-01 +1.8542e-02 +1.7027e-01
2 +1.364933009e+04 +1.364933009e+04 +1.376490009e+04 +1.376490009e+04 +2.5336e-02 -3.2355e-01 +3.8178e-01 -6.6264e-02 +6.5040e-01 -1.7248e-01 -1.9535e-01 -6.2033e-01 -3.4712e-01 -2.7570e-01 -9.3920e-01 +7.2215e-01 -2.0724e-01 -1.2345e-02 +4.1861e-02 +5.8228e-01 +2.3775e-02 -1.9244e-01 +6.3666e-02 +4.6081e-01
5 +5.137964110e+03 +5.137964110e+03 +5.253534110e+03 +5.253534110e+03 -1.9949e-01 +6.0136e-01 +3.9042e-01 +5.4939e-01 -3.1799e-01 -1.8098e-01 +4.6644e-02 +6.0824e-01 -3.5529e-01 +2.5137e-01 +3.9805e-01 -1.7918e-01 -4.0381e-02 +4.7152e-01 -7.4488e-01 +1.1471e-01 -6.1722e-01 -4.0648e-01 -3.8219e-01 +8.6915e-01
% function evaluation | noise-free fitness - Fopt (-3.912000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.014707671e+04 +1.014707671e+04 +1.010795671e+04 +1.010795671e+04 -4.3816e-02 +5.8005e-01 -7.5458e-02 +5.7757e-01 +2.2459e-01 -1.6395e-01 -3.2626e-01 -5.3660e-01 -3.2969e-01 +2.1575e-01 -1.1464e-02 +2.7359e-01 +4.5360e-01 -4.7564e-01 +6.6682e-01 +9.1592e-02 -6.8166e-02 +9.2523e-02 -3.6731e-01 +5.9885e-01
42 +9.526920844e+03 +9.526920844e+03 +9.487800844e+03 +9.487800844e+03 -2.5925e-02 -5.7871e-01 +8.0866e-01 -1.3843e-01 -8.4153e-01 -7.4867e-01 +4.5637e-03 -7.9991e-02 +7.9274e-01 -5.8069e-01 -8.1259e-01 +1.7661e-02 -1.5684e-02 +5.6717e-01 +3.1055e-01 -7.1795e-03 -5.7958e-01 -2.9168e-01 -6.7494e-01 +6.7850e-02
% function evaluation | noise-free fitness - Fopt (-8.801000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
