% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.868075310e+03 +1.868075310e+03 +1.961015310e+03 +1.961015310e+03 +6.2405e-02 +8.1595e-01 -3.2783e-01 +5.3281e-01 +1.7573e-01 +2.7012e-01 -7.1599e-03 +2.5937e-01 -7.3006e-01 +1.3309e-01 -1.1825e-01 +2.3424e-01 -1.5915e-01 +2.3767e-01 +9.2164e-01 -6.4495e-01 -3.2789e-01 -3.6347e-01 +1.0451e-01 -1.2518e-01
10 +1.564430585e+03 +1.564430585e+03 +1.657370585e+03 +1.657370585e+03 +8.0831e-01 -3.2692e-01 +5.7644e-01 -2.5178e-01 -9.5298e-02 +2.7017e-01 -1.6636e-01 -3.1190e-01 +4.8766e-01 -5.5395e-02 -4.3880e-01 +1.6959e-02 +7.1242e-01 +1.7618e-01 +2.3249e-02 -6.7985e-02 +8.3343e-02 +4.5175e-01 -5.9645e-01 -2.3597e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.564956706e+03 +2.564956706e+03 +2.600306706e+03 +2.600306706e+03 +6.6780e-01 -3.9777e-02 +4.9827e-01 -1.9260e-01 +3.2622e-01 +6.5078e-01 +2.8902e-01 +4.2691e-01 -6.1535e-02 +4.8852e-01 -6.1467e-01 +1.8140e-02 +3.1886e-01 -3.5441e-01 -3.9595e-01 -7.1912e-01 +7.1435e-01 -3.9632e-01 -4.3801e-01 -1.6991e-01
10 +2.278427133e+03 +2.278427133e+03 +2.313777133e+03 +2.313777133e+03 +1.9942e-02 -3.7067e-01 -1.3492e-01 -4.8132e-01 +3.0774e-01 -4.5116e-01 +4.9640e-01 -2.7420e-01 +1.1522e-01 -3.7489e-01 +2.8853e-01 -1.4819e-01 +4.6090e-01 +6.6516e-01 -3.2371e-01 +1.6174e-02 +3.1528e-02 -2.6217e-01 +4.4644e-01 -1.2987e-01
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.220203479e+02 +8.220203479e+02 +8.258403479e+02 +8.258403479e+02 +8.5319e-01 -7.3427e-02 -4.4368e-02 +4.8904e-01 -3.1343e-02 -4.3711e-02 +6.8910e-01 +1.0588e-01 -6.3379e-01 +8.7880e-01 -5.7417e-01 -4.8560e-02 +1.8727e-01 +1.0052e-01 +1.3231e-01 +6.8199e-01 -3.4583e-03 +6.3093e-01 -5.8575e-01 +2.2521e-01
3 +6.222570360e+02 +6.222570360e+02 +6.260770360e+02 +6.260770360e+02 +3.7652e-01 +4.1530e-01 +2.3934e-01 -3.8597e-01 -1.1456e-01 -5.1733e-02 +6.9828e-02 -1.2282e-01 -7.1417e-02 +3.9935e-02 -6.3704e-02 +5.2206e-01 +3.0499e-01 +4.8699e-02 +6.2506e-01 -1.7786e-01 +2.2836e-01 +1.8421e-01 +1.8351e-01 +6.1928e-02
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.359032591e+03 +1.359032591e+03 +1.380782591e+03 +1.380782591e+03 -5.5307e-01 -8.1382e-02 -1.5436e-02 -7.6780e-01 +2.6638e-01 +1.1647e-01 +3.7950e-01 +4.0820e-02 +2.8663e-01 -2.2004e-01 -5.0632e-01 +1.3325e-01 -1.1621e-01 +4.1662e-01 +1.5097e-01 +4.2508e-01 +1.9644e-01 -3.0325e-01 +5.3039e-01 +4.8748e-03
5 +9.808783712e+02 +9.808783712e+02 +1.002628371e+03 +1.002628371e+03 -2.1317e-02 -6.3948e-01 +5.3437e-03 +1.5950e-01 +8.4534e-01 -5.3732e-01 +7.1351e-01 -1.7367e-01 +9.2842e-02 -6.7790e-01 +4.8911e-01 +5.0496e-01 -6.2983e-02 +3.0889e-01 +3.3495e-01 -5.0977e-01 -5.4147e-01 +3.8692e-01 +2.6815e-02 -3.3947e-01
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
