% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.485140830e+03 +1.485140830e+03 +1.578080830e+03 +1.578080830e+03 -1.6643e-01 -4.2470e-01 +7.3015e-02 +2.0854e-01 -6.0191e-01 +3.5440e-01 +7.0075e-02 -4.5158e-01 +7.6855e-02 -1.4776e-01 -4.1768e-01 -7.6798e-01 +1.6251e-01 +2.0503e-01 +2.7362e-01 +3.8295e-01 -2.9833e-01 +7.2050e-01 -2.0182e-01 +2.0633e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.561416466e+03 +2.561416466e+03 +2.596766466e+03 +2.596766466e+03 +9.5755e-01 +3.2181e-01 -6.8964e-01 +9.3712e-03 +5.3003e-02 -6.2420e-02 -3.7407e-02 +1.2515e-01 -2.7895e-01 -2.7389e-01 -3.2420e-01 +3.3658e-02 +1.2002e-01 -3.8412e-01 -6.0694e-01 +7.5480e-01 -2.1885e-01 -8.4854e-02 +6.2840e-01 +2.7388e-01
2 +2.362050647e+03 +2.362050647e+03 +2.397400647e+03 +2.397400647e+03 +5.3886e-01 -7.9360e-02 -1.5409e-01 +3.6450e-01 -1.8036e-01 -2.9305e-01 -3.7496e-01 +5.7659e-01 +4.5108e-01 +5.9943e-03 -1.9488e-01 -1.3173e-02 -8.4907e-02 +7.7897e-02 +2.8411e-01 -6.1176e-01 +4.3445e-01 -8.7562e-01 +6.1986e-01 +5.0821e-01
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.661251480e+02 +7.661251480e+02 +7.699451480e+02 +7.699451480e+02 +5.5460e-01 -3.4589e-01 -5.0860e-01 -9.3304e-02 +3.3671e-01 -1.4116e-01 -2.4464e-01 +1.9224e-01 +6.2634e-01 +2.8991e-01 +6.3855e-01 +7.7241e-02 -8.4167e-01 +2.2626e-01 -5.5249e-01 +5.4646e-02 -3.5320e-01 +1.9452e-02 +2.5204e-02 +9.4549e-02
31 +5.245881623e+02 +5.245881623e+02 +5.284081623e+02 +5.284081623e+02 +2.4232e-01 +3.2080e-01 +4.9924e-01 +4.9784e-02 +1.6564e-01 +6.2732e-01 -3.2091e-01 +2.0852e-01 -9.0345e-01 -4.1468e-01 +2.5681e-01 +3.2709e-02 -5.9766e-02 -4.1229e-01 +5.5349e-01 +1.6674e-02 -2.3960e-01 -5.3122e-01 +6.7612e-01 +3.0561e-01
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.039068247e+03 +1.039068247e+03 +1.060818247e+03 +1.060818247e+03 -2.7948e-01 -6.3554e-01 +6.7239e-01 +6.5177e-01 -3.7915e-04 -1.5899e-01 +8.4082e-01 +7.7978e-02 -6.5882e-01 +1.9879e-01 -2.8923e-01 -2.3921e-01 +5.3643e-01 -7.5674e-01 -1.0388e-01 -1.8481e-01 -5.5808e-02 +9.0744e-02 +9.2601e-02 +6.6492e-02
5 +9.310706926e+02 +9.310706926e+02 +9.528206926e+02 +9.528206926e+02 +2.8619e-01 -1.8700e-01 -2.9262e-01 -4.1241e-01 -3.0807e-01 +4.3697e-02 +4.5089e-01 +6.1986e-02 -4.4690e-01 +5.2669e-01 +3.7967e-01 +1.4846e-01 +4.3309e-01 +5.9147e-01 +4.9972e-01 +1.9643e-01 -6.2067e-02 +2.3980e-01 -6.1241e-01 +6.7782e-02
