% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.755111526e+05 +4.755111526e+05 +4.755874226e+05 +4.755874226e+05 +5.2476e-01 -1.1640e-01 -6.4270e-01 -5.9933e-01 -7.4340e-01 -2.5843e-01 -5.4519e-01 -2.2163e-02 -6.1174e-01 +6.9773e-01 +7.2451e-01 -1.1215e-01 -7.0110e-01 -4.6588e-01 +1.9552e-01 +7.5130e-01 +5.4371e-01 -3.8430e-02 -3.1281e-01 +1.0306e-01
7 +8.145973368e+04 +8.145973368e+04 +8.153600368e+04 +8.153600368e+04 +2.2952e-01 +2.1981e-02 -8.8019e-01 +3.1809e-01 -1.3961e-01 -7.3959e-01 +3.6169e-01 -6.6952e-02 -7.6095e-01 -6.1859e-01 -6.6805e-01 -9.7958e-02 -2.7939e-01 +8.0337e-01 -4.5582e-01 -1.2488e-01 +7.2980e-01 +4.8431e-01 +2.9627e-01 +6.4520e-01
43 +1.494969518e+02 +1.494969518e+02 +2.257669518e+02 +2.257669518e+02 +2.5357e-01 +3.1001e-01 -7.5302e-01 -6.6205e-01 +3.2086e-01 -1.4901e-01 -4.0827e-03 +6.7315e-01 +3.8911e-01 +5.1852e-01 +6.6372e-02 +1.5252e-01 +5.0036e-01 +5.1992e-01 +4.9985e-02 -2.6334e-01 +2.6882e-02 -1.3365e-01 -1.8761e-01 -8.2463e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.415528286e+05 +2.415528286e+05 +2.415302786e+05 +2.415302786e+05 +2.6038e-01 -8.1677e-01 -8.0611e-01 +1.9407e-01 -1.7754e-03 -2.9859e-01 -1.7746e-01 +1.5124e-04 +4.8209e-01 -7.3342e-02 -7.6136e-01 +2.9021e-01 -7.0749e-01 +2.9655e-02 -2.3854e-01 -1.6479e-01 +2.8870e-01 -3.8004e-01 -4.6045e-01 -3.1680e-04
7 +6.471908256e+04 +6.471908256e+04 +6.469653256e+04 +6.469653256e+04 +4.2312e-01 -7.3098e-01 -1.7012e-01 +4.6360e-01 -3.9403e-01 +3.0719e-01 +3.0677e-01 +9.6314e-02 -1.8375e-01 +2.4307e-01 -6.1772e-01 -4.9830e-01 -5.9509e-01 -6.8331e-01 +2.6728e-01 +3.1240e-02 -4.1507e-01 +1.5618e-01 +8.5279e-02 +1.1009e-01
9 +4.043076293e+04 +4.043076293e+04 +4.040821293e+04 +4.040821293e+04 -4.3568e-02 -1.8324e-03 +2.5361e-01 +7.2889e-01 -5.1090e-02 +1.0890e-01 +4.5032e-02 -4.2509e-01 +4.6777e-01 +8.5000e-02 -6.4219e-01 -6.1148e-01 +9.8701e-02 -1.0019e-01 -3.9670e-01 +3.6578e-01 -5.9566e-01 -8.3789e-02 -1.3189e-01 -7.6639e-01
10 +1.556043798e+04 +1.556043798e+04 +1.553788798e+04 +1.553788798e+04 -6.2731e-01 -4.3666e-01 -7.6172e-02 +4.3201e-01 -4.0080e-01 -1.2921e-02 +4.0167e-01 -4.2820e-01 +8.4593e-01 +7.9216e-02 +6.4339e-01 -3.9147e-02 +1.0328e-01 +1.3852e-01 -2.2988e-01 +4.7606e-01 +2.7883e-01 +3.0410e-01 +6.1955e-01 +7.6577e-02
11 +8.063479640e+03 +8.063479640e+03 +8.040929640e+03 +8.040929640e+03 +2.4034e-02 -7.5473e-01 -4.4404e-01 +7.2390e-02 +4.3765e-01 -3.5855e-01 +3.5704e-01 -5.6013e-01 +2.2667e-01 -6.8556e-02 +4.9807e-01 -6.4398e-01 +1.2673e-01 -1.8753e-01 -3.9240e-01 -6.7772e-01 +4.9286e-01 +4.3769e-01 -4.5398e-01 +5.7592e-01
16 +2.386863908e+03 +2.386863908e+03 +2.364313908e+03 +2.364313908e+03 +2.2606e-01 -5.7569e-01 +6.1962e-01 +4.4185e-01 -4.8755e-02 +5.6183e-01 -4.5278e-01 +1.0884e-01 +3.2978e-01 -3.8651e-01 +4.7040e-01 +6.9700e-01 -1.0467e-01 +5.8631e-01 +4.3222e-01 -2.6809e-01 -3.0883e-01 +1.8069e-01 -1.7131e-01 +2.8552e-01
