% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.955569967e+02 +1.955569967e+02 +1.786169967e+02 +1.786169967e+02 +3.0426e-01 +4.6586e-02 +1.2668e-01 +5.5444e-01 -3.4406e-01 +8.4880e-02 +2.4991e-01 +5.9957e-03 -4.3657e-02 -1.2278e-01 -5.8430e-01 +3.7186e-04 -5.9881e-01 +7.1897e-03 -3.5565e-02 +1.0314e-02 -7.9005e-01 -2.2535e-01 -4.7364e-01 +4.5493e-02
2 +1.523755273e+02 +1.523755273e+02 +1.354355273e+02 +1.354355273e+02 +2.7625e-01 +4.8303e-02 +2.6092e-01 -2.5678e-01 -1.4541e-01 -1.4933e-01 -2.5486e-01 -4.5787e-01 +1.6812e-01 +2.7538e-01 +6.9040e-01 -1.1876e-01 -4.6514e-01 +1.6181e-01 +4.4777e-01 -4.0812e-01 -2.7216e-01 +2.0722e-01 -5.9712e-01 +5.6932e-03
37 +9.103624800e+01 +9.103624800e+01 +7.409624800e+01 +7.409624800e+01 -2.6475e-01 +8.3923e-01 -7.3524e-01 -1.0923e-01 -2.5764e-01 +2.3962e-01 +7.2033e-02 +5.1300e-01 +1.7273e-01 -4.3380e-01 +6.8807e-01 +1.5629e-01 -5.9808e-01 -2.8766e-01 +4.2032e-01 -2.1029e-01 +6.7197e-01 +1.6321e-01 +5.2224e-01 -3.6877e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.771957717e+01 +5.771957717e+01 +7.652957717e+01 +7.652957717e+01 +1.9933e-01 -5.6721e-01 +9.0955e-01 +7.7246e-01 -4.5224e-01 -5.3250e-02 +5.1784e-01 +1.4792e-01 -3.4280e-01 -5.6520e-01 +1.8565e-01 +7.3717e-01 +1.9911e-01 -3.3370e-01 -4.3531e-01 -5.0051e-01 -7.1597e-01 -7.0742e-01 -6.4693e-01 +4.1002e-01
74 +3.771166657e+01 +3.771166657e+01 +5.652166657e+01 +5.652166657e+01 +4.5842e-01 -7.2888e-01 +4.2726e-01 +1.6858e-01 -4.7917e-02 +2.6783e-01 +7.4743e-01 +4.5145e-01 +3.9926e-01 +7.0899e-01 +3.2714e-01 +3.0222e-01 -1.7570e-01 +6.1647e-01 +4.0589e-01 -3.2531e-01 +1.2531e-01 +5.9482e-01 +6.9816e-01 +3.2660e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.723277390e+02 +1.723277390e+02 +4.454777390e+02 +4.454777390e+02 -9.4349e-03 -2.0363e-01 -2.5819e-01 -8.0769e-02 -6.9624e-01 +6.2153e-02 -1.3841e-02 -2.1098e-01 +1.5288e-01 +7.8832e-02 +6.3746e-01 -1.1094e-01 -3.4522e-01 -3.3188e-02 +2.7299e-01 -4.3795e-01 +1.2718e-01 +1.8899e-01 +4.2329e-01 -1.7587e-01
43 +1.528989540e+02 +1.528989540e+02 +4.260489540e+02 +4.260489540e+02 -4.2445e-02 -5.4477e-01 +4.4154e-01 +3.0984e-01 -1.2639e-01 -6.6951e-01 +3.1303e-01 +5.3917e-01 -5.9113e-01 -5.4851e-02 -6.3517e-01 -2.2078e-01 +4.3453e-01 -2.5146e-01 +3.0066e-01 -1.1975e-01 -4.4178e-01 +2.6410e-01 +1.3985e-01 -5.0336e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
