% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.677303993e+01 +6.677303993e+01 +1.381230399e+02 +1.381230399e+02 +4.9879e-01 +2.5050e-01 -6.9145e-02 +5.0605e-01 +2.1848e-01 +5.3103e-01 +1.3993e-01 +2.6888e-01 -3.5393e-01 +4.6269e-01 +3.1649e-02 +3.6271e-01 +1.0472e-02 -1.7884e-01 +9.4036e-01 -7.9814e-01 -8.4227e-01 +7.7434e-01 -6.7443e-01 +2.5431e-01
2 +6.036936054e+01 +6.036936054e+01 +1.317193605e+02 +1.317193605e+02 +7.4963e-01 +7.9959e-02 +4.1540e-01 +1.8706e-01 +9.6573e-01 +6.1687e-01 +4.7873e-02 -7.6781e-01 +7.6548e-01 +1.3218e-01 -5.8898e-01 -2.7440e-02 -1.5484e-01 +2.4560e-01 +6.0763e-02 -2.4454e-02 -7.0401e-03 +1.8398e-01 -9.0126e-02 +1.2756e-01
26 +3.763654911e+01 +3.763654911e+01 +1.089865491e+02 +1.089865491e+02 +1.8521e-02 -4.4700e-01 -7.7853e-01 -5.4626e-01 -5.6409e-02 -2.5123e-01 +5.0606e-02 +5.1514e-01 +2.5427e-01 +4.7485e-02 -4.4402e-01 +4.2206e-01 -4.8447e-02 -4.4521e-02 -4.1556e-01 -1.9576e-01 -4.1076e-01 -1.1962e-01 -3.2770e-01 -6.1343e-02
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.067501756e+02 +1.067501756e+02 -2.484698244e+02 -2.484698244e+02 +4.3863e-01 -7.7528e-01 +6.6615e-02 -7.6168e-01 +8.3680e-01 -8.0788e-01 -6.2618e-02 +5.6766e-01 +1.1751e-01 -7.2995e-02 -6.1574e-01 +2.7069e-01 -6.2078e-01 -4.9236e-02 +8.2067e-02 +3.7525e-01 +7.7648e-01 +3.1503e-01 +7.0586e-01 +2.9461e-01
2 +9.081138393e+01 +9.081138393e+01 -2.644086161e+02 -2.644086161e+02 +5.8704e-01 -4.9870e-02 -4.9613e-01 -8.2661e-02 +2.0982e-01 -5.1060e-01 -7.2731e-01 -2.7884e-01 +3.3247e-01 +3.3587e-01 +5.0040e-01 +3.9151e-01 +2.9695e-01 -4.5281e-02 -4.0469e-01 +2.7619e-01 +5.2908e-01 -6.7146e-01 -4.3488e-01 -3.1490e-01
10 +4.520188797e+01 +4.520188797e+01 -3.100181120e+02 -3.100181120e+02 -2.6485e-01 -3.5050e-01 +8.1669e-01 -2.0215e-01 -1.5197e-01 +7.4891e-01 +1.8524e-01 +8.1904e-01 -4.3555e-02 -8.3844e-01 -5.8234e-01 +3.3189e-01 -7.5618e-01 +8.5255e-01 +3.0389e-01 +5.0822e-01 -3.8009e-01 -4.6937e-01 +2.1663e-01 +1.3132e-02
72 +3.566269785e+01 +3.566269785e+01 -3.195573022e+02 -3.195573022e+02 -4.5091e-02 +3.8179e-01 +4.9130e-01 +7.9647e-03 +5.2032e-01 -3.3233e-01 +6.0724e-01 +3.1470e-01 -3.5389e-01 +3.8510e-01 +6.5740e-02 -8.3984e-01 +5.8681e-01 +1.4027e-01 +4.5387e-01 -5.7970e-02 +6.6667e-01 +4.4204e-01 +3.2076e-01 -1.4833e-01
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.728396159e+01 +7.728396159e+01 +1.764539616e+02 +1.764539616e+02 +1.3287e-01 -3.1226e-03 +4.9058e-02 +3.1716e-02 -1.1394e-01 -9.7527e-02 +3.1508e-02 +4.9115e-02 -8.6906e-01 +7.0317e-01 +3.6230e-02 +1.4413e-01 -2.6755e-01 +1.6221e-01 +1.7873e-03 -5.6471e-01 -3.3109e-01 -1.1340e-02 +1.0832e-01 +1.1732e-01
