% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.043093931e+03 +1.043093931e+03 +5.810039310e+02 +5.810039310e+02 +1.9353e-01 +6.7060e-02 +3.1825e-01 +1.2496e-01 -5.9435e-01 -2.2372e-02 -4.2119e-02 +5.4991e-01 -6.6606e-02 +1.0946e-01 +3.6900e-01 +5.3797e-01 +1.7845e-01 +2.2978e-01 -2.2232e-01 +2.3320e-01 +5.5402e-01 +4.9149e-01 +3.1394e-01 +3.2863e-02
2 +8.518088662e+02 +8.518088662e+02 +3.897188662e+02 +3.897188662e+02 -6.4710e-01 -2.1339e-02 -3.9071e-01 -2.6972e-02 -5.8516e-01 +4.9009e-01 +3.4051e-01 +3.3293e-01 +2.2447e-01 +2.7669e-01 -7.4207e-02 -1.5181e-01 -5.9808e-02 -3.6994e-01 +2.0870e-01 +2.5769e-02 +3.4845e-01 -3.0485e-01 -8.1669e-01 -1.0634e-01
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.064815139e+02 +8.064815139e+02 +8.841415139e+02 +8.841415139e+02 -5.6713e-01 +1.5141e-01 -1.2810e-01 -9.2178e-04 -3.1041e-01 +3.0674e-01 +5.6611e-02 -1.1272e-01 -3.7074e-01 -6.1809e-01 +1.8563e-02 -5.2141e-01 -3.0236e-01 -5.6462e-01 +1.0212e-01 -4.5004e-01 +6.3896e-01 -4.4719e-01 +3.0437e-02 -1.2968e-02
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.193798860e+02 +9.193798860e+02 +1.035059886e+03 +1.035059886e+03 +3.3044e-01 +1.0719e-01 +6.1021e-01 +2.1147e-01 +1.9438e-01 +1.7899e-01 -5.1095e-01 -1.7780e-01 +2.0544e-01 +9.2139e-02 -2.3558e-01 -5.0336e-04 +1.7165e-01 +3.9583e-01 +6.5592e-01 -3.4643e-01 -2.0687e-01 -4.1158e-01 +1.8059e-02 +2.2305e-02
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.142236178e+02 +9.142236178e+02 +9.105136178e+02 +9.105136178e+02 +5.0454e-01 +3.3988e-01 -2.4062e-01 -3.9833e-02 +1.0657e-01 -2.9194e-01 -6.7396e-02 +4.2993e-01 +4.5030e-01 -1.7077e-01 +7.1958e-02 -5.0708e-01 +1.9942e-01 +5.8579e-01 +7.2774e-01 +3.1769e-01 +1.1371e-01 +7.1871e-01 +1.6522e-01 -5.6313e-01
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.048515783e+02 +7.048515783e+02 +8.370315783e+02 +8.370315783e+02 -1.5102e-01 +2.8010e-02 -6.0269e-02 -1.7088e-01 -2.3196e-01 +3.0975e-01 +1.4747e-01 -5.1519e-01 -3.2674e-01 -6.6029e-01 -4.3782e-02 +7.1288e-01 -3.6511e-01 +3.3122e-03 +3.8616e-02 +1.0318e-01 -1.3332e-01 -6.7715e-01 +4.9052e-01 +1.9286e-01
