% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.471810435e+00 +7.471810435e+00 -9.507818957e+01 -9.507818957e+01 -5.9081e-01 +7.5483e-01 +4.5076e-01 -3.3096e-01 +3.4489e-01 +9.1179e-02 -7.2649e-01 -2.3510e-01 -3.8980e-01 -7.6847e-01 +7.8588e-02 -1.7517e-01 -7.3679e-01 -2.3283e-01 -7.6585e-01 -6.2566e-01 -5.2337e-01 +6.8156e-01 -5.0347e-01 -1.4250e-01
3 +5.691651664e+00 +5.691651664e+00 -9.685834834e+01 -9.685834834e+01 -3.5764e-01 -1.5424e-01 +7.9698e-02 -5.8398e-01 +3.2757e-02 -4.3223e-01 +2.7153e-02 +3.3919e-02 +8.4426e-01 -5.2685e-01 -4.9263e-02 -4.5718e-01 -4.4499e-02 +2.2186e-01 +1.3103e-01 +5.7289e-01 -2.2193e-01 +7.4997e-01 -2.9514e-01 -5.7458e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.581696678e+00 +8.581696678e+00 +8.027169668e+01 +8.027169668e+01 +1.0576e-01 +8.3269e-01 -5.4103e-01 +1.8289e-01 -3.7497e-01 +3.4419e-04 -6.5822e-01 +3.0396e-03 +8.2736e-02 -3.5019e-01 +1.6784e-02 -1.8139e-02 -1.9022e-03 +5.5791e-01 -4.9210e-01 +2.1302e-01 +2.4347e-02 -1.9874e-01 -3.9836e-01 +2.6149e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.120727799e+00 +6.120727799e+00 +2.201307278e+02 +2.201307278e+02 +4.4951e-03 +2.8540e-01 +2.0868e-01 -5.9075e-01 -2.7049e-01 -5.4375e-02 +1.0061e-01 +6.2263e-01 +3.5738e-01 -2.8325e-01 -7.2946e-02 -1.8816e-01 -8.3521e-05 +6.2262e-01 -4.6129e-01 -6.3605e-01 -8.0915e-02 +3.5794e-01 +7.7993e-01 -4.6792e-01
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.620616160e+00 +8.620616160e+00 -4.985938384e+01 -4.985938384e+01 -8.3228e-01 -2.2028e-01 -3.6092e-02 +1.1151e-01 -5.8065e-01 -2.5882e-01 +7.5079e-01 -5.4105e-01 +8.7732e-02 -3.0506e-01 +2.1843e-01 +6.1158e-01 -3.2266e-01 -3.3421e-01 -3.6050e-01 -6.3206e-01 -2.0162e-01 +5.1263e-02 -1.3529e-01 +3.0047e-01
47 +6.100219574e+00 +6.100219574e+00 -5.237978043e+01 -5.237978043e+01 -1.7505e-01 +7.6698e-01 -1.0036e-01 +8.8963e-02 +1.0160e-01 -1.5957e-02 +2.0313e-01 +1.1081e-02 -3.7287e-01 -6.6538e-01 -3.4209e-01 +4.6103e-01 +3.0735e-02 +7.7411e-01 -2.4476e-01 +4.7156e-01 -5.4222e-01 +8.0819e-01 -2.9280e-01 -3.9327e-01
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.420259530e+00 +9.420259530e+00 -6.036597405e+02 -6.036597405e+02 -4.0813e-02 +2.6662e-01 -7.0224e-01 -3.0144e-01 +7.8434e-02 -2.7380e-01 +3.9819e-01 +5.5856e-01 +7.5435e-02 -4.4915e-01 +1.1622e-01 +4.6390e-01 -2.1160e-01 -2.6713e-01 -1.9257e-01 -6.3010e-01 +3.1714e-01 +1.8012e-01 +2.7849e-01 +7.7531e-01
4 +6.200671636e+00 +6.200671636e+00 -6.068793284e+02 -6.068793284e+02 +2.4534e-01 +4.8098e-01 -7.3490e-02 +2.9024e-01 +2.0369e-01 -2.8536e-02 -5.2374e-02 +5.8759e-01 -4.2793e-01 -3.4564e-01 +1.9353e-01 +2.2668e-01 +3.0219e-01 +4.1629e-01 -8.4926e-02 +1.6767e-01 -4.1826e-01 -1.0759e-01 +7.6043e-01 +8.5977e-02
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.499819423e+00 +8.499819423e+00 -9.915001806e+02 -9.915001806e+02 -3.0244e-01 -5.0375e-01 +1.4013e-01 -2.7991e-02 -1.3539e-01 +7.3249e-01 -8.4198e-02 +2.1634e-01 -6.1321e-02 -2.5407e-01 +2.5399e-01 -7.9150e-01 +3.3906e-01 -5.3680e-01 -6.0781e-01 +3.2043e-01 +6.8266e-01 +3.3831e-01 +1.6156e-01 -1.7034e-01
19 +6.263641921e+00 +6.263641921e+00 -9.937363581e+02 -9.937363581e+02 +3.1768e-01 +4.4116e-01 -5.5007e-01 -3.4527e-02 +1.0283e-02 +3.5557e-01 -6.4064e-01 +4.7570e-01 -7.0412e-01 -4.0938e-01 -1.8200e-01 -2.1811e-01 -2.1913e-01 -7.3627e-01 -3.3428e-01 +7.5414e-02 +3.8722e-01 -2.8642e-01 -4.7363e-01 +1.0369e-01
% function evaluation | noise-free fitness - Fopt (-4.841800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
