% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.951848731e+02 +3.951848731e+02 +3.859748731e+02 +3.859748731e+02 -7.8784e-01 +8.6758e-02 +7.8464e-03 +4.8002e-01 -3.4260e-02 +6.0996e-02 -2.3673e-01 +2.8033e-01 +5.7358e-01 -2.5170e-02 -2.1623e-01 +1.4361e-01 +4.7798e-01 -4.9898e-01 -1.9102e-01 +2.2328e-01 -3.4439e-01 -4.6108e-02 -1.3388e-02 +5.3147e-01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.045538325e+02 +4.045538325e+02 +1.060543832e+03 +1.060543832e+03 +2.6121e-01 +4.8158e-01 -1.0522e-01 -1.1222e-01 -7.7353e-01 +3.3152e-01 +8.8502e-02 +4.4284e-01 +2.9485e-01 +1.8721e-01 -9.6871e-03 -3.6186e-01 -2.7772e-01 +5.6279e-01 -2.3456e-01 +1.4355e-01 +5.0271e-01 -1.9286e-01 -3.1060e-01 +5.3094e-01
2 +3.878244654e+02 +3.878244654e+02 +1.043814465e+03 +1.043814465e+03 +4.6642e-01 -7.8508e-01 -7.0705e-01 -1.8868e-02 +1.5882e-01 +8.0084e-02 -1.8537e-02 +6.5144e-02 +3.7695e-02 -7.3435e-01 -2.3797e-01 +2.1359e-01 +5.3453e-01 -1.8101e-01 +2.4206e-01 +7.2342e-03 -2.0454e-01 +1.5734e-01 -6.6713e-02 +3.2178e-01
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.088782236e+02 +4.088782236e+02 +4.755882236e+02 +4.755882236e+02 -2.0513e-01 +1.9577e-01 +7.9151e-01 -2.4208e-01 +4.6312e-01 +6.6626e-01 +4.3470e-01 -4.6225e-01 +6.9049e-01 -2.5779e-01 -3.0666e-01 +9.1200e-01 -3.4544e-01 +2.7938e-02 -2.0509e-01 -2.7848e-01 +1.7839e-01 -1.1132e-02 -5.0245e-01 +8.1586e-01
3 +3.975502439e+02 +3.975502439e+02 +4.642602439e+02 +4.642602439e+02 -7.5205e-02 -1.4832e-01 -2.8744e-01 -7.2763e-02 -7.0458e-01 -1.0114e-01 +2.5215e-01 +1.0093e-01 +6.6465e-01 +9.3840e-02 -2.3791e-01 +9.2240e-01 +2.7885e-01 +8.8903e-02 -6.7703e-01 -1.5392e-01 +1.0622e-01 -1.5516e-01 +1.9204e-01 -6.4864e-01
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.031701882e+02 +4.031701882e+02 +1.344840188e+03 +1.344840188e+03 +1.3700e-01 +2.9769e-01 -4.6336e-01 -9.0628e-03 -2.3315e-01 -6.7504e-01 +6.1580e-02 -2.0375e-01 -3.7479e-01 -4.5039e-01 -2.6011e-01 +3.6725e-01 +3.3087e-01 -8.4031e-02 +9.8819e-02 -2.0542e-01 -1.1689e-01 +2.1508e-02 -7.7554e-01 +1.9721e-01
3 +3.976994805e+02 +3.976994805e+02 +1.339369481e+03 +1.339369481e+03 +1.9939e-01 +4.1978e-01 -9.4371e-02 -8.1174e-01 +9.2029e-02 +1.2590e-02 -4.7007e-01 -4.9024e-01 +1.7420e-01 -4.5401e-01 +3.3676e-01 +2.8369e-01 +3.8236e-02 +2.4850e-01 +1.0268e-01 +3.3722e-01 +3.1271e-01 -5.3940e-01 +2.6228e-01 +3.8585e-02
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.067117638e+02 +4.067117638e+02 +3.692617638e+02 +3.692617638e+02 +2.2911e-01 -2.2474e-01 -5.0290e-02 +5.4588e-01 +6.9973e-01 +4.9755e-02 -8.2772e-02 +2.0789e-01 -6.6982e-01 -9.2813e-02 +4.5194e-01 -4.2214e-01 +5.0064e-01 +7.0375e-01 +2.1013e-01 -1.7389e-01 +2.7338e-01 -5.0231e-02 +1.8271e-01 -3.4102e-01
2 +3.936873845e+02 +3.936873845e+02 +3.562373845e+02 +3.562373845e+02 -5.5387e-01 -1.5584e-01 -2.0117e-01 +1.6338e-02 +5.3668e-01 -3.3426e-01 +1.9522e-01 -4.4668e-01 +4.1882e-01 -3.7608e-02 +2.4435e-01 -7.3587e-01 -5.3351e-01 -2.2063e-01 -1.9126e-02 +7.3543e-01 +2.4361e-01 +2.3363e-01 -2.2225e-02 +1.0529e-02
% function evaluation | noise-free fitness - Fopt (-4.450500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.013628821e+02 +4.013628821e+02 -4.368711786e+01 -4.368711786e+01 -1.2865e-01 +2.1123e-01 -4.3391e-01 -4.8434e-01 +6.5950e-01 +1.2983e-01 +5.9999e-01 +3.0917e-02 -5.0416e-01 -6.0116e-01 +4.3712e-01 +8.0330e-01 +3.1343e-01 +1.8251e-01 -2.6714e-01 -3.5029e-02 +7.6957e-02 -9.8328e-03 -9.3701e-02 -6.0960e-02
2 +3.923464950e+02 +3.923464950e+02 -5.270350502e+01 -5.270350502e+01 -1.1226e-01 -1.9324e-01 -3.6865e-01 -5.5113e-01 -2.0969e-01 -4.8941e-01 +2.1341e-01 -1.4940e-01 +3.5962e-01 -1.0965e-01 +3.8863e-01 -3.3855e-01 +7.5891e-01 +5.7581e-01 -3.8624e-02 +3.9353e-01 -7.5166e-01 +2.8083e-01 +2.6814e-01 -3.2310e-02
% function evaluation | noise-free fitness - Fopt (9.513200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.138347789e+02 +4.138347789e+02 +1.365154779e+03 +1.365154779e+03 -2.4613e-01 +4.3258e-01 -1.9248e-01 -4.8295e-01 +6.2807e-01 -6.4552e-01 -8.0038e-01 +4.7976e-01 -4.1979e-01 +2.0195e-01 -4.2158e-01 -6.4060e-01 +6.2718e-01 +2.5743e-01 +3.7013e-01 -3.8765e-01 +3.0670e-02 +7.5560e-01 -6.1654e-02 +5.3122e-01
2 +3.969044539e+02 +3.969044539e+02 +1.348224454e+03 +1.348224454e+03 -3.4804e-02 +1.6781e-02 +4.3026e-01 -3.6713e-01 +3.3680e-02 -1.3492e-01 -4.9859e-01 +2.0425e-01 +9.6820e-02 -4.1692e-01 -1.4191e-02 -1.5605e-01 +4.1811e-01 +2.1582e-01 -4.1534e-01 +7.4982e-01 +9.7284e-01 -1.2541e-01 +1.8711e-01 +1.9318e-01
% function evaluation | noise-free fitness - Fopt (-1.703300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.036396552e+02 +4.036396552e+02 +2.333096552e+02 +2.333096552e+02 -5.7301e-01 -7.1502e-02 +4.6221e-02 -5.7467e-01 -6.1749e-01 -3.6189e-01 +3.1089e-01 +3.7871e-02 -1.0487e-01 -3.1003e-01 +6.0095e-01 -6.3571e-01 -5.7772e-01 -2.8237e-01 +6.5000e-02 +6.3683e-02 +1.2103e-02 +8.0064e-01 +7.2385e-01 +8.7120e-01
6 +3.967039524e+02 +3.967039524e+02 +2.263739524e+02 +2.263739524e+02 +5.5946e-01 -4.3502e-01 -3.0188e-01 +3.4642e-01 -5.8668e-01 +4.5579e-01 +6.9346e-01 -4.2364e-01 +4.5319e-01 -2.6524e-02 +1.1689e-01 -2.5615e-02 +2.8958e-01 -1.4146e-01 +6.1276e-01 -1.2293e-01 +8.2151e-02 +1.7445e-01 +3.4233e-02 +1.9043e-01
% function evaluation | noise-free fitness - Fopt (4.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.896796136e+02 +3.896796136e+02 +4.310396136e+02 +4.310396136e+02 +9.0381e-01 +5.0819e-01 -1.1971e-01 -4.6187e-01 -1.1842e-01 +1.4848e-01 +1.8472e-01 -1.4025e-01 +7.4190e-01 -7.6900e-02 +1.7643e-01 -1.6218e-01 +2.0129e-01 -5.4817e-01 +2.5578e-01 +4.8386e-01 -7.0513e-02 +4.5430e-01 +2.6598e-01 -8.9675e-02
% function evaluation | noise-free fitness - Fopt (2.583700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.883495472e+02 +3.883495472e+02 +6.467195472e+02 +6.467195472e+02 -2.4588e-01 -1.6587e-01 +4.1074e-01 +9.3060e-02 +7.3829e-01 -3.5129e-01 +1.8020e-01 +2.3414e-01 +5.8280e-01 -1.2923e-01 +1.8229e-01 -1.1437e-01 +5.5113e-01 -5.4185e-01 -2.0156e-01 +2.6853e-01 +3.1126e-01 +6.8685e-01 +6.5753e-02 -4.4067e-01
% function evaluation | noise-free fitness - Fopt (-7.520000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.920429979e+02 +3.920429979e+02 +3.845229979e+02 +3.845229979e+02 -5.2707e-01 -6.3885e-01 -4.4295e-01 -8.6915e-01 -4.1611e-03 -1.9023e-01 -6.9779e-02 -2.7843e-01 -1.8051e-02 +9.8855e-01 -5.7735e-01 -6.2054e-01 +3.1643e-01 +4.5416e-02 +1.9227e-03 +6.7757e-01 +3.0334e-01 +1.9119e-02 +6.3317e-01 -1.8759e-01
% function evaluation | noise-free fitness - Fopt (2.477800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.968459428e+02 +3.968459428e+02 +6.446259428e+02 +6.446259428e+02 -1.1493e-01 -6.4823e-01 +5.1623e-02 -7.2470e-02 -4.6494e-01 +1.1071e-01 +3.7312e-01 -7.0392e-01 -4.4576e-01 +2.6013e-01 +5.9899e-01 +4.9857e-01 +9.6233e-01 +2.3549e-01 +9.3211e-01 -6.9267e-01 +1.2918e-01 -3.2096e-01 -4.3533e-02 -3.4522e-01
% function evaluation | noise-free fitness - Fopt (-1.722000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.063558379e+02 +4.063558379e+02 +3.891358379e+02 +3.891358379e+02 +8.0770e-01 -2.9169e-01 -5.0012e-02 -4.0736e-02 +6.5921e-02 +6.1841e-01 -3.9480e-01 -3.8209e-01 +3.3543e-01 -7.4250e-02 -2.8098e-02 -2.7843e-01 -4.9560e-01 -2.0127e-01 +4.7698e-03 -2.8627e-01 +2.4749e-01 +4.4657e-01 -4.2091e-02 +3.2752e-01
3 +3.960113320e+02 +3.960113320e+02 +3.787913320e+02 +3.787913320e+02 +2.7119e-01 +1.3733e-01 +4.8745e-01 -2.0359e-01 -4.2498e-01 +1.7906e-01 +4.0383e-01 -4.8943e-02 -4.0746e-01 -1.6202e-01 +1.9789e-01 +6.4595e-01 +4.3301e-01 -3.3229e-01 -3.9020e-01 -1.4733e-01 -1.9484e-01 +2.9930e-01 -1.9457e-01 +5.5780e-01
% function evaluation | noise-free fitness - Fopt (-6.010200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.943537381e+02 +3.943537381e+02 -2.066662619e+02 -2.066662619e+02 -5.2668e-01 +8.4028e-01 +3.1795e-01 +3.6656e-01 +1.8737e-01 -6.3430e-01 +1.5127e-01 +3.5149e-01 -2.0634e-01 +3.3892e-01 -2.6424e-01 -4.7036e-01 -4.3051e-01 +3.3375e-01 -3.2733e-01 -6.5814e-01 -3.0002e-02 +3.2232e-01 -2.7365e-01 -4.7034e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.067134514e+02 +4.067134514e+02 -5.932865486e+02 -5.932865486e+02 -2.2540e-01 +5.2515e-01 -5.6192e-01 +8.0668e-01 +5.9346e-01 -4.0278e-02 -4.4323e-01 +5.7955e-01 +1.9013e-01 +1.4773e-01 -7.9973e-02 +1.5757e-01 +5.2578e-01 +2.1816e-01 +1.0521e-01 -1.3178e-01 -5.3955e-01 +4.1827e-02 -2.6725e-01 +8.9259e-02
13 +3.852113909e+02 +3.852113909e+02 -6.147886091e+02 -6.147886091e+02 -2.1572e-01 +6.6172e-01 +6.3543e-01 +1.6408e-01 +4.8707e-01 -2.5330e-01 +1.4939e-02 +5.1099e-01 -3.2288e-01 -4.6531e-02 -1.3651e-01 -3.0321e-01 -6.5648e-02 +2.7466e-01 -3.2086e-01 +2.4021e-01 -2.1908e-01 -3.4937e-01 +6.7703e-01 -4.0652e-01
