% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.562472977e+02 +1.562472977e+02 +1.393072977e+02 +1.393072977e+02 -8.3473e-01 -4.8221e-01 -1.8770e-01 +5.5985e-01 +2.8768e-01 +7.8000e-02 -1.6746e-01 -1.1843e-01 -2.0977e-01 +4.5694e-01 +8.9595e-02 -4.9670e-01 +4.0005e-01 -2.6625e-01 +6.7486e-01 -3.1430e-01 +2.9154e-01 -3.4840e-01 +2.4018e-01 -4.1696e-02
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.478126150e+01 +5.478126150e+01 +7.359126150e+01 +7.359126150e+01 +2.9002e-01 -4.7777e-02 -7.7785e-02 +6.0297e-01 +1.4763e-01 -8.0813e-01 +8.7750e-03 -5.9457e-01 +4.0857e-01 -1.2842e-02 +4.1193e-01 -8.9160e-02 -5.2568e-01 +3.0015e-01 -3.7544e-01 -3.8233e-01 -4.4147e-01 -5.4869e-01 +2.8025e-01 +7.8058e-01
16 +3.846399418e+01 +3.846399418e+01 +5.727399418e+01 +5.727399418e+01 +2.5967e-01 +2.4660e-01 -4.5433e-01 +5.7333e-01 +3.1145e-01 -2.0491e-01 +3.3724e-02 +1.2469e-01 +4.7612e-01 -5.8400e-01 -1.4036e-01 +3.5139e-01 -7.2669e-01 +2.8474e-01 -5.4144e-01 -1.7717e-01 +1.8680e-01 +6.8878e-01 +2.8571e-01 +6.2226e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.150783512e+02 +2.150783512e+02 +4.882283512e+02 +4.882283512e+02 +3.2483e-01 -5.3354e-01 -4.0005e-01 -5.6759e-02 -4.9425e-01 +2.3480e-01 +2.3720e-01 +5.5775e-01 +3.0087e-01 +4.3492e-01 -4.6057e-01 +3.4508e-02 -6.2806e-02 -3.3693e-01 +4.5047e-01 +1.2126e-01 +4.7398e-01 -1.2691e-01 +6.7149e-01 -2.8066e-02
48 +1.583128266e+02 +1.583128266e+02 +4.314628266e+02 +4.314628266e+02 -1.2612e-01 +7.5305e-01 +3.0265e-02 -2.7669e-01 -3.9977e-01 +5.1370e-01 -4.7379e-01 +7.5506e-01 -2.7313e-01 -7.6477e-02 -1.8062e-01 -3.2039e-01 -3.1476e-01 -7.1112e-02 -7.8271e-01 -8.3556e-01 -6.1999e-01 +1.4370e-01 +1.7421e-01 +1.9435e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.478789722e+01 +5.478789722e+01 +9.196789722e+01 +9.196789722e+01 -8.3213e-01 -4.5534e-01 +5.7731e-01 -1.7611e-01 +2.6142e-03 +5.7206e-02 -1.4741e-01 +8.2838e-02 +3.1225e-01 +2.2211e-01 +2.1592e-01 +5.3802e-01 -1.4911e-01 +5.3779e-01 -5.3348e-01 +5.9372e-02 -3.6871e-01 +3.2403e-01 -3.0273e-01 -8.7053e-01
14 +3.034469047e+01 +3.034469047e+01 +6.752469047e+01 +6.752469047e+01 -6.4069e-02 +2.6732e-01 +2.3213e-01 -3.0047e-01 +1.7750e-01 -3.4579e-01 +5.8598e-01 -2.5515e-01 +2.5336e-02 +3.1590e-01 +2.2299e-01 -2.7793e-01 +5.0670e-01 +5.9248e-01 +1.6268e-01 +1.4592e-01 -1.0165e-01 -1.9700e-01 -3.4829e-01 +2.7081e-01
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.882272761e+01 +5.882272761e+01 -8.907727239e+01 -8.907727239e+01 +4.7723e-02 +4.1188e-01 +7.3768e-01 -3.3275e-01 -3.3017e-01 -1.8429e-01 -2.8762e-01 -2.8026e-01 +2.6179e-01 +2.0664e-02 +4.6698e-01 -1.4881e-01 -3.6471e-01 -5.6433e-01 -1.9185e-01 +4.3702e-01 +1.7421e-01 -5.3573e-01 -5.8270e-01 +4.5922e-01
93 +3.959091832e+01 +3.959091832e+01 -1.083090817e+02 -1.083090817e+02 +5.9603e-02 -8.4492e-01 -3.7674e-01 +3.4976e-01 -2.5461e-01 -4.1925e-01 -6.0711e-01 -1.0548e-01 -1.7424e-01 -3.2992e-01 +2.8952e-01 +3.7457e-01 +8.0004e-02 -3.6450e-01 +2.5762e-01 -5.9739e-01 +2.1788e-01 -2.2248e-01 +4.5759e-03 -3.5646e-01
% function evaluation | noise-free fitness - Fopt (1.162600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.770263034e+01 +5.770263034e+01 +1.739626303e+02 +1.739626303e+02 +5.6560e-01 -9.4338e-01 +8.3309e-01 +7.7847e-01 +9.1278e-02 +2.6708e-02 +3.8947e-02 -1.6893e-01 -3.2520e-01 +1.9177e-01 -1.9753e-01 +8.3454e-01 -2.0049e-01 -6.7711e-02 +4.5199e-01 +2.3141e-01 -8.8307e-01 -1.4292e-01 +6.8620e-01 -3.4245e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.038313960e+01 +5.038313960e+01 -9.496168604e+02 -9.496168604e+02 +2.0117e-01 +1.8705e-01 -3.6505e-01 -6.9956e-01 +2.3295e-01 +5.4197e-03 -4.8444e-01 +7.4325e-01 -2.1107e-01 +1.2293e-02 +1.3183e-01 -3.9989e-01 +1.8007e-01 +3.0943e-02 +2.6080e-01 +1.8328e-01 -3.2841e-01 +1.4963e-01 -1.0912e-01 +2.7773e-01
77 +3.896078514e+01 +3.896078514e+01 -9.610392149e+02 -9.610392149e+02 +6.8888e-02 +2.5708e-01 -5.0716e-01 -3.8125e-01 -6.8277e-02 -6.0220e-02 -4.3073e-01 -1.6674e-01 -2.9600e-01 +1.9946e-01 +1.7457e-01 -4.4137e-01 -7.7119e-01 +6.6224e-01 -8.5527e-01 +6.8717e-01 -1.5838e-01 +1.2199e-01 +3.9883e-01 +9.1612e-03
% function evaluation | noise-free fitness - Fopt (-9.193000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.060909462e+02 +1.060909462e+02 +1.416094624e+01 +1.416094624e+01 -2.2331e-01 -2.1898e-01 +5.1875e-01 -6.2301e-02 +7.9947e-01 +6.3233e-01 -3.3858e-01 +5.3707e-01 -1.2726e-01 +2.0298e-01 +1.2672e-01 +6.3541e-01 -1.6160e-01 -2.3840e-01 +2.5948e-01 +3.6752e-01 +3.1543e-02 -1.4598e-01 +4.4581e-01 -3.1362e-01
