% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.352442102e+01 +8.352442102e+01 -9.164755790e+02 -9.164755790e+02 +2.7630e-01 -1.4887e-01 -7.7592e-01 -2.7500e-01 +4.0596e-01 +3.9198e-01 +7.0576e-01 +8.8676e-02 +2.0445e-01 +3.1163e-01 -4.8154e-01 +4.5563e-01 -1.3835e-01 -7.1095e-01 -1.0087e-01 -1.3532e-02 +2.0334e-01 +5.6354e-02 -3.8534e-01 -1.3144e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.388525684e+01 +8.388525684e+01 +1.083885257e+03 +1.083885257e+03 -4.3753e-01 +3.0140e-02 -4.5755e-01 -8.0231e-01 +4.8194e-02 -7.3221e-01 -1.3197e-01 +5.0991e-01 +3.7632e-01 -7.1240e-01 +6.5588e-01 +2.5804e-01 +3.0952e-01 -5.3402e-01 +6.4668e-02 +4.1689e-01 -7.5973e-02 -7.6263e-01 +1.3231e-02 -1.9550e-01
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.214663308e+01 +8.214663308e+01 +3.301663308e+01 +3.301663308e+01 +3.3980e-01 +7.5498e-03 +9.2984e-02 -1.5903e-01 -1.3811e-03 +3.5270e-01 +1.3005e-01 +7.3227e-02 -3.7001e-01 -7.1450e-01 +1.7601e-01 -8.1909e-01 +1.8122e-03 -5.1781e-01 -3.4618e-01 -3.5388e-01 +4.6716e-01 +4.3888e-01 +8.5174e-01 +1.0647e-01
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.965210645e+01 +7.965210645e+01 +3.773821065e+02 +3.773821065e+02 -5.0118e-01 +3.2731e-01 -5.5229e-01 -8.4265e-01 -7.0471e-01 +7.0306e-01 -1.1366e-01 +5.1434e-01 -8.4282e-01 -5.2139e-01 -6.0922e-01 -1.2206e-01 +5.1939e-01 -2.2676e-01 -2.1612e-01 -8.1784e-01 -2.2979e-01 +2.0762e-01 +3.0399e-01 -8.9015e-01
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.062294809e+01 +8.062294809e+01 +1.321929481e+02 +1.321929481e+02 +3.5260e-01 +4.6489e-02 +1.7568e-01 +7.2129e-01 +7.0652e-01 -7.3028e-02 +2.2292e-01 +4.9144e-01 +1.3502e-02 -1.9278e-01 -6.1215e-01 -3.3512e-01 -7.3829e-01 +2.0103e-01 -6.6730e-02 -2.5521e-01 -3.1010e-01 -2.5495e-01 -2.3782e-01 +1.0940e-01
% function evaluation | noise-free fitness - Fopt (1.495000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.240669627e+01 +8.240669627e+01 +9.735669627e+01 +9.735669627e+01 -1.6424e-01 +2.3585e-01 -5.7743e-02 +2.8884e-01 -1.4181e-01 -3.0584e-01 -5.4278e-01 -4.5071e-01 -8.5506e-02 +1.2150e-01 -3.9883e-01 +7.3869e-02 +1.5118e-01 +1.1173e-01 -4.2218e-01 -7.1715e-01 -2.8380e-01 -6.2035e-02 +4.1632e-01 -1.1841e-01
% function evaluation | noise-free fitness - Fopt (6.938000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
