% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.695424505e+03 +1.695424505e+03 +1.788364505e+03 +1.788364505e+03 -4.7528e-01 -6.7824e-01 +6.0392e-01 -2.1731e-01 +2.0515e-01 +6.0535e-01 -6.7499e-01 +5.3489e-01 -1.1871e-01 +2.7000e-02 +1.9304e-01 -3.4374e-01 +7.0820e-01 -7.9855e-01 +7.4206e-01 -5.1295e-02 -1.7876e-02 -3.7970e-01 +2.5735e-01 -4.5612e-02
14 +1.547783909e+03 +1.547783909e+03 +1.640723909e+03 +1.640723909e+03 +3.1189e-01 +3.2565e-01 -6.5754e-01 -3.8198e-02 -4.2372e-01 -8.1176e-02 +2.0558e-01 -7.0993e-02 +5.6061e-02 +3.5479e-01 +2.4082e-01 -7.9398e-01 -2.5403e-01 -2.0514e-01 -6.4019e-02 -1.1257e-01 +6.4653e-01 -2.3395e-01 +9.6214e-01 -7.9478e-02
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.580204048e+03 +2.580204048e+03 +2.615554048e+03 +2.615554048e+03 +2.2693e-01 +2.0883e-01 -9.3832e-02 -4.5805e-02 +2.4728e-01 +1.7583e-01 +3.0281e-01 -2.3958e-02 +1.3473e-01 -3.9977e-01 -1.2875e-01 +1.7730e-01 +4.6087e-01 +1.1335e-01 -3.8818e-01 -5.0231e-01 +8.4598e-02 -5.6489e-01 -6.5045e-02 -4.7717e-01
2 +2.410108877e+03 +2.410108877e+03 +2.445458877e+03 +2.445458877e+03 -1.4135e-01 +1.8576e-01 +4.9394e-01 -1.0781e-01 -4.3715e-02 +1.2170e-01 +3.7158e-02 +4.1799e-01 -4.1262e-01 +1.1576e-01 +6.9456e-02 -4.6138e-01 -6.1376e-01 +4.7404e-01 -2.1745e-01 -4.6918e-01 +1.7096e-01 -5.8630e-01 +5.3795e-01 +3.3003e-01
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.815100214e+02 +7.815100214e+02 +7.853300214e+02 +7.853300214e+02 +3.7051e-01 +7.1542e-01 -3.3137e-01 -2.2117e-01 +2.4773e-01 -4.2785e-01 +6.0613e-01 +7.2143e-01 -3.4702e-01 -1.8768e-01 +8.0018e-02 -3.7006e-02 +1.8805e-02 -2.8589e-02 -7.8435e-01 +5.4666e-01 -5.1394e-02 +9.3493e-04 -3.4691e-01 +3.9607e-01
33 +6.013165237e+02 +6.013165237e+02 +6.051365237e+02 +6.051365237e+02 +9.0253e-01 +4.4561e-02 -1.9733e-01 +3.9562e-01 +8.0925e-01 +3.0023e-01 +3.1782e-02 -4.2791e-01 +7.3979e-01 -5.5803e-01 -1.3241e-01 +1.9619e-01 -2.4330e-01 -4.0222e-01 +3.5715e-01 +1.6752e-01 -4.9223e-01 +1.7505e-01 +6.3627e-02 +7.1383e-01
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.219356024e+03 +1.219356024e+03 +1.241106024e+03 +1.241106024e+03 -4.2065e-01 +4.7283e-01 -2.2855e-01 +2.4105e-02 +9.9754e-02 +3.9308e-01 -5.5424e-01 +2.4030e-01 -6.7897e-01 +6.0289e-01 +2.9682e-01 -2.5797e-01 -1.0666e-01 +4.4698e-01 -3.4505e-01 -7.9435e-01 +4.4244e-01 +8.3128e-01 +2.7820e-02 +6.4521e-02
