% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.237889120e+08 +6.237889120e+08 +6.237882909e+08 +6.237882909e+08 -3.6678e-01 -4.2727e-01 -2.7793e-01 -4.4475e-01 -8.5671e-01 +9.4155e-01 -2.3404e-01 -1.9359e-01 -9.0197e-02 -2.1984e-01 -1.9376e-01 +4.3010e-01 -3.1926e-01 -4.3623e-02 -5.3389e-01 -7.3132e-02 +2.3218e-02 -4.8246e-01 +3.6329e-01 +2.1702e-01
3 +1.895112765e+08 +1.895112765e+08 +1.895106553e+08 +1.895106553e+08 -7.9266e-01 +7.9521e-01 +2.0697e-01 -3.9567e-01 -6.9908e-01 -4.0642e-01 -2.2775e-02 +6.4553e-01 -1.5720e-01 +4.1205e-01 -2.2701e-01 -5.7168e-01 +6.7984e-01 +1.5400e-01 -5.1705e-01 +4.2779e-01 +1.0868e-01 -6.1405e-02 +3.3599e-01 +1.8367e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.153588271e+08 +5.153588271e+08 +5.153585722e+08 +5.153585722e+08 +9.9316e-02 +8.3334e-01 -6.3622e-02 -3.5707e-01 +3.1676e-01 +1.4687e-01 -2.9814e-01 +2.0121e-01 -1.8690e-01 -2.5512e-01 +6.4766e-02 +1.6848e-01 +4.2672e-02 -1.8595e-01 -2.7934e-01 +1.8486e-01 +6.8046e-02 -2.2014e-01 -5.8792e-01 +5.5357e-01
26 +3.500057788e+08 +3.500057788e+08 +3.500055239e+08 +3.500055239e+08 +1.6965e-01 -6.3138e-01 +5.1936e-01 +7.6855e-01 -1.7951e-01 +1.5387e-02 -5.4717e-01 +4.4409e-01 -4.6921e-01 +5.6374e-01 +3.5488e-01 +3.4188e-02 -3.2855e-01 +5.4790e-01 -3.5634e-01 -2.1816e-01 +1.4776e-01 -3.2983e-01 -5.3041e-01 +8.4294e-02
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.385909695e+08 +2.385909695e+08 +2.385910261e+08 +2.385910261e+08 +1.1508e-01 +2.9177e-01 -2.8543e-01 +8.1702e-01 -9.2504e-02 -1.4582e-01 -5.0425e-02 +4.2403e-01 +4.1223e-02 +1.8914e-01 +7.7617e-01 -6.7307e-01 -4.0502e-01 -2.0716e-01 -4.1783e-01 +4.2614e-02 +9.3782e-02 -1.9377e-01 +6.0120e-01 -2.2055e-01
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.962783439e+08 +1.962783439e+08 +1.962783258e+08 +1.962783258e+08 -5.5200e-01 -2.8098e-01 +3.2976e-01 -1.8000e-01 +3.8094e-01 -2.5116e-02 -4.3358e-01 +4.2339e-01 -8.0915e-02 +4.4269e-01 +5.8807e-01 -1.9045e-01 -3.9330e-01 -6.4927e-02 +4.5315e-01 +1.7005e-01 +3.2058e-01 +2.7078e-01 +5.9748e-01 +2.5763e-01
2 +1.296686619e+08 +1.296686619e+08 +1.296686438e+08 +1.296686438e+08 +6.2971e-01 -1.6680e-01 +2.6436e-02 -3.6523e-01 -2.3306e-01 -3.4371e-01 -5.9121e-01 -3.3552e-01 +3.2387e-01 +1.4370e-01 -2.5376e-01 -6.9569e-01 -2.7120e-02 +6.8037e-01 +6.4489e-01 +3.1717e-01 +2.7882e-01 -8.0672e-01 +2.0998e-01 +1.2531e-01
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.569662788e+07 +9.569662788e+07 +9.569666565e+07 +9.569666565e+07 -2.6806e-01 -4.9206e-01 -3.4371e-01 -2.2246e-01 +7.2644e-02 -1.3518e-01 -2.8581e-01 -5.3399e-02 +1.7251e-01 +3.8545e-02 -1.9089e-01 +8.5055e-01 -2.5888e-01 -5.1432e-01 -2.1054e-02 +1.1621e-01 +3.4862e-01 -5.4708e-01 -8.6404e-01 +3.5219e-03
% function evaluation | noise-free fitness - Fopt (-6.720000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.896796937e+08 +2.896796937e+08 +2.896796265e+08 +2.896796265e+08 -3.1047e-01 -1.0501e-01 -9.6952e-01 +3.6507e-01 +1.3145e-01 +2.5795e-02 +2.5423e-01 +5.7120e-01 +4.9032e-01 -5.5625e-01 +5.2140e-01 +3.0908e-01 -5.8656e-01 +3.5440e-02 +3.3011e-01 -4.5597e-01 +8.0494e-01 -8.0672e-02 -2.3494e-01 +9.4255e-01
