% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.539790754e+01 +6.539790754e+01 +1.367479075e+02 +1.367479075e+02
5 +6.066795951e+01 +6.066795951e+01 +1.320179595e+02 +1.320179595e+02
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.350203168e+01 +8.350203168e+01 -2.717179683e+02 -2.717179683e+02
37 +5.949158741e+01 +5.949158741e+01 -2.957284126e+02 -2.957284126e+02
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.144148653e+02 +1.144148653e+02 +2.135848653e+02 +2.135848653e+02
4 +7.741836872e+01 +7.741836872e+01 +1.765883687e+02 +1.765883687e+02
10 +5.614871412e+01 +5.614871412e+01 +1.553187141e+02 +1.553187141e+02
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.371034041e+01 +6.371034041e+01 -4.541996596e+02 -4.541996596e+02
5 +6.115828178e+01 +6.115828178e+01 -4.567517182e+02 -4.567517182e+02
118 +3.701444064e+01 +3.701444064e+01 -4.808955594e+02 -4.808955594e+02
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.179113702e+01 +9.179113702e+01 +3.458113702e+01 +3.458113702e+01
3 +6.044159702e+01 +6.044159702e+01 +3.231597024e+00 +3.231597024e+00
% function evaluation | noise-free fitness - Fopt (6.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.198283556e+01 +8.198283556e+01 +8.875283556e+01 +8.875283556e+01
4 +5.747314551e+01 +5.747314551e+01 +6.424314551e+01 +6.424314551e+01
% function evaluation | noise-free fitness - Fopt (-1.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.018941144e+01 +8.018941144e+01 +6.940941144e+01 +6.940941144e+01
4 +5.033678239e+01 +5.033678239e+01 +3.955678239e+01 +3.955678239e+01
% function evaluation | noise-free fitness - Fopt (-1.645900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.820763442e+01 +7.820763442e+01 -8.638236558e+01 -8.638236558e+01
29 +6.127600452e+01 +6.127600452e+01 -1.033139955e+02 -1.033139955e+02
% function evaluation | noise-free fitness - Fopt (-1.429800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.530800177e+01 +7.530800177e+01 -6.767199823e+01 -6.767199823e+01
24 +6.002845094e+01 +6.002845094e+01 -8.295154906e+01 -8.295154906e+01
% function evaluation | noise-free fitness - Fopt (2.468600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.004472540e+01 +9.004472540e+01 +3.369047254e+02 +3.369047254e+02
3 +5.730856728e+01 +5.730856728e+01 +3.041685673e+02 +3.041685673e+02
% function evaluation | noise-free fitness - Fopt (1.392300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.559722724e+01 +5.559722724e+01 +1.948272272e+02 +1.948272272e+02
% function evaluation | noise-free fitness - Fopt (-1.838000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.899197723e+01 +9.899197723e+01 +8.061197723e+01 +8.061197723e+01
2 +6.264826023e+01 +6.264826023e+01 +4.426826023e+01 +4.426826023e+01
% function evaluation | noise-free fitness - Fopt (-3.928400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.496894280e+02 +1.496894280e+02 -2.431505720e+02 -2.431505720e+02
4 +9.478298969e+01 +9.478298969e+01 -2.980570103e+02 -2.980570103e+02
84 +6.251846812e+01 +6.251846812e+01 -3.303215319e+02 -3.303215319e+02
% function evaluation | noise-free fitness - Fopt (2.292200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.035563211e+01 +8.035563211e+01 +3.095756321e+02 +3.095756321e+02
2 +6.298203912e+01 +6.298203912e+01 +2.922020391e+02 +2.922020391e+02
% function evaluation | noise-free fitness - Fopt (-2.444600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.043720664e+01 +7.043720664e+01 -1.740227934e+02 -1.740227934e+02
25 +5.982570762e+01 +5.982570762e+01 -1.846342924e+02 -1.846342924e+02
