% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.243081900e+01 +7.243081900e+01 +1.437808190e+02 +1.437808190e+02 +4.1842e-01 +1.7282e-01 +6.4432e-01 +7.0083e-01 +3.2967e-01 +2.7696e-02 -2.8137e-02 +4.1677e-01 -6.4885e-01 -1.9080e-01 +4.6167e-01 +6.6606e-01 -1.2860e-01 -6.3806e-01 +3.7115e-01 +5.6413e-01 +1.0861e-01 -2.5719e-01 +4.8945e-01 -5.8166e-01
7 +5.793915036e+01 +5.793915036e+01 +1.292891504e+02 +1.292891504e+02 +5.8805e-01 +7.9007e-02 -7.0050e-01 -1.5268e-01 +2.4693e-01 -2.3989e-01 +2.8615e-01 -6.1900e-01 -7.6827e-01 +8.6348e-01 -2.9507e-01 +4.3119e-02 +3.8294e-01 +1.8917e-01 +2.0279e-01 +1.3714e-01 +9.6987e-02 +9.2202e-01 -3.8893e-01 +1.8066e-01
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.351315286e+01 +9.351315286e+01 -2.617068471e+02 -2.617068471e+02 -2.8147e-01 -8.1604e-02 -4.0550e-01 -1.6918e-01 +8.6218e-01 +8.2886e-01 -1.5329e-01 -3.3610e-01 -1.8215e-01 -1.1273e-01 +8.9572e-01 -2.1664e-01 -3.8679e-01 +1.8575e-01 +2.4221e-01 +5.6093e-01 -1.7146e-02 -3.8869e-01 -1.4237e-01 +2.6637e-01
4 +3.591433611e+01 +3.591433611e+01 -3.193056639e+02 -3.193056639e+02 -3.7654e-01 -9.2971e-02 -3.0797e-01 -1.4828e-01 -8.2374e-01 +5.4373e-01 -3.3366e-01 -3.7886e-01 -8.7171e-02 +3.8365e-01 -3.2671e-02 -4.5845e-01 +8.0281e-01 +3.7945e-01 -1.0126e-01 +3.9393e-01 +6.1211e-01 +1.7537e-01 -7.5879e-01 -2.3473e-01
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.087098524e+01 +7.087098524e+01 +1.700409852e+02 +1.700409852e+02 -6.9318e-01 +6.4938e-01 +6.4655e-01 +3.3072e-01 -1.7420e-01 +1.3575e-01 +1.6877e-01 +3.5848e-02 -4.2849e-01 -1.1918e-02 -4.1571e-01 -6.4738e-01 +9.0863e-01 +1.7667e-02 -3.8851e-01 -6.3269e-02 -3.9870e-01 -9.9726e-02 -9.7325e-02 +2.3092e-01
7 +5.778808479e+01 +5.778808479e+01 +1.569580848e+02 +1.569580848e+02 -8.2243e-01 +3.9048e-01 -5.3120e-01 +4.6912e-01 -3.5850e-01 +5.4102e-02 +8.7816e-01 +4.1675e-02 -1.5300e-01 -5.5023e-01 +8.8036e-02 +2.7903e-01 -1.0930e-01 -5.5615e-01 -1.7793e-02 -4.8931e-01 -1.3090e-01 -1.2104e-01 -5.1981e-02 +6.8846e-01
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.216834240e+01 +7.216834240e+01 -4.457416576e+02 -4.457416576e+02 +2.1851e-01 -2.5092e-01 +1.9570e-01 -6.8615e-01 -5.9267e-01 -6.7750e-02 +7.0624e-01 -5.9597e-01 -2.4626e-01 -3.1081e-02 +2.9635e-01 -6.5988e-01 -3.7687e-01 +6.3062e-01 -3.1900e-01 -9.0096e-01 +4.1115e-01 +1.0225e-01 -2.9415e-01 +8.5330e-01
