% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.758966664e+02 +9.758966664e+02 +5.138066664e+02 +5.138066664e+02 +1.1155e-01 +3.4439e-01 -5.9101e-01 +2.8287e-01 -4.9233e-01 -4.4011e-01 -4.5250e-01 +1.5189e-01 -1.7612e-01 +1.7291e-01 -6.5353e-01 +4.4262e-01 +4.6847e-01 +2.6295e-01 -2.7225e-01 -3.8109e-01 +3.7718e-01 -2.7002e-01 +1.6738e-01 +3.3973e-01
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.910282217e+02 +8.910282217e+02 +9.686882217e+02 +9.686882217e+02 -2.0856e-01 +8.6779e-01 +3.3405e-01 -3.2750e-01 +3.5774e-01 -3.7335e-01 -9.1047e-02 +5.3319e-01 +5.9199e-01 -7.7960e-03 +4.4014e-02 -6.5491e-02 -1.8202e-01 -6.1637e-04 +1.2413e-01 +1.2820e-01 +3.2769e-02 -5.1111e-02 -2.7480e-01 -2.6279e-01
53 +5.901802554e+02 +5.901802554e+02 +6.678402554e+02 +6.678402554e+02 +6.0889e-01 +1.3265e-01 +9.6051e-02 -7.8208e-01 -2.7990e-01 +8.7174e-01 +6.5899e-01 +8.4551e-02 +2.8843e-04 -7.0969e-01 +1.8100e-02 +7.2364e-02 +8.5562e-03 +1.7978e-01 -2.5191e-01 -4.9193e-01 -7.4411e-01 -8.0930e-01 -9.0807e-02 -8.1031e-01
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.625900444e+02 +7.625900444e+02 +8.782700444e+02 +8.782700444e+02 -4.1800e-01 -2.8425e-01 +1.6056e-01 +6.8171e-01 +1.1328e-01 +5.9152e-02 +5.4244e-02 -6.6303e-01 +5.3562e-02 -2.2460e-02 +3.0063e-01 -7.7269e-01 -6.4939e-01 +3.4449e-01 -5.0512e-01 -5.1509e-04 -3.3646e-01 -6.5417e-01 -1.1501e-01 -2.4834e-01
94 +6.151140504e+02 +6.151140504e+02 +7.307940504e+02 +7.307940504e+02 +5.4379e-01 -6.4232e-02 +3.5783e-01 +2.3429e-01 -1.0572e-02 -5.5527e-01 +2.3087e-01 +4.6285e-01 -2.4041e-02 -1.3826e-01 +7.7525e-01 -2.1925e-01 +1.1473e-02 +1.6340e-01 +2.2117e-01 -3.9902e-01 +2.3719e-01 +5.6172e-01 +7.2502e-01 +5.9106e-02
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.694208555e+02 +8.694208555e+02 +8.657108555e+02 +8.657108555e+02 +4.9446e-01 +5.1827e-01 -2.8873e-01 -1.8718e-02 +7.0453e-01 -2.2991e-01 +9.3908e-01 +1.7918e-01 -6.1539e-02 -2.9502e-01 -3.5985e-02 +5.4201e-02 +5.5520e-01 +7.0486e-01 -1.9010e-01 -5.7613e-01 -1.6393e-01 -3.6240e-01 +1.7345e-01 -2.0629e-01
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
