% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.444198509e+04 +1.444198509e+04 +1.459113509e+04 +1.459113509e+04 +1.1753e-01 +5.5959e-01 -6.6480e-03 -6.6830e-01 -6.6726e-01 -7.4190e-01 +2.8764e-01 +6.1337e-01 +3.0389e-01 +1.4284e-01 -9.1962e-01 +4.5795e-01 +8.5580e-01 -1.0093e-01 -3.4720e-01 +3.2854e-01 +2.0118e-01 +6.8367e-01 -1.4476e-01 +2.3683e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.600991820e+04 +7.600991820e+04 +7.500991820e+04 +7.500991820e+04 +1.9798e-01 +8.7432e-01 +7.9994e-01 +4.6095e-01 +4.2861e-01 +8.8994e-01 +2.1134e-01 -2.4685e-01 +7.9715e-01 -2.2006e-01 +1.6051e-01 +1.8165e-01 +3.8046e-01 -2.9635e-01 +1.0769e-01 +6.2567e-02 +7.9945e-01 -3.1169e-01 -8.0718e-02 -3.1727e-01
14 +5.829585923e+04 +5.829585923e+04 +5.729585923e+04 +5.729585923e+04 -5.0722e-01 +4.5618e-01 +6.9128e-01 -1.7181e-01 -6.4966e-01 +7.5226e-01 +2.5067e-01 -5.6872e-02 -3.7521e-01 +5.4629e-01 -7.5337e-01 +2.3957e-02 +3.4413e-01 -4.1311e-01 -7.8494e-02 -4.0636e-01 +1.7099e-01 -1.0635e-01 +6.3386e-01 +3.9504e-01
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.753099128e+04 +9.753099128e+04 +9.762961128e+04 +9.762961128e+04 -1.5269e-01 -2.3823e-02 -1.9720e-01 +1.7825e-01 -7.6959e-01 +2.0782e-01 +6.6193e-01 -7.3966e-02 -5.6361e-01 +3.6729e-01 -1.2728e-01 -6.2898e-01 +8.2240e-02 +6.0802e-01 -2.1206e-01 +3.0198e-01 +3.2213e-01 -3.7374e-01 -4.7119e-01 +1.8600e-01
83 +5.723930980e+04 +5.723930980e+04 +5.733792980e+04 +5.733792980e+04 +2.0748e-01 -7.2764e-01 -6.5898e-01 +1.5218e-01 -5.1249e-02 +1.2697e-01 +5.5059e-02 -8.6122e-01 -6.0959e-01 +2.1543e-01 -4.6005e-02 -6.3777e-01 -4.7129e-01 -9.6488e-02 -2.4140e-01 -5.4169e-01 -2.6516e-01 +4.4538e-01 -6.0213e-01 +3.1515e-02
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.702249602e+04 +8.702249602e+04 +8.697534602e+04 +8.697534602e+04 -7.0484e-01 -9.0294e-02 -1.6149e-01 -4.1688e-03 -1.5629e-01 +2.1462e-01 +2.6713e-01 +2.8234e-01 +6.8421e-01 -4.1270e-01 -6.0371e-01 -5.6714e-01 +5.0761e-02 -1.0003e-01 +2.4297e-01 -7.9181e-01 +6.8686e-01 +6.3334e-01 -7.5336e-01 -3.0177e-02
11 +6.254734075e+04 +6.254734075e+04 +6.250019075e+04 +6.250019075e+04 -3.1993e-01 -3.5449e-01 -9.4718e-01 -2.0777e-01 -2.2594e-01 +2.9442e-01 -1.1328e-01 -4.7953e-01 -5.7475e-01 -1.0867e-01 +6.3209e-02 +8.4691e-02 +4.3413e-01 -2.5676e-01 +3.2052e-02 -2.9663e-01 +2.8607e-02 +9.6665e-02 +8.3910e-02 +7.6242e-01
