% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.784723716e+02 +8.784723716e+02 +1.002302372e+03 +1.002302372e+03 -9.4496e-01 -7.7775e-01 -2.8781e-02 -7.4483e-01 +3.0902e-01 +4.7419e-01 -4.5160e-01 +2.2576e-01 +4.8685e-01 -3.1408e-01 -8.1907e-01 +1.5230e-01 +1.2734e-01 -9.0416e-02 -7.7579e-01 +4.2381e-01 -7.9386e-02 +3.6357e-01 +5.7953e-01 +4.3788e-01
2 +4.635654406e+02 +4.635654406e+02 +5.873954406e+02 +5.873954406e+02 +3.1460e-01 +1.6061e-02 +1.0488e-01 +2.4089e-02 -1.6398e-01 +1.2151e-01 -2.1082e-02 +3.1688e-01 -5.4938e-01 +2.0631e-01 -5.0929e-01 +6.4854e-01 -1.6179e-01 -8.8581e-02 +5.6431e-01 -6.0894e-01 +3.4587e-01 +3.0966e-01 +1.4418e-01 -1.4724e-01
7 +3.895997425e+02 +3.895997425e+02 +5.134297425e+02 +5.134297425e+02 -1.7225e-01 +4.8810e-01 -4.7799e-04 -3.6442e-01 +2.1769e-01 +3.5551e-01 -3.6864e-01 -5.5745e-01 -1.3107e-01 +7.5609e-02 -1.4530e-01 -2.1013e-01 +4.0537e-01 +1.2268e-01 -1.4682e-01 -5.8219e-02 -3.4642e-01 +5.5028e-01 +3.9601e-01 -5.0103e-01
22 +1.775998250e+02 +1.775998250e+02 +3.014298250e+02 +3.014298250e+02 -7.6405e-02 -4.2951e-01 +2.4315e-01 +4.6433e-01 -2.9857e-01 +2.8023e-01 +5.0020e-01 +2.0650e-01 +9.7736e-02 -5.2872e-01 +4.2016e-01 +6.5413e-02 +4.7717e-01 -3.7646e-01 -1.8449e-02 +2.1507e-01 -6.8597e-01 +4.1397e-01 -3.3287e-01 +3.8345e-01
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.066925011e+02 +3.066925011e+02 +3.542025011e+02 +3.542025011e+02 +2.2463e-01 -5.7947e-01 -3.2962e-02 +2.4276e-01 -5.7134e-01 -2.0893e-01 -5.0705e-01 +3.3354e-01 -8.0344e-02 +5.2176e-01 +7.5891e-01 -3.4556e-01 -2.4826e-01 -6.4289e-03 -5.8618e-02 -4.8980e-01 +4.6201e-01 +5.3400e-02 -3.6502e-02 +3.0376e-01
37 +2.494100446e+02 +2.494100446e+02 +2.969200446e+02 +2.969200446e+02 +1.0801e-01 +4.8638e-01 -3.5102e-01 -2.0223e-01 +1.1795e-01 -2.2117e-01 +1.4111e-01 -4.0123e-01 +7.2339e-01 +2.9184e-01 +8.0805e-01 +2.6817e-01 +3.3190e-02 -4.9405e-01 +4.7810e-01 +8.5100e-03 -1.1464e-01 +3.5246e-01 -3.7988e-02 +1.4475e-01
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.615777822e+02 +3.615777822e+02 +4.169177822e+02 +4.169177822e+02 -5.1511e-01 +1.0877e-02 -3.0799e-01 +5.8442e-01 +2.0291e-01 +4.8679e-01 -1.2274e-01 +5.8650e-01 -1.9937e-01 +6.8823e-01 +3.0164e-01 +2.5105e-01 -2.3081e-01 -2.9068e-01 +2.4795e-01 -4.1063e-01 +6.5771e-01 +3.5724e-01 +9.9041e-02 -5.7501e-01
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.191317765e+02 +3.191317765e+02 +2.288017765e+02 +2.288017765e+02 +3.3076e-01 -1.8831e-01 -2.4350e-01 -1.4022e-01 -9.3280e-02 +1.5459e-01 +2.7916e-01 +6.0778e-04 +1.7671e-01 +4.5115e-01 +1.1942e-01 -2.5177e-01 -3.4625e-01 +3.8471e-01 +1.4822e-02 -1.5019e-01 -3.9350e-03 +3.9295e-01 +2.8750e-02 +1.6389e-01
94 +2.288165127e+02 +2.288165127e+02 +1.384865127e+02 +1.384865127e+02 +2.3065e-01 +3.1819e-01 +2.1124e-01 -1.0214e-01 +3.6229e-01 -4.0551e-01 +5.1556e-01 +1.7991e-01 -6.0925e-02 -7.9322e-03 +1.7585e-01 -3.8411e-01 -1.6476e-02 -6.4568e-03 +1.9407e-01 +2.0128e-01 -1.6385e-01 +2.8279e-02 +1.3601e-01 +1.4146e-01
% function evaluation | noise-free fitness - Fopt (6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.406051091e+02 +7.406051091e+02 +8.062151091e+02 +8.062151091e+02 -6.0962e-01 +4.6208e-01 +4.2286e-02 -3.4597e-01 -2.1395e-01 +2.0748e-01 +1.2628e-02 +1.6087e-01 +5.9880e-01 +2.5853e-01 +9.0261e-02 -4.1953e-02 +2.2727e-01 +1.0100e-01 -5.0845e-01 +9.3398e-02 +3.7613e-01 -1.5911e-01 -1.4634e-01 +8.3187e-01
8 +5.683596461e+02 +5.683596461e+02 +6.339696461e+02 +6.339696461e+02 -2.9736e-01 -2.6787e-01 -1.1263e-01 -5.7490e-01 -6.2037e-01 -5.1701e-01 -3.9065e-01 +3.0969e-01 +3.7871e-01 -2.0537e-01 +2.8672e-01 -4.1809e-01 +3.0222e-01 +6.4795e-01 -6.0260e-01 -7.4804e-01 -1.0425e-01 -5.9400e-02 -3.1927e-01 -3.4458e-01
9 +3.432975029e+02 +3.432975029e+02 +4.089075029e+02 +4.089075029e+02 -4.9423e-01 -6.3860e-01 -6.0092e-02 -1.4418e-01 -9.5449e-03 +2.2350e-01 +9.9892e-02 -5.7900e-01 +2.5328e-01 -3.5798e-01 -3.2372e-01 +1.2213e-01 -3.5222e-01 +1.0549e-01 +1.8376e-01 +1.4796e-01 -1.2750e-01 -1.7033e-01 +4.1445e-01 -4.0148e-01
