% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.974405885e+04 +1.974405885e+04 +1.919755885e+04 +1.919755885e+04 +2.3288e-01 -7.7688e-02 +5.1317e-01 -4.7998e-01 -7.6601e-03 -2.8337e-01 -1.4864e-01 +2.4090e-01 -5.1148e-01 -2.2560e-01 +1.5592e-01 +8.3174e-01 -8.8651e-01 -4.7411e-01 -1.7741e-01 +4.0865e-01 -2.7492e-01 -2.5017e-02 -7.3244e-02 +5.6830e-01
2 +1.448281896e+04 +1.448281896e+04 +1.393631896e+04 +1.393631896e+04 +1.6008e-01 +6.8180e-01 +4.0485e-01 -1.6139e-01 +2.2924e-01 +1.9673e-01 -2.5111e-01 +3.0728e-01 -6.7559e-02 +6.0733e-02 -4.6532e-01 +6.7237e-01 +1.0182e-01 -1.7512e-02 -6.7887e-01 +1.1464e-02 +1.0715e-02 -8.9158e-01 -1.8169e-01 +1.8042e-01
39 +9.298281796e+03 +9.298281796e+03 +8.751781796e+03 +8.751781796e+03 -2.0848e-01 -2.0549e-01 -2.5220e-01 +3.1777e-01 -4.4876e-02 +3.6192e-02 -6.8786e-01 -2.5698e-01 -2.0990e-01 +3.1418e-01 -2.5359e-01 +4.0445e-01 -1.6322e-01 -1.1534e-01 -3.7849e-01 +2.0529e-01 +5.7846e-01 -6.3600e-01 -3.9738e-01 +3.9664e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.446398454e+04 +2.446398454e+04 +2.546398454e+04 +2.546398454e+04 -1.4358e-01 +4.3990e-01 +2.6611e-01 -3.8196e-01 +7.1940e-01 +4.4623e-02 +1.2716e-02 +4.9471e-01 -4.2248e-01 +2.4981e-01 -3.9855e-01 +1.2361e-01 +4.0640e-03 +4.9285e-02 +2.2800e-02 +6.3625e-01 -9.3006e-02 +7.2155e-01 -2.9013e-01 +3.0818e-01
11 +1.455170403e+04 +1.455170403e+04 +1.555170403e+04 +1.555170403e+04 -4.4107e-01 -4.7582e-01 -3.2949e-01 -5.4674e-02 -8.5441e-01 +2.0002e-01 +2.1873e-01 +3.8902e-01 -6.6024e-01 -1.7783e-01 -1.5435e-02 +5.1313e-02 +1.2570e-01 +7.7047e-01 +2.2310e-03 -2.3444e-01 -3.9841e-01 +2.4459e-01 -2.1014e-01 +7.7737e-01
20 +5.340441055e+03 +5.340441055e+03 +6.340441055e+03 +6.340441055e+03 -3.2524e-02 +7.1355e-01 +7.8552e-02 +4.0911e-01 +5.0829e-01 -6.9451e-02 -5.0130e-01 +5.1192e-01 +2.2221e-02 -2.1754e-01 +7.2377e-01 +1.8993e-01 +1.0097e-01 -4.2441e-01 -4.7917e-01 -1.1429e-01 -3.6769e-01 -6.5900e-01 -5.5504e-01 +4.7059e-01
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.661937296e+03 +7.661937296e+03 +7.870317296e+03 +7.870317296e+03 +5.4321e-01 +3.3480e-01 -2.3249e-01 -5.1665e-01 +3.0246e-01 +1.3590e-01 -2.6697e-02 -7.2563e-02 +1.6299e-01 -1.5410e-01 -4.2183e-01 -4.4014e-01 -7.4925e-01 -2.3236e-01 +7.0436e-01 -5.6888e-01 +1.9943e-02 +4.3675e-01 +8.9275e-02 +6.5632e-01
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
