% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.101675402e+05 +9.101675402e+05 +9.102034402e+05 +9.102034402e+05 -4.2857e-01 +8.6367e-01 +9.2523e-01 -4.5415e-01 -5.3766e-01 +3.9367e-01 +1.9366e-01 +3.5604e-01 +8.2197e-01 +3.9094e-01 -6.7123e-01 +1.7864e-01 +3.6959e-01 -9.0025e-02 +5.5752e-02 +3.6174e-02 -7.4491e-01 -7.0380e-01 -1.5110e-01 +5.1767e-01
12 +6.104865944e+05 +6.104865944e+05 +6.105224944e+05 +6.105224944e+05 -1.4777e-01 +1.0352e-01 +4.1639e-01 +7.0686e-01 +2.1954e-01 -8.3928e-01 +3.8270e-01 -3.8129e-01 -1.3108e-01 -5.0672e-01 +6.4757e-01 +5.5545e-01 -2.3655e-01 -6.2285e-01 +9.8246e-02 -1.7817e-01 +1.3598e-01 +1.8775e-01 +3.1682e-01 -7.4343e-01
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.422715095e+05 +4.422715095e+05 +4.423028795e+05 +4.423028795e+05 -3.1379e-01 -9.7438e-02 -1.1676e-01 -6.6800e-01 +2.7954e-01 -2.1901e-01 -5.7170e-01 +6.5648e-01 -4.0754e-01 -7.4565e-01 -2.3923e-02 +4.1058e-02 +5.5128e-01 +3.1835e-01 +2.5988e-01 -7.6962e-01 -1.3916e-01 +1.9500e-01 -6.2978e-02 +8.0646e-02
6 +3.213329260e+05 +3.213329260e+05 +3.213642960e+05 +3.213642960e+05 +6.5957e-02 +1.1077e-01 -2.7687e-01 +5.6329e-01 -3.1140e-01 +5.5329e-01 +3.0867e-01 +3.1877e-02 -2.2404e-01 -7.7599e-01 -6.3886e-01 -5.6532e-02 +5.0960e-01 -1.0671e-02 +2.3462e-01 +5.2045e-01 -3.9467e-01 -4.5381e-01 +2.4554e-01 -3.3583e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.340140777e+05 +3.340140777e+05 +3.330140777e+05 +3.330140777e+05 +2.4435e-01 -3.2886e-01 -4.2540e-02 -2.8712e-01 -5.0755e-01 -3.6859e-01 +7.8750e-01 +4.1018e-01 -7.7219e-01 +5.9736e-01 +4.3138e-02 -4.1678e-01 +5.2182e-01 +1.3758e-01 +2.6737e-01 -1.1615e-01 +4.7803e-01 -1.5282e-01 +5.3996e-01 +4.2502e-01
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.024256119e+06 +1.024256119e+06 +1.024388039e+06 +1.024388039e+06 -2.0348e-01 -4.3041e-01 +9.7823e-02 -1.0110e-01 +5.5429e-01 -4.0166e-01 +1.0090e-02 -1.4186e-01 +2.3125e-01 -2.6112e-01 -1.7011e-01 +7.0577e-02 +3.3774e-01 +4.8526e-01 +1.7675e-01 -1.4176e-01 -2.3320e-01 +8.0040e-01 +2.5256e-01 -3.8951e-02
2 +8.185723224e+05 +8.185723224e+05 +8.187042424e+05 +8.187042424e+05 -4.7178e-01 +2.3306e-01 -4.9968e-01 +7.5341e-01 -1.8766e-01 -5.8956e-01 -4.6262e-01 -2.0983e-01 +5.5861e-01 -1.1011e-03 -3.0684e-01 +3.6675e-01 +1.2298e-01 -1.8100e-01 +2.8208e-01 +2.6367e-01 -6.4956e-02 +3.0460e-01 -4.8200e-01 +3.0032e-01
