% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.443837256e+02 +3.443837256e+02 +4.206537256e+02 +4.206537256e+02 -3.6200e-02 -3.6369e-01 -7.2370e-01 +6.1816e-01 -1.5149e-01 +7.4756e-01 -1.0205e-01 -6.1406e-01 +7.9059e-01 +2.5911e-02 +7.9524e-01 +4.3165e-01 +5.0900e-01 -3.7617e-02 +7.7495e-02 +4.9576e-01 -3.9283e-01 +1.6245e-02 -8.0971e-01 -6.6774e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.708166746e+05 +3.708166746e+05 +3.707941246e+05 +3.707941246e+05 +4.3950e-02 +1.2480e-01 +4.3909e-01 +3.0018e-01 -8.4487e-02 +6.1196e-02 +3.0281e-01 +1.8439e-01 -3.1453e-02 +2.2805e-01 -6.1366e-01 +7.9253e-02 -7.6324e-01 -2.9005e-01 +1.1804e-01 +7.6188e-01 -2.8315e-01 -2.7130e-01 -1.8701e-01 +4.0207e-01
3 +2.144178260e+05 +2.144178260e+05 +2.143952760e+05 +2.143952760e+05 +2.7359e-01 +3.6335e-01 +1.7358e-01 -5.9059e-01 +2.1188e-01 +2.0187e-01 +1.6415e-01 -2.4912e-02 +2.0199e-01 -7.4351e-02 +1.5722e-01 +5.1076e-01 -2.9821e-01 +4.9268e-01 -2.0254e-01 +6.3837e-02 +4.1790e-01 -5.8918e-01 -5.5517e-02 -1.5117e-01
5 +7.876061740e+04 +7.876061740e+04 +7.873806740e+04 +7.873806740e+04 +5.3063e-02 +3.5050e-01 +2.4106e-01 +4.6443e-02 +3.6338e-01 +8.6497e-01 +2.2188e-01 -3.5016e-01 -9.5336e-02 -3.8032e-01 +4.8704e-01 +7.2061e-02 -4.5792e-01 +1.8649e-01 -4.2344e-01 +2.1017e-01 -4.6828e-01 +7.0909e-01 +2.6180e-01 -2.8504e-01
12 +6.306629676e+03 +6.306629676e+03 +6.284079676e+03 +6.284079676e+03 +1.2260e-01 +1.7931e-01 +1.8862e-01 +5.7010e-01 +5.9287e-01 +2.1260e-01 -4.9216e-02 +1.6238e-01 -6.6581e-01 -4.3553e-01 +1.1862e-01 +3.3442e-01 -6.3776e-02 +1.6018e-01 +5.1438e-01 +3.9777e-01 +4.5334e-01 +8.2187e-02 +1.9949e-02 +6.7353e-01
22 +1.137975829e+03 +1.137975829e+03 +1.115425829e+03 +1.115425829e+03 +8.6385e-01 -7.5361e-01 +3.3246e-02 +6.8923e-01 +2.8810e-01 -9.4694e-01 -6.5319e-01 +1.4272e-01 +1.6074e-01 -3.0080e-01 -2.2784e-02 -3.5847e-01 -2.4441e-02 +1.4730e-01 -7.1338e-01 -9.0617e-02 +6.9817e-01 +2.7383e-01 +5.9087e-01 +8.0828e-02
51 +9.168985239e+01 +9.168985239e+01 +6.913985239e+01 +6.913985239e+01 +2.1791e-01 -3.3161e-01 -3.8346e-01 -3.9341e-01 +2.8846e-01 +2.4258e-01 -3.5762e-01 +1.1859e-02 +2.1894e-03 +7.4087e-02 +9.9207e-02 +9.2595e-01 +5.1021e-01 +7.8198e-01 -6.2888e-01 -1.0700e-01 -1.8672e-01 -3.6000e-02 +4.3669e-01 -4.2438e-01
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.937985124e+04 +1.937985124e+04 +1.939351124e+04 +1.939351124e+04 +1.3867e-01 +2.8127e-01 -4.5759e-01 +4.1412e-01 -3.7533e-01 +1.0317e-01 -2.5029e-01 -2.2256e-01 +3.6949e-01 +5.8646e-01 -5.5416e-01 -6.0075e-01 +3.5157e-01 +1.7444e-01 +4.4036e-01 -4.1874e-01 -1.2556e-01 +3.8997e-01 -5.5326e-01 -2.5883e-01
10 +3.642105283e+03 +3.642105283e+03 +3.655765283e+03 +3.655765283e+03 -7.7038e-01 +6.1929e-01 -1.4413e-01 -2.7308e-01 +1.6325e-01 -1.1691e-01 -2.9273e-01 +2.5874e-01 -5.3448e-02 -3.6214e-01 +4.2012e-01 -5.9524e-01 -4.4751e-01 -1.8563e-01 +1.6047e-01 -1.3465e-01 -8.3475e-01 -5.9899e-01 +1.9338e-01 -8.8269e-01
