% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.069899064e+07 +1.069899064e+07 +1.069878076e+07 +1.069878076e+07 -5.2811e-01 +2.8698e-01 +8.1142e-01 -6.3806e-01 -5.1017e-02 -7.7458e-01 -4.7113e-01 +7.1949e-01 -4.8256e-01 +3.7648e-01 +5.6176e-01 -7.5033e-02 +1.6294e-01 -1.7387e-01 -2.6678e-01 -2.4771e-01 +1.4096e-01 -5.4341e-01 -4.4895e-01 -6.9498e-02
6 +9.524039023e+06 +9.524039023e+06 +9.523829143e+06 +9.523829143e+06 +3.2455e-01 -1.5769e-01 +7.6390e-01 +3.8599e-01 +1.7730e-01 -9.7907e-02 -1.6623e-01 +3.3956e-01 -7.3267e-01 -2.4247e-01 -5.3131e-01 +1.4181e-01 +7.1149e-01 -5.2465e-02 +4.0377e-01 +1.5957e-01 -2.6308e-01 +3.1099e-01 -7.2126e-02 +2.9825e-01
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.992855307e+06 +9.992855307e+06 +9.992763217e+06 +9.992763217e+06 +7.6036e-02 -1.6151e-03 +2.1013e-01 +1.0716e-01 +2.5710e-01 -3.5629e-02 -3.3976e-01 -4.6841e-01 +4.0194e-02 -6.7854e-01 +9.9028e-02 +2.9494e-01 -8.4868e-02 -6.1669e-01 -6.8252e-03 -3.6451e-01 -1.0605e-01 -1.7231e-01 -5.2000e-01 -4.2453e-02
54 +5.745611480e+06 +5.745611480e+06 +5.745519390e+06 +5.745519390e+06 -4.1584e-01 +3.2754e-01 -1.9591e-01 -2.1931e-01 -9.6389e-02 -2.9083e-01 -3.1942e-01 -6.3298e-01 +5.8128e-01 -7.9627e-02 -4.1677e-01 +3.3880e-01 -4.4898e-01 -2.0854e-01 +5.4050e-01 +9.4113e-01 +5.0212e-02 +4.2803e-01 +4.9211e-01 -8.1968e-01
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.023471943e+07 +1.023471943e+07 +1.023463154e+07 +1.023463154e+07 +8.9768e-02 +6.3438e-01 -8.2737e-01 -1.9385e-01 +2.3137e-01 +7.3039e-01 -4.1213e-02 +1.6325e-01 +2.1253e-01 -4.5866e-01 -6.5906e-01 +5.1373e-01 +3.4594e-01 -2.7799e-01 +6.2465e-02 -5.8482e-02 +3.3857e-01 +3.7641e-01 +7.5497e-01 +3.3105e-01
2 +8.886976199e+06 +8.886976199e+06 +8.886888309e+06 +8.886888309e+06 -8.6313e-01 -2.1194e-01 -3.0822e-01 +1.2039e-02 +5.6135e-02 +3.7596e-01 -6.3171e-01 -2.0243e-01 -2.8432e-01 +3.7331e-01 +1.5062e-01 +3.9629e-01 +3.4751e-01 -1.2505e-01 -6.0056e-01 +5.7761e-01 -2.5606e-01 -4.7728e-03 +4.5022e-01 +7.3187e-01
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.892050535e+06 +7.892050535e+06 +7.892370725e+06 +7.892370725e+06 -4.5865e-01 +1.7066e-01 +3.4679e-01 -5.8419e-01 -1.8916e-01 -6.6538e-02 -6.2747e-01 +4.1434e-01 -8.4657e-01 -1.2817e-01 -1.0362e-01 -7.6727e-02 -2.5431e-01 +2.4002e-01 +3.6751e-02 +7.9853e-02 -3.0763e-01 +1.2035e-01 +2.9235e-03 -1.3350e-01
3 +4.602871114e+06 +4.602871114e+06 +4.603191304e+06 +4.603191304e+06 -5.8935e-01 -5.0143e-01 -3.5584e-01 +8.0535e-02 -1.0137e-01 -1.0787e-01 +4.9753e-02 -2.3533e-01 -4.3079e-01 +4.0120e-02 -3.3310e-01 +5.1917e-01 -5.5077e-01 -3.4105e-01 -5.4271e-01 +2.1194e-02 +4.1000e-01 -1.9238e-01 +1.8804e-01 +9.0493e-01
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.810451801e+07 +1.810451801e+07 +1.810441377e+07 +1.810441377e+07 +2.0676e-01 -2.3130e-01 +7.6145e-01 +3.2924e-01 +7.7957e-01 -2.2897e-01 +8.8387e-02 -2.7230e-01 -6.4106e-01 +1.4078e-02 -3.5069e-01 +1.3522e-02 +3.5582e-01 +6.3462e-01 +1.3547e-01 -7.7519e-01 +1.9859e-01 +3.9227e-02 -4.3035e-02 -1.7585e-01
14 +1.582997227e+07 +1.582997227e+07 +1.582986803e+07 +1.582986803e+07 +4.3456e-02 -2.8426e-01 +4.5922e-01 -8.9364e-01 +1.9451e-01 -2.6271e-02 -1.6766e-01 -6.7049e-01 +7.6766e-01 -2.6721e-01 -7.3922e-02 +9.2823e-01 +6.7863e-01 +1.8656e-01 +4.7092e-01 +4.7112e-01 +5.8340e-01 -1.7232e-01 -9.1206e-01 -5.8177e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.912525729e+06 +3.912525729e+06 +3.911525729e+06 +3.911525729e+06 -1.7246e-02 +5.2680e-02 -8.1007e-02 +7.6106e-01 +6.5638e-02 +6.0892e-02 -3.0292e-01 +4.1503e-01 -2.1409e-02 +4.7337e-01 +4.6334e-01 -1.0058e-01 -2.8801e-01 -5.0853e-01 +4.1232e-02 +2.3096e-02 -6.8526e-02 +1.2591e-01 -1.0295e-01 +1.8600e-01
% function evaluation | noise-free fitness - Fopt (-3.629000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.472803403e+06 +6.472803403e+06 +6.472767113e+06 +6.472767113e+06 +2.9303e-01 +2.9617e-02 +2.1634e-01 +6.0969e-01 +4.4117e-03 -8.8029e-02 +3.2580e-01 +6.7513e-01 +3.4647e-01 +1.2405e-01 -1.9061e-01 +2.4399e-01 -3.1597e-02 +6.7451e-01 +1.8688e-01 -4.3901e-01 +5.0343e-01 -9.3153e-01 -2.9046e-01 -6.2016e-01
