% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.566140183e+02 +3.566140183e+02 +4.592240183e+02 +4.592240183e+02 -1.4068e-01 -1.8784e-01 -4.1732e-01 -5.3546e-01 +2.8290e-01 +4.0333e-01 +1.7903e-01 -1.1695e-01 -2.2402e-01 -2.3649e-01 +5.0646e-01 -2.7758e-02 -4.3472e-01 +6.3809e-01 -2.6879e-01 +5.6070e-01 -3.1515e-01 -7.2000e-02 -1.1315e-01 +4.6991e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.902042834e+02 +2.902042834e+02 +3.835042834e+02 +3.835042834e+02 -3.0260e-01 +3.3336e-02 +1.1328e-01 +6.2243e-01 +2.7066e-02 +4.0254e-01 +1.2019e-01 +1.1122e-02 -6.5889e-02 +3.2392e-02 -2.3170e-01 -1.5065e-01 -4.4760e-01 +2.3786e-01 -7.8299e-02 -8.7429e-02 +3.7380e-01 +2.5775e-01 -2.1764e-01 +2.4973e-01
22 +2.506461510e+02 +2.506461510e+02 +3.439461510e+02 +3.439461510e+02 -4.5930e-01 +4.4655e-01 +3.1163e-01 -2.1546e-01 -3.1491e-01 +3.4793e-01 -6.7019e-01 -6.9119e-01 -8.4996e-01 -6.6901e-01 +9.8301e-01 -1.3718e-01 +1.4209e-01 -1.0680e-01 +4.2046e-01 +3.9571e-01 -4.5283e-01 +5.4304e-01 -2.1013e-01 +3.8267e-01
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.044709549e+02 +3.044709549e+02 +3.181109549e+02 +3.181109549e+02 +1.4942e-01 +7.0566e-01 -2.7214e-01 -4.7860e-01 -4.6019e-01 +6.8230e-01 +3.1793e-01 -5.6849e-01 +4.7869e-01 +6.9930e-01 -6.1611e-01 -5.8663e-01 -9.4076e-02 -4.7144e-01 +4.9143e-01 -4.1184e-01 -6.1623e-01 -5.5695e-01 -9.1013e-01 -2.1520e-01
24 +2.290918065e+02 +2.290918065e+02 +2.427318065e+02 +2.427318065e+02 -2.6669e-01 -4.6306e-01 -5.7820e-02 -7.8182e-01 +4.8421e-01 -2.2367e-01 -2.3851e-01 -2.4986e-01 +6.7160e-01 -8.1567e-02 +9.5207e-01 -5.5814e-02 +5.3435e-01 -2.9140e-01 -3.2819e-01 -6.1817e-01 +5.9708e-01 +6.9629e-01 +3.7249e-01 +1.6622e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.852899166e+02 +2.852899166e+02 +4.800899166e+02 +4.800899166e+02 +1.8662e-01 +6.2228e-01 +1.0124e-01 -1.5783e-01 -5.9645e-01 +3.5057e-01 -2.7498e-01 +4.6352e-01 +7.2784e-01 -2.1955e-01 -6.9920e-01 -4.8845e-01 -3.4098e-01 -3.6171e-01 +1.1066e-01 -5.5205e-01 +2.4647e-01 -1.4985e-01 +4.9719e-02 +5.0051e-01
30 +2.509091001e+02 +2.509091001e+02 +4.457091001e+02 +4.457091001e+02 +1.6086e-01 +9.3946e-01 +2.1356e-01 +4.0729e-01 +3.9222e-01 -1.7261e-01 -1.0138e-01 +8.0700e-01 +2.4552e-01 -2.0732e-01 -4.2839e-01 -5.2270e-01 -5.5661e-01 +1.5776e-01 -2.2758e-01 -2.0697e-01 -3.4332e-01 -4.3305e-01 +8.8364e-01 +5.6510e-01
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.658665544e+02 +3.658665544e+02 +2.322765544e+02 +2.322765544e+02 +1.1500e-01 +8.8029e-01 +3.0363e-01 -2.5273e-01 -1.5568e-01 +4.9549e-01 +4.3561e-01 -7.9226e-01 +2.9977e-01 +3.2353e-01 -5.8881e-01 -1.9591e-01 -3.7466e-01 -8.5365e-01 -6.0611e-02 -1.0995e-02 -6.7336e-01 -3.6066e-01 -4.5218e-01 +1.8581e-01
9 +2.445484160e+02 +2.445484160e+02 +1.109584160e+02 +1.109584160e+02 -2.1439e-02 -1.0152e-01 +2.4781e-01 +6.1364e-02 +7.5644e-01 +9.7969e-01 +4.1926e-02 +1.2688e-01 -7.5152e-01 -6.0296e-01 -2.1393e-01 +2.2961e-02 +9.4764e-02 +3.3045e-01 +5.3364e-01 +5.2580e-01 -5.4667e-01 -1.7802e-01 -2.7811e-01 +4.6376e-01
% function evaluation | noise-free fitness - Fopt (-8.468100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
