% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.039172231e+02 +4.039172231e+02 +3.947072231e+02 +3.947072231e+02 -5.3037e-01 -3.1684e-01 +1.9587e-01 -3.1314e-01 +1.1093e-01 +1.5323e-01 -7.0971e-01 -3.2325e-01 +2.8470e-01 +3.2440e-01 -5.9928e-01 +4.1331e-01 +7.1033e-02 +1.1534e-01 -1.3475e-01 +3.1052e-01 -6.2866e-01 -3.3459e-01 -3.9235e-01 +2.1756e-01
2 +3.948276553e+02 +3.948276553e+02 +3.856176553e+02 +3.856176553e+02 +2.8684e-02 +2.7200e-01 +3.5015e-01 -4.7995e-01 -1.3065e-02 +3.2263e-01 +2.2472e-01 +4.9737e-01 -6.1664e-02 +1.3219e-01 +8.1589e-01 -2.9230e-01 +6.2229e-02 +6.9256e-01 +1.2174e-01 -3.9912e-01 +4.6080e-02 -3.8482e-02 -3.1406e-02 -1.3976e-01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.073153621e+02 +4.073153621e+02 +1.063305362e+03 +1.063305362e+03 +1.8603e-01 +3.5850e-01 -3.2402e-01 +2.2576e-01 +8.8942e-01 -8.1572e-03 +5.0929e-03 -4.8946e-01 -7.8836e-01 +1.3318e-01 +4.1860e-01 -5.9895e-01 +5.5207e-02 -1.6008e-01 +2.4905e-01 -3.5425e-01 +1.0887e-01 +3.5486e-01 +1.0618e-02 -3.5317e-01
3 +3.836642295e+02 +3.836642295e+02 +1.039654230e+03 +1.039654230e+03 -1.7269e-01 -4.1821e-01 -1.3665e-01 +5.8142e-01 -4.2895e-01 -7.3431e-01 -6.6307e-01 -1.3058e-01 -5.8387e-01 -1.6133e-01 -6.7158e-01 +9.4927e-01 +3.4155e-01 +1.5156e-01 -4.9446e-02 -9.4188e-02 -3.3933e-01 -4.5394e-01 +5.2951e-01 -2.6631e-01
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.956354139e+02 +3.956354139e+02 +4.623454139e+02 +4.623454139e+02 +3.8238e-01 -3.5470e-01 +1.3660e-01 -2.4783e-01 -9.5373e-01 -2.3709e-01 +2.4620e-01 +2.4828e-01 -1.1153e-01 +5.3880e-01 +3.4108e-01 +2.4168e-01 -2.0317e-01 +6.4568e-01 +9.2973e-02 +8.5837e-01 +2.2178e-01 -2.0166e-01 +4.4203e-01 -3.9197e-01
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.063660668e+02 +4.063660668e+02 +1.348036067e+03 +1.348036067e+03 -1.3749e-02 -1.9558e-01 +2.8729e-01 -4.8641e-01 +6.5493e-02 -3.4078e-01 -1.4327e-01 +3.7969e-01 -8.1069e-01 +1.7680e-01 -2.2895e-01 -3.6987e-01 +3.3288e-01 -5.5518e-03 +2.3629e-01 +6.4638e-02 -5.6085e-02 -4.4002e-01 +1.9482e-01 -1.0345e-01
4 +3.940711275e+02 +3.940711275e+02 +1.335741128e+03 +1.335741128e+03 -3.4412e-01 +2.2692e-01 +1.3968e-01 -1.2061e-01 -2.8948e-01 -7.5444e-02 -9.0062e-01 +2.0528e-01 -1.0157e-01 -3.2950e-01 +4.4590e-01 -1.1518e-01 +5.8396e-01 +4.6597e-01 +1.8674e-01 +1.5565e-02 +3.7915e-01 +5.0659e-01 +1.4061e-01 +2.3981e-01
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.871770996e+02 +3.871770996e+02 +3.497270996e+02 +3.497270996e+02 +3.4312e-01 +5.2784e-01 +1.2985e-01 +6.8606e-01 -4.1560e-01 -2.9766e-01 +6.4764e-01 -5.9577e-01 +6.9683e-01 -4.2219e-01 +6.0103e-01 +3.4744e-01 -2.5231e-01 +2.2568e-01 -3.4440e-01 -1.4884e-01 +3.1282e-02 +5.4856e-01 +1.1827e-01 -2.8737e-01
% function evaluation | noise-free fitness - Fopt (-4.450500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.984322116e+02 +3.984322116e+02 -4.661778838e+01 -4.661778838e+01 -1.9367e-01 +5.4157e-02 -1.1949e-01 -1.1926e-01 +2.3387e-01 +1.4927e-01 -4.9093e-01 +2.9463e-01 +2.8543e-02 -3.0177e-02 +9.8502e-02 -1.7855e-01 -4.9606e-01 -6.4433e-02 +1.0445e-01 +4.8487e-01 -3.7941e-01 +1.6291e-01 -3.7000e-01 -2.0428e-01
2 +3.943121821e+02 +3.943121821e+02 -5.073781790e+01 -5.073781790e+01 -5.2837e-01 -1.5804e-01 +1.1110e-01 +6.4031e-01 -5.6299e-01 -2.7423e-02 +1.8315e-02 -3.7803e-01 +3.0193e-01 -4.1172e-01 -1.3125e-01 -3.4209e-01 -6.7050e-01 -6.6054e-01 +2.0023e-01 +3.1023e-04 +2.6572e-02 -1.5528e-01 +7.0584e-01 -7.1533e-02
% function evaluation | noise-free fitness - Fopt (9.513200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.967483124e+02 +3.967483124e+02 +1.348068312e+03 +1.348068312e+03 +8.9885e-01 -8.4147e-01 +1.4613e-01 +3.7005e-01 -2.7773e-01 +3.5870e-01 +1.2666e-02 +5.3037e-01 +1.2466e-01 +6.1978e-02 -4.6854e-01 +4.7553e-01 +2.4133e-01 -2.7292e-02 -4.9249e-01 -1.4599e-01 +6.4890e-01 -2.2392e-01 -1.4374e-01 -2.1941e-01
% function evaluation | noise-free fitness - Fopt (-1.703300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.033510469e+02 +4.033510469e+02 +2.330210469e+02 +2.330210469e+02 -6.3649e-01 +1.0185e-03 -3.7158e-01 -1.0245e-01 -1.2698e-01 +1.2369e-01 +6.1784e-01 +5.0908e-01 +2.7921e-01 +3.1548e-01 +1.7879e-01 +2.7712e-01 +4.8117e-01 -1.3256e-01 +8.3876e-02 +1.5660e-02 +6.9802e-02 -5.4263e-01 +6.6818e-01 -3.8537e-01
3 +3.933202751e+02 +3.933202751e+02 +2.229902751e+02 +2.229902751e+02 -3.5249e-01 -8.3981e-03 +2.8362e-01 +6.2381e-02 -5.1845e-01 +1.6074e-01 +1.2802e-01 +8.9100e-02 +1.3192e-01 +1.9732e-01 +6.1795e-01 +1.1453e-01 +6.5109e-02 +1.8355e-01 +3.8766e-01 -8.9943e-02 +7.8571e-01 -2.0640e-01 -3.3405e-01 +7.1196e-01
% function evaluation | noise-free fitness - Fopt (4.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
