% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.160102603e+02 +4.160102603e+02 +4.068002603e+02 +4.068002603e+02 +4.0557e-01 -1.8673e-01 -1.8867e-01 +4.7869e-01 +4.8470e-01 -8.9660e-01 -6.3266e-01 -1.0849e-01 -6.5739e-01 -6.4302e-01 +1.6238e-01 +3.5267e-01 +1.9213e-01 -6.4493e-01 -1.2178e-01 -6.4011e-02 -6.6617e-01 -2.8015e-01 +6.8172e-01 +2.4231e-01
2 +3.924365734e+02 +3.924365734e+02 +3.832265734e+02 +3.832265734e+02 +7.1765e-01 +3.5218e-01 +3.5139e-01 +1.3579e-01 +6.1116e-01 +5.8734e-01 -6.3387e-02 -7.5521e-02 -7.4377e-01 +1.4942e-01 -2.1828e-01 +2.6855e-01 -7.3845e-01 +5.7068e-01 +1.5823e-02 +8.9251e-04 -5.8467e-02 +4.0901e-01 -7.0531e-01 -5.6060e-02
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.895642641e+02 +3.895642641e+02 +1.045554264e+03 +1.045554264e+03 -4.8884e-01 -5.9135e-01 -2.4741e-01 -4.5719e-01 +1.5232e-01 -1.9857e-01 -2.6323e-01 -3.6907e-01 +5.0565e-02 -3.1583e-01 +6.8041e-01 +1.0258e-01 +2.1036e-01 +9.6498e-01 -3.7584e-01 +2.2724e-01 -2.7550e-01 -9.3635e-02 +4.4418e-01 +4.4236e-01
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.904798834e+02 +3.904798834e+02 +4.571898834e+02 +4.571898834e+02 +8.2543e-01 -2.4452e-01 +6.9458e-02 +8.5850e-02 +6.4050e-02 -9.3937e-01 -7.0008e-01 -7.6126e-01 -9.9725e-03 +1.1595e-01 -5.9384e-01 -1.0549e-01 +1.8678e-01 -3.0491e-01 +5.0160e-01 -4.2306e-01 -3.9329e-01 -2.4426e-01 +7.2283e-01 -8.1811e-01
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.809588289e+02 +3.809588289e+02 +1.322628829e+03 +1.322628829e+03 +5.9612e-01 -1.1801e-01 -5.3902e-01 +7.7102e-01 -1.5413e-02 -4.2987e-01 +6.5450e-01 -1.5512e-01 -2.0255e-02 +7.8536e-01 +3.9228e-01 +2.6252e-01 -1.8373e-01 -1.7381e-01 -2.6000e-01 +1.4742e-01 -3.5144e-01 +8.0637e-01 +4.4875e-01 +4.7515e-01
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.081283729e+02 +4.081283729e+02 +3.706783729e+02 +3.706783729e+02 -1.4359e-01 -2.2705e-01 +5.1383e-01 +2.6137e-01 +7.8461e-01 -6.7746e-02 -5.0389e-01 -4.5235e-01 +5.7920e-01 +3.9396e-01 -5.4044e-01 +5.1710e-01 +1.4316e-01 -4.0247e-01 -7.5506e-02 +5.6168e-01 +6.6945e-01 -5.7544e-01 -6.0196e-01 +6.9033e-03
2 +3.974154257e+02 +3.974154257e+02 +3.599654257e+02 +3.599654257e+02 +9.1981e-02 -3.7337e-01 +6.3659e-01 +4.6614e-01 +6.0809e-01 +1.1349e-01 -3.1638e-01 +4.4738e-01 +5.4642e-01 +5.4933e-01 +1.3787e-02 +7.0300e-01 -5.9263e-01 +2.6687e-01 +5.0517e-02 +1.9218e-02 -3.5583e-01 -6.8262e-01 -1.0961e-01 -9.5297e-02
% function evaluation | noise-free fitness - Fopt (-4.450500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
