% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.446525410e+01 +3.446525410e+01 -1.788474590e+01 -1.788474590e+01 +1.3494e-02 +9.9299e-01 +2.4672e-01 +6.3895e-01 -2.4887e-01 +2.4839e-01 +4.3968e-01 -3.0650e-01 +6.1788e-02 -3.4890e-01 +1.6345e-02 +6.9247e-02 +4.9451e-01 +1.3259e-01 -2.2771e-01 -2.7017e-01 -2.2225e-01 +6.0690e-01 +1.1226e-01 -6.8130e-01
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.745680501e+01 +4.745680501e+01 -1.320831950e+02 -1.320831950e+02 -2.7728e-01 +7.0172e-01 -2.3905e-02 -8.8330e-02 -2.0987e-01 +3.6081e-01 +5.2401e-01 -1.7537e-01 +2.2597e-01 -1.6203e-01 -3.6545e-01 +3.2807e-01 -3.2832e-02 -1.4487e-01 +2.9097e-01 +5.3270e-01 +2.6262e-01 +5.6687e-01 -2.3382e-01 -2.9236e-02
12 +3.878062089e+01 +3.878062089e+01 -1.407593791e+02 -1.407593791e+02 -7.4956e-01 +1.3583e-02 -4.4136e-01 +8.4109e-01 +9.5663e-02 -2.3253e-01 -4.7305e-02 +1.1415e-01 -2.1490e-01 -3.1068e-01 -9.1385e-01 -5.3143e-01 -3.5083e-01 -2.1339e-01 +4.3196e-01 -1.5726e-02 +1.8521e-01 -2.1835e-02 +1.0573e-01 -5.0586e-01
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.180537067e+01 +2.180537067e+01 +9.911537067e+01 +9.911537067e+01 +2.6352e-01 +8.6963e-02 +8.3797e-02 +1.4749e-02 -8.1950e-01 +4.7264e-02 -5.3890e-01 +3.6317e-01 -4.4830e-01 +4.1898e-01 -1.5433e-01 -6.0378e-01 +2.7478e-02 +8.7603e-01 +8.2009e-02 +1.2595e-01 +4.4855e-01 +2.1534e-01 +3.7667e-01 +4.3265e-01
37 +1.544356279e+01 +1.544356279e+01 +9.275356279e+01 +9.275356279e+01 +6.3001e-01 -4.6938e-01 -9.1635e-02 -2.9404e-01 +4.0421e-01 +5.0396e-01 -2.3425e-01 -5.6791e-02 +3.1157e-01 +4.1227e-01 +1.0059e-01 +6.2970e-02 -7.9431e-01 +3.2520e-01 +7.4355e-01 +4.9815e-01 -5.4453e-01 +4.8998e-01 +6.2582e-01 +6.4511e-01
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.214406007e+01 +7.214406007e+01 +1.120640601e+02 +1.120640601e+02 +3.5926e-02 -3.0142e-01 +1.0007e-01 +3.0299e-01 -1.6036e-01 -3.1396e-03 -5.5544e-02 -1.5116e-01 -1.3065e-01 -3.5521e-01 +5.4877e-02 +3.9197e-01 +5.4878e-01 -7.2726e-02 +1.9954e-01 +8.1171e-03 -5.4478e-02 -5.5550e-01 -2.6010e-01 -2.3988e-01
3 +6.213241232e+01 +6.213241232e+01 +1.020524123e+02 +1.020524123e+02 -5.6154e-01 +9.5284e-01 +4.6113e-01 -3.9033e-01 -7.6614e-01 +6.8229e-02 -5.2064e-01 -2.0769e-01 +5.7172e-02 +4.5350e-01 -2.0620e-01 -2.7519e-02 +3.0093e-01 +4.3288e-01 -6.4691e-01 +3.8764e-01 +4.8143e-01 +5.3931e-01 +2.7681e-01 -1.3619e-02
