% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.094282793e+02 +7.094282793e+02 +8.332582793e+02 +8.332582793e+02 -8.8761e-02 -3.1118e-01 -4.9573e-01 +7.4522e-02 -1.6319e-01 -3.0497e-01 -7.4498e-01 -6.9211e-01 -1.7940e-01 +3.0497e-01 -4.4334e-01 +1.5895e-01 -1.8689e-02 +6.9104e-01 -6.0703e-02 +6.5084e-01 +3.9069e-01 +1.2278e-01 +2.1407e-01 +4.6956e-02
2 +5.838728694e+02 +5.838728694e+02 +7.077028694e+02 +7.077028694e+02 +7.0994e-01 +3.6728e-01 +7.4557e-01 -9.8863e-03 +8.4135e-02 +8.8167e-02 -1.1268e-01 -6.7750e-02 -2.4525e-01 -2.1957e-01 -7.6769e-02 -2.2298e-01 +4.4231e-01 +3.9335e-02 +3.6154e-02 +3.0987e-01 -6.1533e-01 -4.9886e-02 -6.6940e-01 -7.9955e-01
36 +3.594181599e+02 +3.594181599e+02 +4.832481599e+02 +4.832481599e+02 +5.4301e-02 +1.3638e-01 +8.4219e-01 +9.6300e-02 -3.7616e-01 -3.7273e-01 +4.3205e-01 +6.8793e-01 +1.6411e-01 -3.3866e-01 -2.3531e-01 +6.2897e-01 -8.4283e-01 +1.0277e-01 -1.8464e-02 +2.6992e-01 +1.2715e-01 +6.0935e-01 -2.7214e-01 +2.9376e-01
94 +2.468866500e+02 +2.468866500e+02 +3.707166500e+02 +3.707166500e+02 -3.2912e-01 +1.9013e-01 -2.6016e-01 -2.3380e-02 -4.0098e-01 +2.9447e-01 +5.3877e-01 +4.8238e-01 +6.1774e-02 -3.0804e-01 +7.6416e-02 -1.6296e-01 -7.8316e-01 -1.8358e-01 +3.3933e-01 +1.6539e-01 +1.4295e-01 +5.6416e-01 -4.8906e-01 -3.4456e-01
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.184829769e+02 +4.184829769e+02 +4.659929769e+02 +4.659929769e+02 +1.6782e-01 -7.0366e-01 -2.8370e-01 +6.7873e-01 -9.4810e-02 -1.7552e-01 -4.2147e-01 +1.9067e-01 +3.4874e-01 +3.9200e-01 +6.7242e-01 -2.7049e-01 -2.0965e-01 -2.4075e-02 +1.2719e-01 +1.0304e-01 +3.6357e-01 +1.2860e-01 -2.3966e-01 -4.9765e-01
12 +3.693917060e+02 +3.693917060e+02 +4.169017060e+02 +4.169017060e+02 +6.9752e-01 +1.9533e-01 +4.9257e-01 +6.0828e-03 -3.1266e-01 -3.7148e-01 +1.0940e-01 +2.8226e-01 -1.2651e-01 +1.5504e-01 +7.1685e-01 +3.3951e-01 -1.5187e-02 -5.7269e-01 +5.5244e-01 +4.3334e-01 -7.0845e-02 +5.8452e-02 -4.9590e-01 -6.1464e-01
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.737411193e+02 +9.737411193e+02 +1.029081119e+03 +1.029081119e+03 -2.1852e-02 -1.9323e-01 +4.6953e-01 -4.3434e-03 +8.6801e-02 -3.6180e-01 +2.3234e-01 -1.2522e-01 -2.3618e-01 +4.2055e-01 -1.1004e-01 +1.6809e-01 +1.0029e-01 +6.9267e-01 -5.8098e-01 +3.9921e-01 +3.5839e-01 +5.1093e-01 +7.8350e-01 +3.1043e-01
2 +4.763482160e+02 +4.763482160e+02 +5.316882160e+02 +5.316882160e+02 -9.4473e-02 +3.9287e-01 -4.2611e-01 -3.0409e-02 +3.1069e-01 +1.1004e-01 +2.3056e-01 -6.5283e-02 -2.0420e-01 -6.5527e-01 -3.7012e-01 -4.3326e-01 +1.0843e-02 +2.3671e-01 -3.4122e-01 +2.7312e-01 -1.0768e-01 -3.7360e-01 -5.6009e-01 +5.7716e-01
