% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.568685114e+01 +1.568685114e+01 +2.255685114e+01 +2.255685114e+01 +2.3585e-01 +5.4472e-01 -4.5514e-01 +4.1830e-01 +5.0445e-01 -1.6701e-01 -4.7471e-01 +5.8919e-02 +4.6132e-01 +6.3073e-01 +7.5971e-01 +2.2149e-01 -3.9320e-01 +5.8017e-01 -5.4525e-02 +2.3271e-01 +7.5775e-02 -1.4261e-01 +1.3636e-01 +2.0648e-01
4 +6.773028958e+00 +6.773028958e+00 +1.364302896e+01 +1.364302896e+01 +3.0623e-01 -4.1273e-01 +2.1588e-02 +4.6605e-02 -8.5208e-01 -1.2722e-01 +2.3777e-01 +5.2342e-01 +6.5975e-01 +1.3347e-01 -4.3961e-02 +1.0959e-01 -2.8848e-01 +3.7507e-01 +4.9892e-01 +4.3971e-01 +8.1192e-02 -9.2965e-02 -5.8016e-01 +3.4123e-01
8 +5.996690198e+00 +5.996690198e+00 +1.286669020e+01 +1.286669020e+01 -1.4280e-01 +4.9631e-01 -2.9390e-02 +1.9699e-01 -9.0898e-01 +3.3958e-01 -2.0096e-01 -2.1167e-02 -2.3176e-02 -1.9107e-01 -3.4318e-01 -1.4484e-01 +5.3996e-01 +2.4256e-01 +1.7612e-01 -2.6624e-01 +3.8581e-01 -3.1106e-01 -1.6221e-01 -1.8793e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.215964348e+01 +1.215964348e+01 +1.216964348e+01 +1.216964348e+01 +8.4579e-01 -7.8063e-01 +2.9601e-01 +9.3889e-01 -4.6945e-01 -9.8618e-01 -4.8440e-01 +2.2926e-01 +1.8220e-01 -3.2494e-01 +4.2980e-02 +3.2186e-01 -3.5209e-01 -4.2317e-01 -8.6541e-01 -5.9255e-02 -1.2899e-01 -3.4981e-01 -3.1935e-01 +2.6628e-01
6 +7.347880696e+00 +7.347880696e+00 +7.357880696e+00 +7.357880696e+00 +2.3572e-01 -3.6901e-01 +9.3871e-02 -1.8371e-01 -8.4573e-02 -5.6094e-01 +5.9887e-01 -9.0520e-01 -8.2639e-02 +1.6999e-01 -5.1569e-01 +6.2277e-01 -1.3090e-01 -3.3620e-01 +3.9225e-01 +8.9352e-01 -3.7897e-01 -1.8028e-01 -1.7092e-01 -2.0417e-01
27 +5.523944992e+00 +5.523944992e+00 +5.533944992e+00 +5.533944992e+00 +3.1555e-01 +1.6734e-01 +5.4775e-01 +4.3669e-01 +2.9007e-02 -3.2605e-02 -1.8198e-01 -5.5335e-01 +4.4131e-01 +4.7365e-01 +2.6660e-01 -4.7902e-01 +2.9469e-01 +8.7552e-02 +2.8905e-01 +2.1294e-01 -2.1965e-01 -1.6250e-01 +6.6227e-01 -5.7416e-01
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.269086731e+01 +1.269086731e+01 -1.179191327e+02 -1.179191327e+02 -3.3354e-01 +7.5446e-01 +4.8329e-01 -6.3186e-01 -3.3336e-01 -2.4616e-01 -3.4369e-01 +8.3012e-01 +2.0096e-01 -2.5816e-01 +4.6742e-01 -6.2730e-01 -1.5387e-01 -1.2277e-01 -2.9943e-01 -1.3241e-02 +8.0061e-01 -3.3662e-01 +4.2200e-01 +3.6123e-01
8 +9.935900193e+00 +9.935900193e+00 -1.206740998e+02 -1.206740998e+02 +4.5881e-01 -4.3495e-01 +2.6958e-01 +7.3865e-01 +2.6170e-01 +6.6057e-01 -1.8472e-01 -4.3267e-01 -2.0790e-01 -4.6502e-02 -3.9936e-02 +1.4423e-01 -2.8180e-02 -6.7422e-01 -8.0957e-02 -4.8515e-01 -2.7434e-01 -8.7738e-02 -3.6434e-01 +1.4418e-01
27 +6.306896574e+00 +6.306896574e+00 -1.243031034e+02 -1.243031034e+02 -4.9148e-01 +2.3035e-01 -1.4430e-01 +6.1806e-01 -9.0978e-01 -7.1056e-01 +2.6940e-01 +8.1092e-01 +6.9321e-02 -5.8068e-01 -4.3865e-01 +3.9754e-01 +3.0499e-01 +1.5794e-01 -4.1505e-01 -8.2988e-01 +1.7503e-01 -7.0087e-01 +3.1596e-01 +2.9993e-01
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.349923570e+01 +1.349923570e+01 -2.096207643e+02 -2.096207643e+02 +4.0822e-02 -6.1993e-01 +2.8692e-01 -3.0832e-01 +6.4313e-01 -5.1213e-03 +9.5179e-02 -8.9496e-02 +4.7001e-01 +1.8056e-01 -3.9362e-01 -5.5085e-02 -7.2117e-01 -7.6545e-01 +2.9864e-01 -2.4414e-02 +3.3257e-01 +2.5986e-01 -1.5271e-01 +3.7970e-01
6 +6.331642023e+00 +6.331642023e+00 -2.167883580e+02 -2.167883580e+02 +1.6294e-01 +5.8497e-01 +8.1896e-01 +6.0755e-01 -3.3597e-02 -1.6185e-02 +5.8760e-01 +1.2506e-01 +3.3092e-01 -1.0117e-01 +1.4222e-01 -3.3506e-01 +8.8489e-02 +7.3830e-01 +5.3420e-02 -6.1259e-01 -2.1911e-01 +3.2669e-02 +2.7883e-01 -3.8736e-01
25 +5.782999395e+00 +5.782999395e+00 -2.173370006e+02 -2.173370006e+02 +4.5223e-01 +3.1841e-01 +1.2967e-02 +4.7044e-01 +2.3463e-01 -5.1115e-01 -4.3225e-01 +1.4999e-01 +1.0125e-01 -4.0903e-02 -7.8934e-02 +5.1358e-01 +3.0949e-01 +6.7238e-01 -1.1811e-01 -7.1822e-01 +1.5547e-01 +2.8494e-01 -6.0657e-01 +4.3443e-01
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
