% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.051551650e+02 +1.051551650e+02 +1.846351650e+02 +1.846351650e+02 -2.3749e-01 +4.3363e-02 +1.5189e-01 +1.7473e-01 +1.5949e-01 -9.0150e-01 -1.1287e-01 -2.5483e-01 +1.6868e-01 +3.8999e-01 -4.7442e-03 +8.6419e-02 -6.4256e-01 -2.6163e-01 -2.2610e-01 -5.4868e-01 +4.5522e-01 +3.5750e-01 +4.8182e-01 -5.8508e-01
3 +9.428043196e+01 +9.428043196e+01 +1.737604320e+02 +1.737604320e+02 -1.4197e-01 +3.6759e-01 +7.5624e-02 -3.5984e-01 -3.0552e-01 +5.1173e-01 -7.1941e-01 +1.5281e-01 +8.2007e-01 +1.7391e-01 -5.6407e-01 +2.2654e-01 -4.5467e-02 -3.8082e-01 -4.4938e-02 -4.6901e-01 +2.1679e-02 -1.3301e-01 -2.4636e-01 +9.2526e-03
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.500864729e+02 +1.500864729e+02 +5.445664729e+02 +5.445664729e+02 -4.3738e-01 +1.3027e-01 +2.2602e-01 +1.9250e-01 +5.1120e-02 -1.4848e-01 -4.0098e-01 -4.6707e-01 -3.1081e-01 +5.1517e-01 -7.9012e-01 +2.1444e-01 +2.1808e-02 -2.6289e-01 -5.0314e-01 +2.2183e-01 -1.1794e-01 +5.1697e-01 +7.7315e-02 +5.1251e-01
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.278465676e+02 +1.278465676e+02 -1.192634324e+02 -1.192634324e+02 +3.6480e-01 -8.6868e-01 -2.2175e-01 -3.9980e-01 +1.5859e-01 -3.2429e-01 -2.7824e-01 -6.9397e-01 +5.3183e-01 -1.4690e-01 +1.1150e-01 +2.3887e-01 -3.8203e-02 +9.7258e-02 +1.0391e-02 +3.2235e-01 -3.1270e-01 +9.5780e-01 -2.4316e-01 +6.7719e-01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.074367712e+02 +1.074367712e+02 -4.460322879e+01 -4.460322879e+01 +2.6501e-01 -5.1217e-02 +4.1657e-01 +3.9250e-01 +8.1856e-01 -4.2744e-01 -6.0861e-02 +3.2570e-01 -3.4065e-01 -5.0866e-01 +3.2302e-02 -5.1826e-01 -1.9094e-01 +6.7682e-01 +9.3117e-01 -1.4461e-01 +4.0066e-01 -5.3975e-01 +8.9949e-01 -1.6916e-01
2 +9.807241926e+01 +9.807241926e+01 -5.396758074e+01 -5.396758074e+01 -4.2418e-01 -1.2392e-01 -4.2987e-01 +7.9524e-01 +4.2433e-01 -6.4150e-01 -6.3036e-01 -1.7718e-02 -1.4017e-01 +7.7684e-02 -2.9652e-01 +3.1789e-01 -5.7261e-01 -5.1775e-02 -2.4213e-01 +2.7149e-01 -4.6423e-01 -2.5432e-01 -4.3863e-01 +1.8625e-01
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.871421513e+01 +7.871421513e+01 +5.346421513e+01 +5.346421513e+01 -2.5326e-01 +4.8451e-01 +1.1784e-01 +4.7872e-01 +1.2437e-01 -8.0862e-02 -1.3682e-01 +1.0544e-01 -2.9798e-01 +2.9672e-02 -4.1808e-01 -2.2231e-01 -1.0684e-01 -3.4747e-01 +6.2575e-01 +4.9794e-01 +4.8757e-01 +5.6761e-01 +4.2542e-01 -9.7344e-02
38 +6.098942703e+01 +6.098942703e+01 +3.573942703e+01 +3.573942703e+01 +5.5969e-01 +3.8694e-01 +3.3352e-01 +3.7165e-01 +1.4244e-01 +4.7171e-01 +3.9247e-01 -8.3939e-01 +6.2787e-01 -2.8959e-01 +6.1520e-01 +8.9028e-01 -9.4606e-01 +2.1066e-01 +2.3386e-01 +2.1641e-01 +2.6379e-01 +5.1255e-01 -4.4858e-01 +1.3545e-01
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.833694814e+01 +9.833694814e+01 +1.005669481e+02 +1.005669481e+02 -1.8209e-01 -3.8251e-01 +6.2474e-01 -2.0423e-01 -6.6525e-02 -1.2071e-01 -5.3212e-02 -3.6359e-01 +3.1927e-01 +8.0035e-01 -2.2773e-01 +3.2953e-01 -1.4918e-02 -5.4921e-02 +5.5901e-01 -4.4923e-01 +4.0574e-01 +5.7018e-01 +2.1589e-01 +4.1576e-01
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
