% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.208052893e+02 +3.208052893e+02 +4.234152893e+02 +4.234152893e+02 +2.9603e-01 +4.4223e-01 +2.6588e-01 -2.8197e-03 +3.1368e-01 +4.5944e-01 -5.3877e-01 -6.5689e-01 +1.2239e-01 +1.4055e-02 -4.8573e-01 +8.7366e-02 -3.7009e-01 +6.9227e-01 -6.2749e-02 +2.1860e-01 +5.5119e-02 -3.8028e-01 -5.0713e-01 -4.4214e-01
72 +2.272909653e+02 +2.272909653e+02 +3.299009653e+02 +3.299009653e+02 -6.8813e-01 -2.6641e-01 -5.7183e-01 +4.0886e-01 -3.1231e-02 -3.7735e-01 -2.6232e-01 -4.6301e-01 -4.7865e-01 +1.3782e-01 -4.0439e-01 -1.6772e-01 -6.1652e-01 +4.3461e-01 -3.4375e-01 +3.3272e-01 -2.1281e-01 +3.7987e-01 -5.6522e-01 -7.2195e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.852942466e+02 +2.852942466e+02 +3.785942466e+02 +3.785942466e+02 +1.4065e-01 +6.6171e-01 +8.2411e-02 -5.9880e-02 -5.5754e-02 -4.0505e-01 -6.0454e-01 -1.0157e-02 +4.2519e-01 -2.3427e-01 +6.8762e-01 +4.3028e-02 -3.3905e-01 +1.8708e-01 -7.3447e-01 +9.1867e-01 +4.7122e-02 -6.1224e-01 +2.4273e-01 -5.8593e-01
3 +2.407391597e+02 +2.407391597e+02 +3.340391597e+02 +3.340391597e+02 -2.4398e-01 +6.4674e-01 -6.6175e-01 +3.8221e-02 +5.1325e-01 -2.1230e-01 -6.2921e-01 -6.9458e-01 -2.2997e-01 -3.6993e-01 -4.9690e-01 +2.1820e-01 +4.1021e-02 +9.7587e-02 -1.6251e-01 +2.7806e-01 +6.8910e-01 -7.8868e-01 -7.5606e-02 -2.5990e-01
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.132209100e+02 +3.132209100e+02 +3.268609100e+02 +3.268609100e+02 +4.7808e-01 +3.1437e-02 +3.4336e-01 +2.5756e-01 +7.6059e-01 -2.7795e-01 +8.8846e-01 +2.6746e-01 -3.7589e-01 +8.8204e-02 +1.8426e-02 -6.5848e-01 +5.1249e-01 +8.2856e-01 -2.4351e-01 -2.4702e-01 +2.0250e-01 -1.3062e-01 -1.5828e-01 +3.8849e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.363161675e+02 +3.363161675e+02 +5.311161675e+02 +5.311161675e+02 -8.3023e-02 +6.4845e-01 +4.3260e-01 +7.1653e-01 +3.7140e-01 +7.3355e-02 -3.2394e-01 +6.9313e-01 +4.0772e-01 -1.7140e-01 -5.9828e-01 -4.4685e-02 -9.5690e-02 -9.0715e-02 +1.5875e-01 -5.3019e-02 +9.6397e-01 -9.3659e-01 +3.3702e-02 -2.5494e-01
16 +2.331012295e+02 +2.331012295e+02 +4.279012295e+02 +4.279012295e+02 +1.0165e-01 +3.2196e-02 +5.0336e-01 -1.0985e-01 +4.8411e-01 +6.1445e-01 -5.4647e-02 +7.6705e-01 +5.3628e-01 -5.2936e-01 +5.9413e-02 +6.9465e-01 +3.9815e-01 +3.4659e-01 +4.7689e-01 -8.3995e-01 +4.1248e-01 +3.9364e-01 +4.1458e-01 +1.2865e-01
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.193061628e+02 +3.193061628e+02 +1.857161628e+02 +1.857161628e+02 +2.1532e-01 +1.3267e-01 -1.7725e-01 +4.2637e-01 +8.7381e-01 -2.5497e-02 +1.0647e-02 -4.0518e-01 +5.9739e-01 -2.6247e-01 +3.2765e-01 +2.3304e-01 +5.3655e-01 -5.1525e-01 -2.8109e-01 +1.1435e-01 -8.0382e-01 +3.7200e-01 +3.0296e-01 +6.7822e-01
21 +2.348663415e+02 +2.348663415e+02 +1.012763415e+02 +1.012763415e+02 -1.3919e-01 -5.8947e-01 +3.9092e-01 +9.0759e-01 +2.2502e-01 +2.4221e-01 +1.7957e-01 -2.8405e-01 +3.0572e-01 +3.2193e-01 -5.7193e-02 +1.2977e-01 +3.1541e-01 +8.3960e-02 -3.8491e-01 -7.2197e-01 -3.1237e-01 -1.7856e-01 +3.7635e-01 -7.7924e-01
% function evaluation | noise-free fitness - Fopt (-8.468100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.208497807e+02 +3.208497807e+02 -5.259602193e+02 -5.259602193e+02 -1.5497e-01 +2.1141e-01 -4.0731e-01 -1.9109e-01 +1.9467e-02 -1.7523e-01 -5.2631e-01 -2.6505e-02 -1.5453e-01 +3.6372e-01 -1.5131e-01 +3.2888e-01 -1.2461e-01 +2.7153e-01 -6.0308e-01 -3.5196e-01 -3.7167e-01 -1.6237e-01 -3.3517e-01 -9.9337e-01
