% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.898890884e+01 +1.898890884e+01 +2.585890884e+01 +2.585890884e+01 +3.5375e-01 +5.8726e-01 -2.6211e-01 +5.6545e-01 -3.4071e-01 +1.9501e-01 -3.0951e-01 +1.5338e-01 +4.3567e-01 +6.0262e-01 -6.0618e-01 +4.8886e-01 -2.4864e-01 -2.5283e-01 -1.7238e-01 +5.2217e-01 -1.4229e-01 +8.5009e-01 -4.9225e-01 +3.3459e-01
2 +1.098207600e+01 +1.098207600e+01 +1.785207600e+01 +1.785207600e+01 +2.6701e-01 -6.3789e-01 +2.5912e-01 -5.2801e-01 -2.4647e-01 -5.7485e-01 -3.7386e-01 +3.7091e-01 -6.9459e-01 -3.8905e-01 -3.9253e-01 +1.2485e-01 +3.8424e-01 +5.7662e-01 +3.7189e-02 +2.5700e-01 +1.9135e-01 -4.6643e-01 +8.1647e-01 +2.4786e-01
12 +9.101028536e+00 +9.101028536e+00 +1.597102854e+01 +1.597102854e+01 -4.9989e-01 +5.8367e-01 -2.1783e-01 +3.7637e-02 -1.6952e-01 -2.7352e-01 +9.5603e-02 -5.1164e-01 +6.5691e-02 +9.2105e-02 +1.8436e-01 +3.4836e-03 -4.9806e-01 -3.1644e-01 -3.1942e-02 -5.8303e-01 -1.0924e-01 +1.6010e-01 +4.5443e-01 +1.4129e-01
62 +4.866985045e+00 +4.866985045e+00 +1.173698505e+01 +1.173698505e+01 -1.8146e-01 -6.4365e-01 -4.2320e-01 +8.2266e-01 -9.5405e-01 -6.1851e-01 -9.5336e-01 -4.4125e-01 +6.5190e-01 +6.1225e-01 +4.0412e-01 +1.3179e-01 -7.2688e-01 +5.6419e-01 +5.4139e-02 -7.2960e-01 +3.3451e-01 -2.9772e-01 +3.3737e-01 +9.2932e-04
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.592668253e+01 +1.592668253e+01 +1.593668253e+01 +1.593668253e+01 +5.5806e-01 +5.2282e-01 +1.5725e-01 +7.2910e-02 -5.8586e-01 +5.8782e-01 -3.1165e-01 -4.8172e-01 -3.0704e-01 +6.9023e-02 +3.9353e-01 +2.5111e-01 +5.8127e-01 -3.8394e-01 +2.9012e-01 +1.1899e-01 -7.8045e-01 +4.2472e-01 +6.7129e-02 +5.8852e-01
2 +1.033194151e+01 +1.033194151e+01 +1.034194151e+01 +1.034194151e+01 +8.4903e-02 -1.0926e-01 +3.2854e-01 -7.3885e-01 +1.1045e-02 -2.5488e-01 +7.2280e-02 -2.0862e-01 -2.0794e-02 +7.0671e-01 +2.9765e-01 -2.4918e-01 +1.6574e-01 +4.5855e-02 -6.1645e-01 +5.1122e-01 -2.3662e-01 -1.6085e-01 +6.4483e-02 +8.0978e-02
4 +7.679048132e+00 +7.679048132e+00 +7.689048132e+00 +7.689048132e+00 -8.0632e-02 -1.2947e-01 -3.7616e-01 -3.0883e-01 +2.1360e-01 +1.6313e-01 -8.2526e-02 -1.9659e-01 -1.6749e-01 -2.3171e-02 +5.9957e-03 +6.1398e-02 +5.8165e-01 +5.9671e-01 +3.3004e-01 -8.1025e-02 +1.8792e-01 -3.4040e-02 -5.1397e-01 -1.3497e-01
16 +5.998667476e+00 +5.998667476e+00 +6.008667476e+00 +6.008667476e+00 -6.9368e-01 -2.7783e-01 +4.2187e-01 +8.2472e-02 +2.1854e-02 -6.0551e-01 -1.1752e-02 -1.4658e-01 +2.4679e-01 -5.8564e-01 -6.9262e-01 +4.5574e-02 -6.9902e-01 +1.4217e-01 +2.2164e-01 +3.5968e-01 +2.6240e-01 -5.6678e-03 -7.8144e-01 -3.4629e-01
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.474227444e+01 +1.474227444e+01 -1.158677256e+02 -1.158677256e+02 -1.1860e-01 +4.1511e-01 +3.2871e-01 +2.0417e-01 +3.2845e-01 +1.5701e-01 +1.7712e-01 -4.0624e-01 -4.6979e-01 -5.8005e-01 +5.4624e-02 -1.9708e-01 +6.6532e-01 +2.8921e-01 -5.7502e-01 -4.8399e-01 +5.2158e-01 -6.1929e-01 -1.7556e-01 -6.4558e-03
4 +9.485705939e+00 +9.485705939e+00 -1.211242941e+02 -1.211242941e+02 +1.9608e-01 +3.5906e-01 -2.3266e-01 -2.0212e-01 -4.9335e-01 +1.0763e-01 +4.6748e-01 -1.2330e-01 -8.0919e-01 +5.7485e-01 +5.2793e-02 +7.6074e-01 -4.9912e-01 +5.4151e-01 -3.6995e-01 +2.7914e-01 -6.7528e-01 -3.1297e-01 -2.8508e-01 +3.5847e-01
42 +3.587562963e+00 +3.587562963e+00 -1.270224370e+02 -1.270224370e+02 -1.6850e-01 -3.5871e-02 +8.7290e-02 -1.5316e-01 +8.0921e-01 -2.3510e-02 +4.1948e-01 +3.0957e-01 -5.8541e-01 -3.7972e-02 -3.4237e-01 +4.4608e-01 +5.4012e-02 +8.3164e-02 -8.6866e-02 -7.0190e-01 -4.5938e-01 +6.1631e-01 +5.9799e-01 +5.3321e-02
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
