% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.812933500e+03 +1.812933500e+03 +1.905873500e+03 +1.905873500e+03 -1.2378e-01 -4.2033e-01 -4.1606e-01 -4.4452e-02 -3.0487e-01 +1.0498e-02 +8.7974e-01 -4.1073e-02 +2.4694e-01 +6.3652e-01 +4.2365e-01 -2.4157e-01 -4.8284e-01 +6.4945e-01 +7.3314e-02 -1.0277e-01 -7.4184e-01 +3.7152e-01 +3.5876e-01 +7.9480e-01
18 +1.525433198e+03 +1.525433198e+03 +1.618373198e+03 +1.618373198e+03 +6.2498e-01 -1.7611e-01 -5.8755e-02 -2.4406e-01 +7.4895e-01 +3.8883e-01 -5.2105e-01 +9.0515e-03 -2.3693e-01 +7.3423e-01 -3.5150e-01 -5.6626e-01 -4.9400e-01 -1.3795e-01 -8.7111e-01 +2.6363e-01 +2.0273e-01 -2.0643e-01 +9.5118e-03 -6.5361e-02
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.400348247e+03 +2.400348247e+03 +2.435698247e+03 +2.435698247e+03 +4.3952e-01 -1.8132e-02 -2.5994e-02 -2.0648e-02 -4.9892e-01 -4.7838e-01 +1.1248e-01 +3.0975e-01 -7.0006e-01 +3.0693e-01 +1.8504e-01 -2.7335e-01 -3.0448e-01 +2.4752e-01 -6.0671e-01 +6.2341e-01 +1.9995e-01 +6.8610e-02 -2.7927e-01 -2.4145e-01
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.171612982e+02 +9.171612982e+02 +9.209812982e+02 +9.209812982e+02 +6.3237e-01 +6.3046e-01 +2.5717e-01 +5.3339e-01 -1.5345e-01 +4.9525e-01 +3.2322e-01 +3.6900e-01 +3.3563e-01 -2.8576e-02 +2.9495e-01 +5.1929e-01 -5.6905e-01 +1.2975e-01 +8.8058e-02 +4.6164e-01 -1.1838e-01 +3.4822e-01 -5.1747e-01 -2.0500e-01
6 +5.902262707e+02 +5.902262707e+02 +5.940462707e+02 +5.940462707e+02 +1.9804e-01 -3.9012e-01 -4.2832e-01 +6.9026e-02 -2.8066e-01 -1.8581e-01 +3.0476e-01 +2.4304e-01 -1.1539e-01 +2.0320e-01 -2.9489e-01 -2.2058e-01 -1.2908e-01 -1.1710e-01 +6.5009e-01 +1.8323e-01 -2.3072e-01 -2.0880e-01 +5.0459e-01 +7.1735e-01
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.310062478e+02 +8.310062478e+02 +8.527562478e+02 +8.527562478e+02 -1.4935e-01 -3.1953e-01 -5.3017e-01 +1.7177e-01 -7.0108e-02 -8.1584e-01 -6.3640e-01 -3.9624e-01 +2.2095e-01 +6.5024e-01 -2.6568e-01 +5.3276e-01 +4.8080e-01 +4.1069e-01 -3.1862e-01 -1.5858e-01 -3.5038e-01 +4.6029e-02 -6.7383e-01 +2.2211e-01
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
