% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.320013740e+08 +5.320013740e+08 +5.320007529e+08 +5.320007529e+08 -1.7099e-01 -3.8012e-01 -3.2739e-01 +4.0929e-02 -1.5842e-01 -3.1309e-01 -3.1441e-01 -1.2117e-01 -5.0267e-02 -6.0972e-01 -3.1797e-01 +4.6676e-01 +5.4987e-01 -3.3348e-01 -6.0379e-01 -4.1033e-02 -2.3516e-01 -2.0935e-01 -2.2772e-01 -1.4827e-01
3 +2.730805293e+08 +2.730805293e+08 +2.730799082e+08 +2.730799082e+08 -5.2806e-01 +3.6364e-01 +4.3720e-01 -6.3824e-01 -6.8944e-01 +6.2412e-01 +8.9609e-01 +3.9245e-01 +4.3032e-02 +9.0519e-01 -5.7933e-01 -7.2553e-01 +3.9764e-01 +6.8908e-01 +2.9517e-01 +5.8398e-01 -3.6979e-02 -2.8604e-02 +5.6980e-02 +4.3315e-01
29 +2.373426301e+08 +2.373426301e+08 +2.373420090e+08 +2.373420090e+08 +3.1688e-01 +5.7978e-01 -4.7685e-01 +9.3709e-01 -2.4134e-01 -5.5476e-01 -4.5967e-02 +1.4602e-01 +2.9437e-01 +6.8968e-01 -6.6668e-02 +6.0693e-01 +1.8558e-01 +2.8739e-01 +9.5637e-01 +3.7207e-01 +2.5251e-01 -2.7118e-01 +4.5536e-01 -6.0981e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.819188612e+08 +7.819188612e+08 +7.819186064e+08 +7.819186064e+08 +3.3604e-01 -6.9546e-01 -4.2038e-01 +7.8327e-02 +5.0474e-01 +1.2980e-01 +3.6871e-01 +3.6974e-01 -3.0608e-02 -2.4531e-01 +1.2550e-01 +6.7932e-02 +1.0667e-01 +2.4844e-01 +6.8414e-01 -1.8741e-02 +2.4591e-01 +4.1144e-01 -5.5853e-02 -2.5791e-01
2 +6.154075191e+08 +6.154075191e+08 +6.154072643e+08 +6.154072643e+08 +1.5175e-01 +2.1061e-02 -2.8548e-01 +3.5263e-01 +6.7840e-01 +8.4407e-01 -3.2859e-01 +1.5682e-02 -2.7644e-02 -1.5905e-01 +1.8065e-01 +1.3513e-02 +1.8194e-01 -1.4749e-01 -1.4162e-01 -4.5866e-01 -5.7777e-01 -3.0033e-01 -5.6880e-01 +3.4295e-01
19 +3.915451426e+08 +3.915451426e+08 +3.915448877e+08 +3.915448877e+08 +9.2699e-02 +7.1132e-01 +1.3133e-01 +7.0039e-02 -5.0792e-01 +9.3843e-01 -6.6844e-01 +5.9123e-01 -4.2461e-01 +5.6354e-02 +1.9471e-02 +7.7411e-01 +3.1030e-01 +1.2191e-02 +1.1831e-01 -5.9555e-02 -5.6423e-01 -2.3835e-01 -7.0227e-01 -4.6325e-01
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.600944477e+08 +3.600944477e+08 +3.600945044e+08 +3.600945044e+08 -4.7247e-01 +6.1966e-02 -7.9229e-02 +4.9068e-01 -1.0401e-01 +1.6347e-02 +3.7085e-01 +1.2105e-01 -7.4162e-02 -1.0628e-01 -4.2794e-01 -6.8860e-01 +3.4447e-01 -2.0249e-01 +2.5455e-01 -5.5351e-01 +5.3473e-01 +7.7729e-02 +2.5534e-01 +8.0501e-01
9 +2.226423061e+08 +2.226423061e+08 +2.226423627e+08 +2.226423627e+08 +1.8109e-01 +4.4227e-01 -3.0526e-01 +2.7819e-01 -6.1269e-01 +7.8565e-02 -7.3909e-01 -3.2503e-01 -4.2298e-01 +1.2246e-02 +6.1618e-01 +1.2848e-01 -5.8074e-01 +8.6934e-01 +3.4197e-01 -4.6043e-01 -6.5866e-02 +2.4926e-01 +8.4902e-02 +1.7087e-02
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.435787296e+08 +1.435787296e+08 +1.435787115e+08 +1.435787115e+08 +6.7947e-01 +2.1222e-01 +9.0431e-01 +1.8923e-01 +1.1177e-01 +5.6680e-01 -2.7587e-01 +3.2327e-02 +6.9930e-01 +5.0533e-02 -7.4809e-01 -4.8508e-01 -5.8704e-01 +4.0015e-02 +5.2251e-01 +3.1295e-01 -4.1406e-01 +1.3417e-01 +9.9466e-03 -2.6232e-01
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
