% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.093418572e+04 +3.093418572e+04 +3.038768572e+04 +3.038768572e+04 -5.0635e-01 -8.3960e-02 -5.0000e-01 +7.3896e-01 -5.7027e-01 -2.2898e-01 +2.9345e-01 +6.4188e-01 +3.3243e-01 -4.6771e-01 -3.5757e-02 +3.9988e-01 +9.3031e-01 -7.7958e-01 +6.7312e-02 +4.7475e-01 -3.2150e-01 -4.5875e-01 +7.8617e-01 -1.6649e-01
2 +2.452618596e+04 +2.452618596e+04 +2.397968596e+04 +2.397968596e+04 +4.7138e-01 +8.1313e-01 -8.3976e-02 -3.1270e-01 -1.9999e-02 +8.1115e-01 +6.6656e-02 -5.7451e-01 -4.0763e-01 -5.1731e-03 -6.2982e-01 -4.9274e-01 +5.8874e-02 -7.8107e-02 +1.8332e-01 -7.8341e-02 -2.6272e-02 -2.5335e-01 +7.6382e-01 +2.5041e-01
4 +1.077044357e+04 +1.077044357e+04 +1.022394357e+04 +1.022394357e+04 -2.2668e-01 +3.6730e-01 -4.7383e-01 +3.0302e-02 +4.2271e-02 -4.5760e-01 +6.1405e-01 -3.2757e-01 -6.4468e-01 +7.6405e-01 +2.0630e-01 +7.3095e-02 -1.2167e-01 +7.4210e-02 +6.7849e-01 +3.2656e-02 +5.5279e-01 -8.9848e-02 -1.6511e-01 +1.9741e-01
23 +8.605910875e+03 +8.605910875e+03 +8.059410875e+03 +8.059410875e+03 +9.4649e-01 +2.5140e-01 +6.4245e-01 +3.4129e-01 -5.3391e-01 +8.9812e-02 -6.1709e-01 +1.8068e-02 -2.1722e-03 +3.7847e-01 -9.5995e-02 +6.0635e-01 +6.1976e-01 -1.7724e-01 -1.4184e-01 -6.3621e-01 +2.2772e-02 -1.6484e-01 -2.7878e-01 +4.6438e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.216007136e+04 +1.216007136e+04 +1.316007136e+04 +1.316007136e+04 -1.0243e-01 +5.3076e-02 +2.8903e-01 +3.2850e-01 -4.7978e-03 -4.5174e-02 -2.4006e-01 +2.7364e-01 +1.3958e-01 -3.6218e-01 -8.3798e-02 -5.1197e-01 -3.1135e-01 -4.9224e-01 -7.3881e-01 +7.0719e-01 -4.0195e-01 -1.9028e-01 +1.0771e-02 +5.8832e-01
61 +9.276294783e+03 +9.276294783e+03 +1.027629478e+04 +1.027629478e+04 +6.7833e-01 -5.6287e-01 -5.4608e-01 +3.8464e-01 -6.5911e-01 +1.7398e-01 -1.1971e-01 -5.6706e-02 +3.6400e-01 -3.5310e-01 +2.5767e-03 -2.2685e-01 +2.3188e-01 -5.2321e-01 -4.7177e-01 -2.7399e-01 -7.4958e-01 -4.1183e-01 -7.4575e-02 +5.1286e-02
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.915993932e+04 +1.915993932e+04 +1.936831932e+04 +1.936831932e+04 +5.7566e-02 +5.3832e-01 +2.0687e-02 -8.2586e-01 +3.4336e-01 +6.5884e-01 -5.7386e-01 -5.2578e-01 +4.8175e-01 +6.5580e-01 -5.9142e-01 +1.3763e-01 -4.8724e-01 -1.6917e-01 +4.1750e-01 +5.0505e-01 -3.5315e-01 +6.5371e-02 +2.6920e-01 +9.0511e-02
2 +1.556432250e+04 +1.556432250e+04 +1.577270250e+04 +1.577270250e+04 +1.5164e-01 +1.3911e-01 +7.0590e-01 +7.1037e-01 -5.4473e-01 +2.2189e-01 -1.5493e-01 -3.1142e-01 -3.7384e-01 -8.9610e-01 +2.6429e-01 +3.8815e-02 +2.3758e-02 +1.7992e-01 +6.5165e-01 +3.7001e-01 +5.0238e-02 -4.4984e-01 +5.3587e-01 +5.8853e-01
13 +7.598892774e+03 +7.598892774e+03 +7.807272774e+03 +7.807272774e+03 +4.4505e-01 -3.7093e-02 -4.6018e-01 +4.1968e-01 -3.4914e-01 +2.9277e-01 +1.5053e-01 +8.7335e-01 +4.8412e-01 +1.1637e-01 +6.6159e-01 +7.9184e-01 -8.7358e-02 -6.1452e-01 +8.1292e-02 +1.0177e-01 +3.2782e-01 +1.9013e-01 +4.4859e-01 +4.3160e-01
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.733979408e+04 +2.733979408e+04 +2.719483408e+04 +2.719483408e+04 +2.0923e-01 +1.7885e-01 -8.7922e-01 -7.5761e-01 -7.9534e-02 -2.0431e-01 +1.0218e-01 -8.8081e-01 +3.0712e-01 +4.3863e-01 +3.3394e-01 +3.7588e-02 -3.4207e-01 -1.0433e-01 -6.7892e-01 +5.1539e-01 +1.1629e-01 +1.2392e-01 -5.6930e-01 -2.9050e-01
2 +1.726605152e+04 +1.726605152e+04 +1.712109152e+04 +1.712109152e+04 +7.1245e-01 -3.8333e-01 +2.7353e-01 +3.5294e-01 -6.0171e-01 -5.8194e-01 +7.3792e-01 -2.7627e-01 +5.3897e-01 +3.4062e-01 -1.0303e-01 +5.4981e-01 +1.4258e-01 -2.3249e-01 +9.7439e-02 +1.8539e-01 -1.6489e-01 +2.4271e-01 +2.3118e-01 +6.9472e-02
13 +1.217775398e+04 +1.217775398e+04 +1.203279398e+04 +1.203279398e+04 +3.2930e-01 +5.1364e-01 -4.2362e-01 +2.5246e-01 -4.0286e-01 -2.9407e-01 -4.6054e-01 +1.5156e-01 -3.1422e-01 -2.5414e-01 -4.4227e-01 +4.9809e-01 -7.8450e-01 +2.3787e-01 -4.5603e-01 +3.4918e-01 -3.4587e-02 -9.3380e-01 +4.1781e-01 -9.9795e-02
22 +6.313935365e+03 +6.313935365e+03 +6.168975365e+03 +6.168975365e+03 +2.4036e-01 +4.9139e-01 +6.0908e-01 -3.6969e-02 -2.1508e-01 +1.9262e-01 -2.6000e-01 -7.5033e-02 -1.5485e-02 -5.5120e-01 -9.6886e-02 +1.7810e-01 +9.0116e-02 -4.0323e-01 -9.7132e-02 +1.1038e-01 -7.1121e-01 -4.4043e-01 +5.2738e-01 -8.8915e-01
84 +5.456708892e+03 +5.456708892e+03 +5.311748892e+03 +5.311748892e+03 +4.9088e-02 -5.0667e-01 -8.7513e-02 +1.0271e-01 -6.9434e-01 -2.9114e-01 +6.6407e-01 +4.4883e-01 -1.6771e-01 -2.4873e-01 +9.2336e-01 -3.6543e-02 +1.4438e-01 -1.5522e-01 +3.2463e-01 +2.7475e-03 -8.5778e-04 -6.6038e-01 +7.6860e-01 -6.8004e-01
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.612870669e+04 +2.612870669e+04 +2.612240669e+04 +2.612240669e+04 -8.3435e-01 -2.2291e-01 -2.0640e-01 +2.9477e-01 -2.9092e-01 -3.5750e-01 -2.9103e-01 +3.5727e-01 +3.3310e-01 -4.5749e-01 +2.7171e-02 +2.3562e-01 -1.3729e-01 +6.9349e-01 -3.6672e-02 -5.5972e-02 +3.7234e-01 -8.6606e-02 +4.3278e-01 +1.4887e-01
2 +2.030665113e+04 +2.030665113e+04 +2.030035113e+04 +2.030035113e+04 +2.0131e-01 +1.0161e-02 +2.2541e-01 -4.0903e-01 +1.2092e-01 -3.3107e-01 +7.4260e-01 -8.0096e-02 +4.0771e-02 -3.4188e-01 +9.3989e-02 -2.1181e-01 -7.4715e-01 +5.3701e-01 +2.1480e-01 -3.0846e-02 +1.5481e-01 -5.3095e-01 +9.1340e-02 +3.0317e-01
6 +1.284124155e+04 +1.284124155e+04 +1.283494155e+04 +1.283494155e+04 +6.2655e-01 +6.4529e-01 +1.9774e-01 -4.1580e-01 +6.4267e-02 +6.2588e-01 -6.9162e-01 +2.8286e-01 +6.6283e-02 +2.2026e-01 +1.2398e-01 -2.5224e-01 +9.5549e-04 +7.7158e-01 +1.7483e-01 +1.2111e-01 -1.8904e-01 -7.4902e-01 -1.7799e-01 +1.5532e-01
11 +7.955592595e+03 +7.955592595e+03 +7.949292595e+03 +7.949292595e+03 +4.4453e-01 +1.6758e-02 -6.7993e-02 -8.3109e-02 -4.2589e-03 -9.0752e-01 -4.4066e-01 -2.6756e-02 -9.8835e-01 -1.0849e-01 -4.3679e-01 -1.9275e-01 -8.2893e-01 +2.6681e-01 -3.3452e-01 +1.7816e-01 -2.0216e-01 -5.5369e-01 -2.3443e-01 -2.7640e-01
42 +3.660388162e+03 +3.660388162e+03 +3.654088162e+03 +3.654088162e+03 -6.1974e-01 -1.6595e-01 -4.8714e-01 +2.7633e-01 -2.5630e-01 -3.1370e-01 +6.6784e-02 -8.9130e-01 -4.5942e-01 +5.1150e-01 -2.9542e-01 +3.4257e-01 -7.8157e-02 -1.6206e-01 +1.6384e-01 +6.7215e-01 -9.1000e-01 -7.4771e-01 -6.3991e-01 -5.8193e-01
% function evaluation | noise-free fitness - Fopt (-3.790000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.767920157e+04 +1.767920157e+04 +1.767541157e+04 +1.767541157e+04 -4.5123e-01 -2.0779e-01 -3.0987e-01 +1.6251e-01 -2.9114e-01 +3.8820e-01 -2.2401e-01 -2.8427e-01 +2.1897e-01 +4.7458e-02 -2.3535e-01 -3.2413e-01 +2.6671e-01 -4.4804e-01 +9.3036e-02 +1.3432e-01 +2.8266e-02 +4.2030e-01 -2.3529e-02 +6.5262e-02
2 +1.177345667e+04 +1.177345667e+04 +1.176966667e+04 +1.176966667e+04 -8.7910e-02 -5.8969e-01 -7.8578e-01 +6.9207e-01 -6.8359e-01 +3.7360e-01 -2.4249e-01 -2.6966e-01 -7.4491e-01 +2.2180e-01 -3.4254e-01 -2.4261e-01 +1.0809e-01 +4.6855e-01 +4.9280e-01 +2.4097e-01 -4.5572e-01 +4.4026e-01 +3.3541e-02 -8.0600e-01
96 +6.860681721e+03 +6.860681721e+03 +6.856891721e+03 +6.856891721e+03 -3.8980e-01 +5.4583e-01 +3.6182e-01 +7.7794e-01 -9.1575e-02 -5.1515e-01 -1.7202e-01 -6.6970e-01 -6.3006e-02 -1.0302e-01 -4.7794e-02 +7.2730e-02 -3.6857e-01 +2.2525e-01 -2.5512e-01 +2.0047e-01 +5.3308e-01 +3.5899e-01 -6.3818e-01 -2.0500e-01
% function evaluation | noise-free fitness - Fopt (-5.675000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.587344097e+04 +1.587344097e+04 +1.581669097e+04 +1.581669097e+04 -1.1982e-01 +2.4244e-01 -1.9075e-01 -8.2133e-02 -1.2301e-01 -3.7823e-01 +2.3412e-01 +8.9156e-01 -3.4390e-01 +1.2352e-01 -3.7151e-01 -3.7839e-01 +5.5373e-02 -9.3306e-01 +7.3112e-01 -1.4300e-01 +2.7054e-01 +1.9312e-01 -5.0274e-01 -2.5253e-02
4 +1.542454096e+04 +1.542454096e+04 +1.536779096e+04 +1.536779096e+04 -3.5438e-01 -6.3653e-01 +1.4081e-01 +1.7818e-01 -1.6774e-01 -2.4085e-01 -1.3917e-01 +6.4828e-01 -2.1362e-01 +4.9156e-01 -7.0861e-01 +4.8201e-01 -6.3699e-01 -2.0465e-01 +4.9604e-01 +3.0737e-01 -1.1051e-01 -8.1349e-01 -2.1141e-01 +9.7911e-03
6 +5.582839488e+03 +5.582839488e+03 +5.526089488e+03 +5.526089488e+03 -9.2033e-02 +4.9306e-01 +9.3489e-02 -3.9262e-02 +3.4638e-01 +8.7312e-03 +3.2435e-01 +1.8128e-01 +2.8974e-01 +2.2244e-01 +8.8925e-03 -5.1929e-02 -1.6174e-01 +2.9457e-01 +3.5059e-01 -8.8729e-01 +7.2158e-01 +1.6720e-02 -2.8531e-01 -9.0886e-01
% function evaluation | noise-free fitness - Fopt (-5.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.441596237e+04 +2.441596237e+04 +2.435616237e+04 +2.435616237e+04 +7.1275e-01 -2.3765e-01 -3.5280e-01 -1.8020e-01 +7.4368e-01 +6.3167e-01 -4.9467e-01 +2.6288e-01 -3.0215e-01 +7.5066e-01 +1.9378e-01 -1.8661e-01 +2.0061e-01 -3.8099e-01 +6.5907e-02 +4.5834e-01 +5.9482e-01 -2.1377e-01 +3.0732e-01 -5.3994e-01
