% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.001705684e+02 +3.001705684e+02 +4.027805684e+02 +4.027805684e+02 +4.3110e-01 +2.3515e-01 -1.1461e-01 -1.7164e-01 +4.9919e-01 -6.5423e-01 +6.2019e-02 -7.8776e-02 -6.2622e-01 +9.2138e-01 +5.1845e-03 +4.2971e-01 -2.5939e-01 -8.6111e-02 -4.9973e-01 -3.1815e-01 +9.2729e-02 -8.3867e-01 +4.5409e-01 +2.1762e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.818568837e+02 +3.818568837e+02 +4.751568837e+02 +4.751568837e+02 +2.0109e-01 +2.5464e-01 -1.9632e-01 +3.7210e-01 -3.9742e-01 +6.9153e-01 +2.5863e-01 -6.8084e-01 +5.3948e-01 -2.6261e-01 +6.9697e-02 -1.6766e-01 -5.3426e-01 -3.5757e-01 -6.5629e-01 +5.2497e-01 -6.3225e-01 -3.5883e-01 -6.3551e-02 -3.3296e-01
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.506469623e+02 +3.506469623e+02 +3.642869623e+02 +3.642869623e+02 -7.3393e-01 -1.0644e-01 -5.2617e-01 +2.8724e-01 -3.2885e-01 -2.7096e-01 -3.8581e-01 -9.2003e-01 -6.1257e-01 +5.7498e-01 -1.0849e-01 +1.1476e-01 +1.6204e-02 -3.8199e-01 -7.2924e-02 +8.8122e-02 +5.3911e-02 -4.5940e-01 -3.4809e-01 +1.7960e-01
78 +2.476905637e+02 +2.476905637e+02 +2.613305637e+02 +2.613305637e+02 +1.0603e-01 -6.7652e-02 -5.3474e-01 -3.2907e-01 -5.1018e-02 -2.1097e-01 +1.5961e-01 -4.9461e-02 -7.3569e-01 -7.9344e-01 -2.2769e-01 +5.4751e-01 +7.0756e-01 +2.9573e-02 +5.5641e-01 -2.5807e-01 +3.3074e-01 +2.1712e-01 -2.0164e-01 -2.7333e-02
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.879505063e+02 +2.879505063e+02 +4.827505063e+02 +4.827505063e+02 +1.3357e-01 -3.3490e-01 +2.1520e-02 -8.0865e-02 +4.3071e-01 +3.2452e-01 +2.7676e-01 -1.3161e-01 +2.6766e-01 +5.1786e-02 -1.8670e-01 -6.4958e-01 +8.2069e-01 -5.9441e-01 +5.1473e-03 +7.7861e-02 -7.1019e-01 -1.9931e-01 +2.3564e-01 -2.7404e-01
33 +2.340910943e+02 +2.340910943e+02 +4.288910943e+02 +4.288910943e+02 +5.2797e-01 -5.5910e-01 +7.8059e-01 -2.8940e-01 -3.4454e-01 +8.6988e-01 +3.2726e-01 +7.2269e-01 +9.7025e-01 +1.4266e-01 +2.2074e-01 +3.2745e-02 -1.3110e-02 +1.2604e-01 +2.9091e-02 -6.0877e-01 +8.5198e-01 -2.0177e-01 +3.1590e-01 -5.8113e-02
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.817948868e+02 +2.817948868e+02 +1.482048868e+02 +1.482048868e+02 -5.1075e-01 -3.1456e-01 +5.0898e-01 -1.1531e-02 -2.7492e-02 +2.9025e-01 -6.2259e-01 +6.4124e-01 +2.1846e-01 -5.8989e-01 -1.2905e-01 +2.1819e-01 -2.9758e-01 +2.0423e-01 -3.1495e-01 +1.4215e-01 -1.9571e-01 +6.2798e-02 +3.3288e-01 -7.8696e-02
43 +2.385365788e+02 +2.385365788e+02 +1.049465788e+02 +1.049465788e+02 -8.5948e-01 +2.6387e-01 -1.7860e-02 +3.5928e-01 +4.6004e-01 -2.5436e-02 -4.7017e-01 +4.6930e-01 -4.1430e-01 +3.8293e-01 -6.8830e-01 -1.3699e-03 -1.5539e-01 +1.8358e-01 +3.5876e-01 +4.3487e-01 -4.8134e-01 -6.2078e-01 +3.3155e-01 +6.3194e-01
% function evaluation | noise-free fitness - Fopt (-8.468100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.909759293e+02 +2.909759293e+02 -5.558340707e+02 -5.558340707e+02 +1.7737e-01 -7.9031e-01 -7.0930e-01 -1.7752e-01 -1.9176e-01 -2.1142e-01 -6.9457e-01 -4.3959e-01 -7.3151e-01 +2.3531e-01 -2.9151e-01 -2.5016e-01 -2.0796e-01 +4.1455e-01 -4.7267e-03 +4.4636e-01 -2.2417e-01 -8.7096e-03 -5.2955e-02 +7.1654e-01
58 +2.061621442e+02 +2.061621442e+02 -6.406478558e+02 -6.406478558e+02 -5.9334e-02 +1.8940e-01 -5.6049e-01 -1.3659e-01 -1.2053e-01 -2.7336e-01 +5.5364e-02 +3.2317e-01 -3.5838e-01 +3.6398e-02 -9.3689e-03 +6.9475e-02 +2.5621e-01 -3.1542e-03 +1.7025e-01 -1.3558e-01 +5.3151e-01 -9.8510e-02 +4.1662e-01 -2.5638e-01
% function evaluation | noise-free fitness - Fopt (1.363000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.101134543e+02 +3.101134543e+02 +3.237434543e+02 +3.237434543e+02 +2.0693e-01 +8.9229e-02 +3.1313e-01 +7.2980e-02 +8.4387e-01 +7.0625e-01 -2.3148e-01 -1.8895e-01 -9.3811e-02 +3.3317e-01 -6.5744e-01 +3.3928e-02 -4.0357e-01 +1.2358e-01 -2.9438e-01 -1.7444e-01 -7.7187e-01 +3.2141e-01 +5.9802e-01 +7.3723e-01
21 +2.409575005e+02 +2.409575005e+02 +2.545875005e+02 +2.545875005e+02 -3.4064e-01 -9.6634e-02 -2.3498e-01 +5.2626e-02 -2.2576e-01 +2.0945e-01 -2.1137e-01 +1.5940e-01 +1.3109e-01 -8.9219e-01 +1.6759e-02 +3.5267e-01 -5.9113e-01 +5.4278e-01 +7.9585e-01 -4.0288e-01 -2.5728e-01 -6.4631e-01 -6.2509e-02 -2.4208e-01
% function evaluation | noise-free fitness - Fopt (-3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
