% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.171704158e+02 +2.171704158e+02 +2.002304158e+02 +2.002304158e+02 +1.3988e-01 -1.1782e-02 -1.3388e-01 +4.6111e-01 +5.2654e-01 +5.2993e-01 +5.2315e-03 -5.1013e-01 +2.4766e-01 +5.3595e-01 -6.3401e-01 +3.0439e-01 +1.8445e-02 +5.0259e-01 +1.3548e-01 +1.8154e-01 -2.8555e-01 -7.7280e-01 -1.9748e-01 +4.2148e-01
8 +1.541475526e+02 +1.541475526e+02 +1.372075526e+02 +1.372075526e+02 -7.2884e-02 +1.7426e-01 -8.9922e-01 -1.6255e-01 +7.5251e-01 +1.5990e-01 -5.0185e-01 -1.1739e-01 -2.1496e-02 -1.9120e-01 -1.3504e-02 -9.4609e-02 -2.6116e-02 -2.5752e-01 -1.5541e-01 +5.0202e-01 -2.2250e-01 -2.2160e-03 -5.9231e-01 +1.0975e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.038468201e+01 +9.038468201e+01 +1.091946820e+02 +1.091946820e+02 +3.2504e-01 -5.4255e-01 +9.0617e-02 +3.3491e-01 +1.1711e-01 +1.9335e-01 -1.6256e-01 +4.3541e-01 +7.3054e-02 +3.0614e-01 +5.7676e-01 -1.5601e-01 -3.3968e-01 -4.4210e-01 +6.3294e-01 -6.3745e-01 +8.1752e-02 -3.1201e-01 +7.9969e-02 -4.9250e-01
5 +5.032805367e+01 +5.032805367e+01 +6.913805367e+01 +6.913805367e+01 -1.0474e-01 +2.1852e-01 -3.2077e-02 +4.1483e-02 +6.8134e-01 -6.6091e-01 +7.4858e-01 -8.0443e-02 +2.3636e-01 -3.9493e-01 +3.8249e-01 +2.5825e-01 +8.3962e-01 +7.7373e-01 +7.7189e-02 +4.4313e-02 +6.6611e-01 -2.2158e-01 -8.7339e-02 +6.6281e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.445443495e+02 +1.445443495e+02 +4.176943495e+02 +4.176943495e+02 +7.1128e-02 -3.7714e-01 +1.6407e-01 +4.6892e-01 +2.3787e-01 -6.5705e-01 +2.1741e-01 +6.2155e-02 -2.4265e-01 +8.4024e-01 -6.5199e-01 -1.8454e-01 -2.7915e-01 +2.6146e-02 +3.7084e-01 -4.6242e-01 -2.6502e-02 -2.4005e-01 +1.8602e-01 +8.3230e-02
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.732175730e+01 +4.732175730e+01 +8.450175730e+01 +8.450175730e+01 -1.4018e-01 +7.5514e-01 -1.3997e-01 -2.8857e-01 -5.6614e-01 +3.6124e-01 +2.8901e-01 +4.3635e-01 +4.2025e-01 -2.1022e-01 -3.6324e-02 +1.5662e-01 -1.5881e-01 -3.7675e-01 -3.6853e-01 +5.3448e-01 -6.2290e-01 +2.1599e-01 +6.1056e-02 -7.1149e-01
16 +3.931023172e+01 +3.931023172e+01 +7.649023172e+01 +7.649023172e+01 -1.6202e-01 +2.2457e-01 -2.8925e-01 -2.1035e-01 +2.7687e-01 -7.9496e-01 -4.9963e-01 +4.2791e-01 +9.7087e-03 +4.0371e-03 -6.0902e-01 -6.8217e-01 +1.4571e-01 +3.0851e-01 -2.7719e-01 -7.0514e-02 -6.7559e-01 -4.4231e-01 -4.8068e-01 +1.4137e-01
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.577954869e+01 +7.577954869e+01 -7.212045131e+01 -7.212045131e+01 -1.1376e-01 +2.4484e-01 -2.3289e-01 -8.7163e-01 +7.0885e-01 -1.1899e-02 +4.9979e-01 -1.5781e-02 +4.4598e-01 +5.0673e-01 +5.8727e-01 -3.8502e-01 -8.0266e-01 +8.3605e-01 -8.7180e-01 -3.5041e-01 +5.1457e-02 +3.7004e-01 -1.0889e-01 -7.5389e-01
2 +4.613925044e+01 +4.613925044e+01 -1.017607496e+02 -1.017607496e+02 -2.0462e-01 -4.6653e-01 +1.6838e-01 -4.5741e-01 -4.3743e-02 +7.1175e-01 -7.5554e-02 +1.8762e-01 +3.9708e-01 -3.3668e-01 -1.4932e-01 +3.4509e-01 +1.2321e-03 -9.3377e-01 -1.9275e-01 +5.4469e-01 -2.1246e-01 +4.9248e-01 +1.6726e-02 +7.4534e-01
% function evaluation | noise-free fitness - Fopt (1.162600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.246977444e+01 +6.246977444e+01 +1.787297744e+02 +1.787297744e+02 +2.6860e-01 +7.7357e-01 +8.2720e-01 -3.0316e-01 -1.8425e-01 -7.7829e-01 +3.6013e-01 +3.5062e-01 -4.2742e-01 +2.8120e-01 +8.0941e-01 +3.2870e-01 -3.5479e-01 +4.3153e-01 +2.8874e-02 -7.5084e-02 -2.0176e-01 -5.7861e-01 +1.9061e-01 +4.3867e-01
14 +3.963411477e+01 +3.963411477e+01 +1.558941148e+02 +1.558941148e+02 -2.8294e-02 +2.0674e-01 +1.9083e-02 +6.0728e-01 +5.1505e-01 +8.5270e-02 +2.2975e-01 -3.3505e-01 -7.0385e-01 -5.7025e-01 +5.0871e-01 -4.6889e-01 -4.7042e-01 -3.5937e-01 +4.3147e-01 +2.0875e-01 -1.8836e-01 -4.2742e-01 +2.6559e-01 +3.8531e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.383296092e+01 +5.383296092e+01 -9.461670391e+02 -9.461670391e+02 -1.0771e-01 +7.4644e-01 +9.7914e-02 +1.0379e-02 -5.0850e-01 +8.6258e-02 +6.8476e-01 -3.7561e-01 +3.5890e-01 -7.8458e-01 +5.8877e-01 -7.7138e-01 -6.6730e-01 +6.1704e-01 +4.1493e-01 +5.5931e-01 +1.0093e-01 -4.3524e-02 -1.1057e-01 -2.9942e-01
31 +3.813551313e+01 +3.813551313e+01 -9.618644869e+02 -9.618644869e+02 -3.4789e-01 +5.0415e-01 -3.2197e-01 -1.9672e-01 -2.9731e-01 +5.6906e-01 +6.7191e-01 -6.6243e-01 +9.5262e-01 -5.1944e-01 +3.2319e-01 +4.2482e-02 +1.0380e-01 -1.0095e-01 -7.7447e-01 +3.7598e-01 +1.5395e-01 +4.5834e-01 +4.5018e-01 +4.6344e-01
% function evaluation | noise-free fitness - Fopt (-9.193000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.067815311e+02 +1.067815311e+02 +1.485153115e+01 +1.485153115e+01 +2.9982e-01 -3.5712e-01 +1.4659e-01 -3.6609e-01 +7.3194e-01 +5.2853e-01 +5.1609e-01 +6.7907e-01 +3.0247e-01 +7.1199e-04 -5.7570e-01 -6.9219e-01 +5.6195e-01 -5.3533e-02 -1.7531e-01 +3.0612e-01 -1.8372e-01 -7.4622e-01 +2.3985e-01 -2.5438e-01
3 +9.509349502e+01 +9.509349502e+01 +3.163495021e+00 +3.163495021e+00 -9.5836e-02 -7.7261e-01 -2.4869e-01 -5.5273e-02 +4.3665e-01 -9.4219e-02 +8.6444e-01 +6.6089e-01 -5.6263e-01 -6.8936e-01 +6.8075e-01 +1.8821e-01 +1.7291e-01 +1.5644e-01 +3.6559e-01 +5.7205e-03 +1.2037e-01 +5.5604e-01 -2.2101e-01 -6.6532e-02
% function evaluation | noise-free fitness - Fopt (1.487500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.242073592e+02 +1.242073592e+02 +2.729573592e+02 +2.729573592e+02 -3.2079e-01 -4.0930e-01 -2.6292e-01 -7.7938e-01 -3.8635e-01 +4.3746e-01 +5.5095e-01 -1.1456e-01 +1.6464e-01 +7.6144e-02 -7.0824e-02 +1.3657e-01 -2.3770e-01 +6.2311e-01 -3.5969e-01 +7.9783e-01 +5.4262e-01 +5.4959e-03 +1.4152e-01 -2.1812e-01
3 +9.385218881e+01 +9.385218881e+01 +2.426021888e+02 +2.426021888e+02 -8.3694e-01 -3.9996e-02 +3.8778e-02 -3.1819e-01 +3.2543e-01 +6.7913e-01 -4.9207e-01 +6.3961e-02 +3.1748e-02 +2.2533e-01 +1.9938e-01 +3.4046e-01 -3.0648e-01 -5.6870e-01 +4.6918e-02 +4.7029e-01 -3.1633e-01 +2.1851e-01 -7.8855e-01 +4.0939e-01
77 +6.283816353e+01 +6.283816353e+01 +2.115881635e+02 +2.115881635e+02 +2.6699e-01 +5.1065e-01 +6.2078e-01 +2.3160e-02 +3.5898e-01 +2.6850e-01 -8.7604e-01 -1.2009e-01 -5.5524e-01 +3.0447e-01 +1.2936e-01 -5.3250e-01 -8.3870e-02 -2.0010e-01 +9.3584e-03 -2.8996e-01 +1.7806e-01 -1.9698e-02 +9.0243e-01 +1.1442e-01
% function evaluation | noise-free fitness - Fopt (-1.483000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.743716806e+01 +4.743716806e+01 -1.008628319e+02 -1.008628319e+02 +8.7432e-02 +5.6725e-01 +7.0105e-01 +5.4433e-01 +4.6140e-01 -1.7786e-01 +3.7525e-01 -4.1335e-01 +7.4056e-01 +3.1555e-01 -5.0071e-01 -2.1000e-03 +7.0856e-01 +4.1229e-01 -6.6330e-01 +4.1394e-02 +2.7083e-01 -2.4451e-01 +8.5211e-01 -2.9775e-01
59 +3.579576061e+01 +3.579576061e+01 -1.125042394e+02 -1.125042394e+02 +2.0664e-02 -8.3053e-02 -9.0120e-02 +6.9586e-01 +5.5065e-01 -5.0461e-01 +7.4260e-01 +1.3791e-01 -5.7138e-01 +7.3201e-01 -5.2799e-01 +1.0914e-01 -1.1654e-01 +8.0030e-02 +4.3885e-01 +5.7313e-01 -1.9105e-01 -2.2804e-01 +2.5130e-01 -8.2689e-01
% function evaluation | noise-free fitness - Fopt (1.702000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.759583565e+01 +4.759583565e+01 +6.461583565e+01 +6.461583565e+01 -7.4342e-01 +3.3978e-01 +9.3729e-01 -5.1271e-01 -2.1309e-01 -3.5447e-01 -1.6579e-01 -2.3876e-01 +1.6618e-02 -2.2435e-01 -1.9323e-01 +6.3982e-01 -1.5818e-01 +2.1588e-01 -6.4088e-01 +3.5824e-02 +2.6503e-01 +2.8754e-01 +4.3730e-01 +5.4651e-01
% function evaluation | noise-free fitness - Fopt (-2.202000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.859724456e+01 +5.859724456e+01 -1.616027554e+02 -1.616027554e+02 -5.0541e-03 -2.4521e-01 +5.8545e-02 -2.0929e-01 +7.7389e-02 +2.4738e-01 -9.6396e-02 +2.4805e-01 +2.2055e-01 -4.7937e-01 -7.3277e-01 +3.7551e-01 +5.2775e-01 +9.9022e-02 +1.5217e-01 +6.0307e-01 +2.1109e-01 -1.1752e-01 -2.7852e-02 +2.9246e-01
% function evaluation | noise-free fitness - Fopt (-2.041000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.360088586e+01 +5.360088586e+01 +3.319088586e+01 +3.319088586e+01 -1.8195e-02 -4.1937e-03 -6.1978e-01 -5.4015e-01 -1.7926e-01 +2.6449e-01 +3.7922e-01 +1.5664e-01 -1.2774e-01 -5.9087e-01 +2.7334e-01 +5.2731e-01 +4.3432e-01 +3.1829e-01 +4.2828e-01 -2.3980e-01 +9.5381e-03 +1.6340e-01 -3.8344e-01 -7.9792e-02
35 +3.673272271e+01 +3.673272271e+01 +1.632272271e+01 +1.632272271e+01 -2.9762e-01 +3.3643e-01 -4.1569e-01 -5.3371e-01 -4.4577e-01 -2.6640e-01 -4.4671e-02 +2.3296e-01 -1.3798e-01 -3.5651e-01 -2.5711e-01 +4.6048e-02 -8.0592e-01 -2.1786e-02 -8.8224e-02 +4.0744e-01 -7.1664e-01 -1.1128e-01 -6.2044e-02 -4.9088e-01
% function evaluation | noise-free fitness - Fopt (6.081000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.243067426e+01 +7.243067426e+01 +1.332406743e+02 +1.332406743e+02 -3.1554e-01 +6.2460e-01 +6.4578e-01 -4.2046e-01 -1.1711e-01 +4.9061e-01 -3.5072e-01 -7.9249e-02 -8.7642e-01 +4.5349e-01 -7.1269e-01 +5.0206e-01 -8.1942e-01 -6.4971e-01 +3.1192e-01 +9.3196e-01 +1.4671e-01 -6.2138e-01 -5.0278e-01 +6.3928e-01
5 +4.507120256e+01 +4.507120256e+01 +1.058812026e+02 +1.058812026e+02 -1.8046e-02 +6.7625e-01 +3.2569e-01 +6.4411e-01 -5.0270e-01 +5.4428e-01 -2.6386e-01 +2.3200e-01 -2.5172e-01 +5.2979e-01 +1.0645e-01 -7.6264e-01 -2.1883e-01 -1.2064e-01 -6.1831e-01 -1.5591e-01 +2.1719e-02 +2.7719e-01 -1.8939e-01 -4.4479e-01
% function evaluation | noise-free fitness - Fopt (-6.176300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.941581908e+01 +9.941581908e+01 -5.182141809e+02 -5.182141809e+02 +1.8247e-01 +3.3408e-01 +8.4949e-02 -1.9001e-01 -2.0367e-01 -4.4574e-01 -5.5154e-02 -3.5105e-01 +6.6844e-02 -2.5607e-02 +3.6263e-02 +3.3249e-01 +8.2070e-03 -4.9993e-01 +8.9403e-01 +6.9498e-02 -4.9757e-01 -7.4193e-02 +3.4825e-01 -4.7940e-02
