% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.533570923e+02 +7.533570923e+02 +2.912670923e+02 +2.912670923e+02 +3.9762e-01 -2.1244e-01 +3.0198e-01 +2.6289e-01 +4.4792e-01 -1.6629e-01 +3.3140e-01 +5.2540e-01 +1.8490e-01 +3.4119e-01 +3.7918e-01 +1.2222e-01 +4.1097e-01 +1.8285e-01 +4.1585e-01 +2.5026e-01 -2.3736e-01 -2.7029e-01 -3.4717e-01 -4.4137e-01
6 +6.241075196e+02 +6.241075196e+02 +1.620175196e+02 +1.620175196e+02 +4.5680e-01 -3.6924e-01 -5.2272e-01 -1.5030e-01 -4.3837e-01 -7.1093e-02 +3.7475e-01 +6.3073e-01 -1.4604e-01 -2.6769e-02 -3.2787e-01 -1.1125e-01 +2.0866e-01 +7.2356e-02 -2.8936e-01 -6.7012e-02 -5.2498e-01 +8.3531e-02 -2.1888e-01 +7.9599e-02
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.233880394e+02 +6.233880394e+02 +7.010480394e+02 +7.010480394e+02 +4.7991e-02 +2.3120e-02 +5.4353e-01 +2.3661e-01 -1.3708e-01 +3.5919e-01 -3.6328e-01 +3.5041e-01 +2.7701e-01 -1.6867e-01 +5.7405e-01 +2.4596e-01 -7.6195e-01 +1.8488e-01 -3.6333e-01 -1.5936e-02 -1.8510e-01 -1.1517e-01 +4.7012e-01 +1.7562e-03
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.241091555e+02 +7.241091555e+02 +8.397891555e+02 +8.397891555e+02 +6.8798e-02 -3.4747e-01 -4.0544e-01 +2.7700e-01 +1.0791e-01 +2.4078e-01 +5.8365e-01 +2.3573e-01 -6.1545e-02 +5.0850e-02 +1.6755e-01 +3.7702e-01 +2.6868e-01 -5.2346e-01 -4.9484e-01 -9.4059e-02 +2.0291e-02 +3.1614e-01 +2.6493e-02 -5.9984e-02
24 +6.208685414e+02 +6.208685414e+02 +7.365485414e+02 +7.365485414e+02 -4.5468e-01 +6.5529e-02 +2.1365e-01 +5.4615e-03 +8.1091e-02 -1.4776e-03 +8.6228e-02 +3.9088e-01 -4.6893e-02 +3.1335e-01 -5.2894e-01 +4.7792e-02 +5.6877e-01 -1.1797e-01 -4.0321e-02 -2.7364e-01 +6.5529e-02 +5.6963e-01 +6.0450e-01 +4.0741e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.561014333e+02 +7.561014333e+02 +7.523914333e+02 +7.523914333e+02 -1.2699e-01 +4.3797e-01 +2.8486e-01 -4.1220e-01 -2.3786e-01 +5.1825e-01 +3.2334e-01 +1.0396e-01 +3.4170e-01 +5.0471e-01 +1.6642e-01 -2.8621e-01 +1.3876e-01 +3.1198e-01 +5.5876e-03 +7.8551e-01 +1.3157e-01 -4.6064e-01 +5.9461e-02 -7.3888e-01
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.750503478e+02 +5.750503478e+02 +7.072303478e+02 +7.072303478e+02 -4.5101e-02 +1.5826e-01 +1.8303e-01 -3.2491e-01 -9.7450e-02 -1.3387e-01 +7.8740e-02 -3.1386e-01 +6.1845e-01 +4.3090e-01 -7.5258e-01 -2.6614e-02 -7.1977e-01 -2.5471e-01 +2.9122e-01 +4.2186e-01 +7.8105e-01 +7.2855e-01 -2.3072e-01 -7.2176e-04
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.707638130e+02 +7.707638130e+02 +7.290238130e+02 +7.290238130e+02 -2.3933e-01 -7.0582e-02 -7.0173e-01 +8.2519e-01 +5.2643e-01 -2.2416e-01 -1.6514e-01 +2.0902e-01 +4.1041e-01 -4.0591e-02 -5.4732e-02 +5.1942e-01 +2.7860e-02 +1.8678e-01 -7.7102e-01 -8.6679e-01 -8.9362e-01 +4.3449e-03 +3.1230e-01 -3.0674e-03
38 +6.163788666e+02 +6.163788666e+02 +5.746388666e+02 +5.746388666e+02 -1.8730e-01 +2.1901e-01 -1.7204e-02 -1.8736e-01 +3.2003e-01 -2.6877e-01 +2.6596e-02 +5.3187e-02 +3.2387e-01 +4.1656e-01 +2.6856e-01 +7.4710e-01 +5.6616e-01 +1.8516e-01 +4.1567e-01 +1.0086e-01 +8.1804e-01 +8.6048e-01 -7.1042e-02 +5.3009e-01
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.704845818e+02 +6.704845818e+02 +1.756245818e+02 +1.756245818e+02 -2.6045e-02 +3.9418e-01 +4.6259e-01 +4.2152e-01 -6.4000e-01 -2.0913e-01 -1.4205e-02 -3.5448e-01 +9.1906e-01 -2.5684e-01 -8.7706e-02 +5.4697e-01 +4.1382e-01 -4.8048e-02 -6.6389e-01 +2.9565e-01 -8.1561e-02 -1.1165e-01 -5.0682e-01 +6.3385e-01
2 +6.099666051e+02 +6.099666051e+02 +1.151066051e+02 +1.151066051e+02 +3.1895e-01 +4.0106e-01 -4.6101e-01 -5.8906e-01 -2.9114e-01 +1.3114e-01 -6.0218e-02 +3.9820e-02 +2.4310e-01 +2.9727e-01 +9.4845e-01 +1.9252e-01 +2.5988e-01 -4.8603e-02 -2.4579e-01 -3.5603e-01 -5.6908e-01 +6.0915e-01 +4.7726e-01 +2.4386e-01
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
