% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.735968386e+05 +7.735968386e+05 +7.736327386e+05 +7.736327386e+05 -4.7805e-02 -4.8022e-01 -7.2254e-02 +3.0682e-01 -7.0260e-01 +2.0976e-02 -8.1024e-02 -2.3100e-01 -5.5715e-01 +3.9858e-01 -1.0148e-01 +2.8983e-01 +5.2283e-01 -6.2259e-02 +1.2168e-01 +5.9774e-01 -9.4574e-02 +2.9008e-01 +1.3649e-01 +2.3204e-01
11 +5.914125558e+05 +5.914125558e+05 +5.914484558e+05 +5.914484558e+05 -1.4020e-01 -3.3241e-01 -8.4467e-02 +8.5152e-01 -7.9104e-01 -6.7679e-01 +3.3287e-01 -7.1688e-01 -7.4066e-01 -4.0070e-01 -3.7218e-01 -2.7546e-02 +1.4750e-01 -5.6376e-01 +5.9499e-01 +2.6891e-01 +2.6176e-02 +3.8424e-01 -3.5350e-01 +1.2207e-02
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.792209945e+05 +4.792209945e+05 +4.792523645e+05 +4.792523645e+05 -6.8132e-01 -2.9399e-01 +3.2082e-01 +3.0102e-01 +2.9856e-02 -8.1863e-01 +8.0901e-01 -6.0166e-01 -1.8236e-01 +5.3663e-01 +1.0460e-01 -3.9043e-01 -1.5555e-01 +4.1191e-02 -5.7291e-01 +2.2994e-01 -8.3853e-02 +6.7942e-02 -5.3630e-02 -1.2344e-01
2 +3.700416526e+05 +3.700416526e+05 +3.700730226e+05 +3.700730226e+05 +2.3704e-01 +3.4128e-01 -8.4562e-02 +2.6246e-01 +3.8800e-01 +4.6829e-01 +9.3735e-01 +5.7382e-01 +3.6050e-01 +3.2072e-01 -2.5237e-01 -1.4793e-01 +3.5506e-01 -6.9216e-01 +6.7947e-01 +1.2541e-01 -1.6721e-01 -7.0315e-01 +5.9278e-02 -5.4810e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.407087664e+05 +3.407087664e+05 +3.397087664e+05 +3.397087664e+05 -1.7630e-01 +6.7194e-01 +3.2373e-01 -7.7724e-01 +7.8998e-01 +7.8038e-01 +5.0277e-01 -3.9291e-01 +2.1656e-01 -5.0887e-01 -4.2320e-01 +8.1545e-02 +7.5158e-02 -2.0651e-01 -2.1927e-01 +1.8220e-01 -7.6606e-01 +4.8852e-01 -3.5047e-01 -3.8639e-01
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.079200632e+06 +1.079200632e+06 +1.079332552e+06 +1.079332552e+06 +5.8422e-01 -5.8899e-01 +3.8254e-01 -5.5086e-01 -6.3605e-02 +1.4353e-01 -7.0666e-01 -5.2588e-03 +4.0464e-01 -6.8080e-01 -6.1706e-01 -2.4831e-01 -4.6946e-01 +1.5349e-01 -2.3242e-02 +4.9535e-01 -8.8423e-02 -1.9236e-01 +3.0094e-01 -4.3614e-01
4 +8.059806592e+05 +8.059806592e+05 +8.061125792e+05 +8.061125792e+05 -3.9272e-01 +5.0221e-01 -6.7734e-02 +2.2688e-01 -8.1372e-02 -5.2963e-01 -9.0864e-02 -3.7033e-01 +3.5009e-01 +5.0306e-01 -3.4195e-01 +1.9846e-01 -3.9874e-01 +3.4042e-01 -4.0992e-01 +3.4134e-01 -4.9632e-02 +5.6873e-02 -3.1652e-01 +4.5026e-01
