% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.022593164e+06 +5.022593164e+06 +5.022538224e+06 +5.022538224e+06 -1.0445e-01 -2.7590e-01 -9.0778e-02 -3.6315e-01 -1.5256e-01 +6.2052e-01 +9.2783e-02 -1.6929e-01 -1.9820e-01 +4.3204e-02 +1.4961e-01 +5.0365e-01 -1.6147e-01 +7.1458e-01 -3.5490e-01 +1.3314e-01 +3.6542e-01 -2.8610e-01 -1.4504e-01 +9.4192e-01
26 +3.424786871e+06 +3.424786871e+06 +3.424731931e+06 +3.424731931e+06 +2.2005e-01 +3.5570e-01 -1.1941e-01 -2.5222e-01 +4.0809e-01 +8.1592e-02 +5.2230e-01 -7.0255e-01 -5.1357e-01 -2.3483e-01 -4.5894e-01 -2.3523e-02 -4.0263e-01 -6.8747e-01 +3.0340e-02 -1.1068e-02 +1.2339e-01 +3.6642e-01 +1.7694e-01 -3.4864e-01
28 +2.362405348e+06 +2.362405348e+06 +2.362350408e+06 +2.362350408e+06 -6.3501e-01 -1.2852e-01 -1.4888e-01 -5.5653e-01 +4.4203e-02 +3.1161e-01 +5.1720e-01 +5.3298e-02 -2.3702e-02 -6.1728e-02 -1.1075e-01 +4.2092e-02 +6.7939e-01 -2.7940e-01 -7.9320e-01 +2.2271e-02 +6.5646e-01 +3.8879e-01 +1.0174e-01 -4.8235e-01
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.942700403e+06 +1.942700403e+06 +1.942759533e+06 +1.942759533e+06 -7.2872e-01 -2.5772e-01 +3.0276e-01 -1.6031e-02 -2.1217e-01 -5.1522e-01 +1.0138e-02 +2.9333e-01 +1.6325e-01 -8.1908e-02 +5.3389e-01 +4.9258e-01 -1.0779e-01 +7.8896e-01 +4.1677e-01 -2.8338e-01 +3.7089e-02 +3.7176e-01 +3.8073e-01 -1.1603e-01
63 +1.485232496e+06 +1.485232496e+06 +1.485291626e+06 +1.485291626e+06 -5.0631e-01 +2.7725e-01 -3.5013e-01 +3.9649e-02 -4.7819e-01 -3.6568e-01 -2.3479e-01 -1.0819e-01 -5.7457e-01 -3.8028e-01 +7.7382e-01 +1.2970e-02 -1.5427e-01 +4.3879e-01 -5.4577e-01 -4.2994e-01 +3.9845e-02 +8.0113e-01 +5.2089e-02 -4.0854e-01
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.949551170e+06 +2.949551170e+06 +2.949059640e+06 +2.949059640e+06 -3.2961e-01 -5.2273e-01 +1.6155e-01 -1.7352e-01 +1.7354e-01 +4.9060e-01 +7.7375e-01 +1.7549e-01 +8.0921e-02 +2.8849e-01 +1.9291e-01 -4.1182e-01 +6.6005e-01 +7.2256e-01 -4.6760e-02 +3.5064e-01 -1.9462e-01 -1.5280e-01 -5.1550e-01 -3.5482e-01
2 +1.427991823e+06 +1.427991823e+06 +1.427500293e+06 +1.427500293e+06 -1.4775e-01 +6.1116e-01 +3.9655e-01 -2.9877e-01 +3.0098e-01 +1.4235e-01 -1.2465e-01 -2.2777e-01 -8.6480e-01 +2.5374e-01 +2.0741e-01 -1.2327e-01 -1.4765e-01 -1.7322e-01 -3.0793e-01 +6.6154e-03 +6.6396e-01 +3.0060e-01 -1.0126e-01 -2.7267e-01
28 +9.680574880e+05 +9.680574880e+05 +9.675659580e+05 +9.675659580e+05 +5.2756e-02 +4.4622e-01 -4.7994e-01 +2.4272e-01 +4.4330e-02 -7.1784e-01 +8.4572e-01 +6.1156e-01 +4.4900e-01 -1.9320e-01 +6.0033e-01 -4.3229e-01 -7.5540e-01 +3.7047e-01 +4.0610e-01 -1.8749e-01 +8.8311e-02 -6.5933e-02 +3.3232e-01 +1.9872e-01
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.047010304e+07 +1.047010304e+07 +1.046993284e+07 +1.046993284e+07 +5.2341e-01 +1.9284e-01 +3.8031e-01 +1.0606e-01 +6.7820e-01 -4.9969e-01 -1.5210e-01 +4.5323e-01 -3.8375e-01 -3.7693e-02 -8.1790e-02 -1.2315e-01 +6.3829e-01 +2.0245e-01 -1.3250e-01 +7.5734e-01 -3.6448e-01 -1.9177e-01 +1.0131e-01 -2.8820e-01
10 +7.979631672e+06 +7.979631672e+06 +7.979461472e+06 +7.979461472e+06 -9.0377e-02 -1.9812e-01 +3.0753e-02 -2.1983e-01 +6.2118e-01 +2.6689e-01 -2.2034e-04 +7.4848e-01 -3.9065e-01 +3.3565e-01 +6.3451e-01 -4.2712e-01 -5.7149e-01 +2.3546e-01 -7.5516e-01 -3.9412e-01 -3.0100e-01 -4.7370e-01 +6.5886e-02 +7.8376e-02
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.059108416e+07 +1.059108416e+07 +1.059061441e+07 +1.059061441e+07 -1.2504e-01 +7.2337e-01 -6.3275e-02 +3.8827e-01 -1.5604e-01 +3.3492e-01 -8.5014e-01 -2.9755e-01 -5.0530e-01 -1.7641e-01 +2.5681e-01 -3.9738e-01 -6.4092e-01 -4.3186e-01 +6.1134e-01 -3.6650e-01 -2.8832e-01 -7.8474e-01 -4.7858e-01 -2.7322e-01
