% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.277867967e+02 +2.277867967e+02 +2.108467967e+02 +2.108467967e+02 -5.2604e-01 +2.4828e-01 +4.4607e-02 +1.6336e-02 +5.3123e-01 +2.6411e-02 +4.3536e-01 +6.9622e-02 +1.5954e-01 -2.7295e-01 -4.2651e-01 +2.8147e-01 -5.0354e-01 -5.1353e-01 +6.9945e-02 -1.0250e-01 -2.6236e-01 -5.3561e-01 +4.0996e-02 -3.7080e-01
10 +1.573941812e+02 +1.573941812e+02 +1.404541812e+02 +1.404541812e+02 -1.3746e-01 +3.1520e-02 -2.7973e-01 -3.7105e-01 +2.2826e-02 -1.4932e-01 +7.3138e-01 -4.2396e-01 -8.5825e-03 -5.1601e-01 -9.1889e-02 +5.0565e-01 +7.3406e-02 -5.2710e-02 +1.6476e-01 -2.1256e-01 +2.4037e-01 -1.6850e-01 +4.1030e-01 +3.3685e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.295124075e+01 +7.295124075e+01 +9.176124075e+01 +9.176124075e+01 -4.3463e-01 -8.0678e-02 +2.2900e-01 -6.9361e-01 -4.1026e-01 +1.7877e-01 -1.6143e-01 -1.7876e-01 -1.3761e-01 +5.1222e-01 -6.0615e-01 -2.4417e-01 -1.1273e-01 +5.3762e-02 +4.2597e-01 +2.2175e-01 +5.5248e-01 +2.1605e-01 -1.0266e-01 +1.4656e-01
2 +4.636437915e+01 +4.636437915e+01 +6.517437915e+01 +6.517437915e+01 -2.9974e-01 -1.6755e-01 +2.0915e-01 -3.4831e-01 +3.0309e-01 +8.9082e-01 -2.4243e-01 +5.4381e-01 -6.2118e-01 +1.7081e-01 +3.8709e-01 -2.3957e-01 -2.9585e-01 -2.0606e-01 +2.8536e-01 -3.9532e-02 -8.0850e-01 +4.0170e-01 +3.9994e-01 -4.5538e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.317518367e+02 +3.317518367e+02 +6.049018367e+02 +6.049018367e+02 -5.1976e-01 -6.6412e-01 -9.9465e-02 -5.2599e-01 -6.0980e-02 +5.5689e-01 -4.7588e-01 +6.0149e-01 -3.2133e-01 -7.9696e-01 -2.7479e-01 +6.9620e-01 +4.0685e-01 -1.4923e-01 -7.1025e-01 +3.0963e-01 +3.4032e-01 -8.5979e-01 -5.7671e-01 +4.6136e-01
4 +2.468977928e+02 +2.468977928e+02 +5.200477928e+02 +5.200477928e+02 -1.0110e-01 -2.5111e-01 -1.0558e-01 -2.0144e-01 -3.9026e-01 +2.1789e-01 +1.1906e-01 -3.5561e-02 +2.0235e-01 +3.3451e-01 -5.6671e-01 +6.7445e-03 +2.3499e-01 +8.7505e-02 -2.0211e-01 +4.2360e-01 -5.6632e-01 +2.2961e-03 +3.6900e-01 +5.6345e-01
20 +1.356905924e+02 +1.356905924e+02 +4.088405924e+02 +4.088405924e+02 -5.3109e-01 +1.0206e-01 -1.2657e-02 -7.7116e-01 +4.5765e-01 +1.8598e-01 -8.5080e-01 +3.3451e-01 -1.1135e-01 +3.3548e-01 -6.9571e-01 +5.1279e-01 +7.6743e-01 +2.7191e-01 +3.3049e-01 -3.4224e-01 +8.5952e-01 +5.0410e-01 +2.0795e-01 -6.6282e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.678352125e+01 +4.678352125e+01 +8.396352125e+01 +8.396352125e+01 +8.5810e-02 +4.2832e-01 +3.1015e-01 +2.7844e-01 +1.4300e-01 +8.2306e-01 +9.7112e-03 +1.5676e-02 -1.6317e-01 -6.1692e-01 -5.6582e-01 -2.0848e-01 -3.4045e-01 -2.2779e-01 -8.6683e-02 -1.8011e-01 -5.6639e-01 -6.1707e-01 -3.8392e-01 +3.1831e-01
